H,1559259101,295663
P,1559259101,5309
P,1559259131,5309
P,1559259160,5310
P,1559259189,5309
P,1559259219,5309
P,1559259248,5309
P,1559259278,5309
P,1559259307,5309
P,1559259337,5309
P,1559259366,5309
P,1559259395,5307
P,1559259425,5308
P,1559259454,5309
P,1559259483,5310
P,1559259512,5309
P,1559259542,5308
P,1559259572,5309
P,1559259601,5309
P,1559259631,5309
D,1559259657,404480
R,1559259657,700D9DFBA
R,1559259657,700D9DFBA
R,1559259657,700D9DFBA
X,1559259659,604058,8064
X,1559259659,604471,4087
P,1559259660,5300
X,1559259660,604526,3417
X,1559259661,605439,9725
X,1559259661,603544,9048
X,1559259662,604850,5074
X,1559259662,604534,13730
X,1559259663,600508,21681
X,1559259663,609548,38688
X,1559259664,607277,41597
X,1559259665,602878,37869
X,1559259665,604745,16533
X,1559259666,603093,11344
X,1559259666,608414,20983
X,1559259667,599070,21669
X,1559259667,605314,14387
X,1559259668,604583,6390
X,1559259669,604822,11541
X,1559259669,604352,11820
X,1559259670,604749,2221
X,1559259670,604734,21236
X,1559259671,604405,10709
X,1559259671,604466,18626
X,1559259672,604834,24842
X,1559259672,605770,15951
X,1559259672,605498,5107
X,1559259673,604973,2254
X,1559259673,604931,2537
X,1559259674,605041,1953
X,1559259674,604933,2619
X,1559259675,604990,2367
X,1559259675,605181,6723
X,1559259676,604631,4543
X,1559259677,605097,2364
X,1559259677,604819,2018
X,1559259678,604253,15501
X,1559259678,604800,7879
X,1559259679,604202,7789
X,1559259679,605037,2449
X,1559259680,605095,2676
X,1559259681,604910,1745
X,1559259681,604745,8242
X,1559259682,605215,4969
X,1559259682,604894,2834
X,1559259683,605034,14564
X,1559259683,604771,7506
X,1559259684,604569,30500
X,1559259685,605378,19130
X,1559259685,604218,10456
X,1559259686,605566,12176
X,1559259686,604696,6493
X,1559259687,602912,27445
X,1559259687,605601,11140
X,1559259688,605157,2979
X,1559259688,604933,4699
P,1559259689,5300
X,1559259689,604863,10077
X,1559259690,605180,3723
X,1559259690,604978,1295
X,1559259691,604979,11197
X,1559259691,605069,5491
X,1559259692,605522,10576
X,1559259692,605191,44875
X,1559259693,603520,52336
X,1559259694,604731,45921
X,1559259694,616411,38574
X,1559259695,300706,63610
X,1559259695,274599,808
X,1559259696,273212,1104
X,1559259696,272511,269
X,1559259697,273201,577
X,1559259698,273315,334
X,1559259698,272906,200
X,1559259699,273000,262
X,1559259699,273093,146
X,1559259700,272976,169
X,1559259700,273001,148
O,1559259701,273013,117
O,1559259702,272950,106
O,1559259702,272976,73
O,1559259703,272966,150
O,1559259703,272950,129
O,1559259704,272960,143
O,1559259704,272924,104
O,1559259705,272949,142
O,1559259705,272913,109
O,1559259706,272931,98
O,1559259707,272924,124
O,1559259707,272910,93
O,1559259708,272901,144
O,1559259708,272900,93
O,1559259709,272879,84
O,1559259709,272895,129
O,1559259710,272885,82
O,1559259711,272893,113
O,1559259711,272895,109
O,1559259712,272890,112
O,1559259712,272874,72
O,1559259713,272876,125
O,1559259713,272874,123
O,1559259713,272880,82
O,1559259714,272847,102
O,1559259714,272859,105
O,1559259715,272858,91
O,1559259715,272860,101
O,1559259716,272873,175
O,1559259716,272856,75
O,1559259717,272875,119
O,1559259718,272857,89
P,1559259718,5302
O,1559259718,272863,90
O,1559259719,272837,100
O,1559259719,272840,77
O,1559259720,272861,91
O,1559259720,272852,105
O,1559259721,272855,127
O,1559259721,272846,114
O,1559259722,272846,98
O,1559259723,272847,96
O,1559259723,272844,105
O,1559259724,272846,122
O,1559259724,272853,101
O,1559259725,272802,118
O,1559259725,272808,74
O,1559259726,272822,27
O,1559259727,272798,41
O,1559259727,272839,97
O,1559259728,272805,83
O,1559259728,272792,114
O,1559259729,272807,109
O,1559259729,272820,105
O,1559259730,272833,118
O,1559259731,595734,58298
T,1559259731,2859
D,1559259732,377856
R,1559259732,700D9DFBA
R,1559259732,700D9DFBA
R,1559259732,700D9DFBA
X,1559259734,273025,2006
X,1559259734,272890,256
X,1559259735,273284,286
X,1559259735,273261,144
X,1559259736,273139,120
X,1559259737,273196,66
X,1559259737,273193,127
X,1559259738,273137,80
X,1559259738,273125,127
X,1559259739,273113,109
X,1559259739,273063,74
O,1559259740,273064,143
O,1559259741,273064,79
O,1559259741,273061,107
O,1559259742,273064,148
O,1559259742,273055,106
