H,1558211059,295663
D,1558211059,386304
D,1558211061,385024
D,1558211064,389376
D,1558211066,385792
D,1558211067,386560
D,1558211069,389632
D,1558211071,381952
P,1558211073,5498
D,1558211074,385024
D,1558211076,385536
D,1558211078,385536
D,1558211080,386048
D,1558211083,386816
D,1558211085,385792
D,1558211087,386048
D,1558211089,386048
D,1558211091,385536
D,1558211094,386048
D,1558211096,386560
D,1558211098,360704
R,1558211098,700D9DFBA
R,1558211098,700D9DFBA
R,1558211098,700D9DFBA
X,1558211100,575663,24606
X,1558211100,578406,40973
X,1558211101,579561,6426
X,1558211101,578986,3907
X,1558211102,578815,3840
X,1558211103,578369,8244
P,1558211103,5489
X,1558211103,578918,5656
X,1558211104,578802,1820
X,1558211104,578547,1581
X,1558211105,578732,1772
X,1558211105,578232,9530
X,1558211106,578667,1657
X,1558211107,578386,5837
X,1558211107,579164,4748
X,1558211107,578629,2954
X,1558211107,578535,1341
X,1558211108,578586,1293
X,1558211108,578652,4283
X,1558211109,578334,5250
X,1558211109,578601,12543
X,1558211110,578358,9740
X,1558211111,578540,17323
X,1558211111,509904,2892
X,1558211112,277198,519
X,1558211112,276455,2019
X,1558211113,276607,613
X,1558211113,276782,176
X,1558211114,276686,195
X,1558211115,276604,158
X,1558211115,276641,121
X,1558211116,276624,89
X,1558211116,276572,117
X,1558211117,276572,46
X,1558211117,276556,97
O,1558211118,276541,121
O,1558211119,276531,150
O,1558211119,276526,106
O,1558211120,276509,124
O,1558211120,276474,85
O,1558211121,276453,100
O,1558211121,276472,139
O,1558211122,276446,75
O,1558211123,276444,112
O,1558211123,276458,74
O,1558211124,276444,95
O,1558211124,276413,171
O,1558211125,276415,124
O,1558211125,276388,96
O,1558211126,276381,136
O,1558211126,276392,99
O,1558211127,276368,101
O,1558211128,276386,98
O,1558211128,276347,130
O,1558211129,276342,93
O,1558211129,276361,79
O,1558211130,276356,109
O,1558211130,276340,112
O,1558211131,276315,97
O,1558211132,276312,119
P,1558211132,5489
O,1558211132,276327,55
O,1558211133,276287,69
O,1558211133,276295,78
O,1558211134,276268,83
O,1558211134,276301,68
O,1558211135,276268,110
O,1558211136,276261,67
O,1558211136,276276,79
O,1558211137,276262,89
O,1558211137,276263,76
O,1558211138,276265,80
O,1558211138,276282,88
O,1558211139,276259,120
O,1558211140,276239,102
O,1558211140,276268,113
O,1558211141,276262,75
O,1558211141,276259,130
O,1558211142,276232,102
O,1558211142,276267,81
O,1558211143,276266,152
O,1558211143,276246,127
O,1558211144,276230,101
O,1558211145,276227,80
O,1558211145,276241,119
O,1558211146,276240,114
O,1558211146,276232,127
O,1558211147,276247,114
O,1558211147,276252,107
O,1558211148,276232,110
O,1558211148,276241,72
O,1558211148,276226,108
O,1558211149,276209,115
O,1558211149,276206,91
O,1558211150,276220,84
O,1558211150,276220,98
O,1558211151,276206,69
O,1558211152,276212,106
O,1558211152,276228,85
O,1558211153,276207,93
O,1558211153,276212,75
O,1558211154,276193,149
O,1558211154,276202,82
O,1558211155,276192,102
O,1558211156,276218,141
O,1558211156,276209,82
O,1558211157,276217,99
O,1558211157,276184,93
O,1558211158,276192,90
O,1558211158,276192,102
O,1558211159,276180,90
O,1558211159,276190,120
O,1558211160,276163,56
O,1558211161,276152,101
P,1558211161,5489
O,1558211161,276186,90
O,1558211162,276197,154
O,1558211162,276163,86
O,1558211163,276159,60
O,1558211163,276160,97
O,1558211164,276140,69
O,1558211165,276138,67
O,1558211165,276164,94
O,1558211166,276158,121
O,1558211166,276140,104
O,1558211167,276152,104
O,1558211167,276157,87
T,1558211168,2877
P,1558211190,5498
P,1558211220,5497
P,1558211249,5497
P,1558211278,5496
P,1558211309,5496
P,1558211338,5498
P,1558211367,5496
P,1558211396,5499
P,1558211426,5496
P,1558211455,5496
P,1558211485,5498
P,1558211515,5496
P,1558211544,5497
P,1558211573,5497
P,1558211603,5496
P,1558211633,5496
P,1558211662,5497
P,1558211691,5497
P,1558211721,5496
P,1558211750,5495
P,1558211779,5498
P,1558211808,5497
P,1558211838,5498
P,1558211867,5498
P,1558211897,5497
P,1558211927,5496
P,1558211956,5498
P,1558211985,5497
P,1558212014,5498
P,1558212044,5497
P,1558212073,5498
P,1558212102,5495
P,1558212132,5498
P,1558212161,5498
P,1558212191,5497
P,1558212220,5496
P,1558212250,5498
P,1558212279,5497
P,1558212308,5498
