H,1558379935,295663
P,1558379935,5448
P,1558379964,5447
P,1558379993,5449
P,1558380023,5447
P,1558380052,5447
P,1558380081,5447
P,1558380110,5445
P,1558380141,5447
P,1558380170,5448
P,1558380199,5446
P,1558380228,5448
P,1558380258,5447
P,1558380287,5448
P,1558380316,5447
P,1558380346,5446
P,1558380375,5448
P,1558380404,5448
P,1558380434,5447
P,1558380464,5448
P,1558380493,5449
P,1558380522,5448
P,1558380552,5447
D,1558380557,409600
R,1558380557,700D9DFBA
R,1558380557,700D9DFBA
X,1558380559,607227,7543
X,1558380559,607928,1891
X,1558380560,607830,8329
X,1558380560,607948,3769
X,1558380561,607876,2037
X,1558380562,607868,1753
X,1558380562,607485,2542
X,1558380563,607554,6913
X,1558380563,607389,2914
X,1558380564,607508,1575
X,1558380564,607494,7836
X,1558380565,607681,2962
X,1558380566,607644,2030
X,1558380566,607419,3469
X,1558380567,607674,1811
X,1558380567,607682,1687
X,1558380568,607703,1366
X,1558380568,607440,1758
X,1558380569,607682,1939
X,1558380570,607814,1683
X,1558380570,607879,1385
X,1558380571,607753,1311
X,1558380571,607667,1448
X,1558380572,607863,1781
X,1558380572,607779,2131
X,1558380573,607658,790
X,1558380573,607809,1670
X,1558380574,607457,1374
X,1558380575,607782,2832
X,1558380575,607770,1482
X,1558380576,607799,2191
X,1558380576,607923,1808
X,1558380577,607723,13149
X,1558380577,607928,1719
X,1558380578,607982,1062
X,1558380579,607797,1970
X,1558380579,607970,1543
X,1558380580,608034,1283
X,1558380580,607862,1487
X,1558380581,608113,1475
P,1558380581,5441
X,1558380581,608048,6184
X,1558380582,607969,2685
X,1558380583,608062,2199
X,1558380583,608000,2596
X,1558380584,608164,1379
X,1558380584,608081,1680
X,1558380585,607803,2083
X,1558380585,607966,1342
X,1558380586,605019,30059
X,1558380587,439065,50978
X,1558380587,280697,1539
X,1558380588,281289,699
X,1558380588,280537,431
X,1558380589,281073,125
X,1558380589,280918,125
X,1558380590,280979,180
X,1558380590,280956,186
X,1558380591,280910,165
X,1558380592,280889,103
X,1558380592,280805,95
X,1558380593,280834,106
O,1558380593,280829,66
O,1558380594,280811,120
O,1558380594,280803,123
O,1558380595,280843,114
O,1558380596,280825,107
O,1558380596,280758,88
O,1558380597,280755,105
O,1558380597,280759,124
O,1558380597,280747,122
O,1558380597,280731,123
O,1558380598,280714,118
O,1558380599,280707,107
O,1558380599,280658,111
O,1558380600,280637,86
O,1558380600,280625,95
O,1558380601,280588,109
O,1558380601,280566,91
O,1558380602,280577,223
O,1558380603,280576,139
O,1558380603,280590,144
O,1558380604,280524,99
O,1558380604,280519,76
O,1558380605,280476,131
O,1558380605,280378,229
O,1558380606,280249,105
O,1558380606,280305,166
O,1558380607,280397,150
O,1558380608,280398,88
O,1558380608,280247,177
O,1558380609,280330,140
O,1558380609,280571,247
O,1558380610,280447,125
P,1558380610,5437
O,1558380610,280426,144
O,1558380611,280454,105
O,1558380612,280438,150
O,1558380612,280411,165
O,1558380613,280431,193
O,1558380613,280462,117
O,1558380614,280404,92
O,1558380614,280396,203
O,1558380615,280433,131
O,1558380616,280496,83
O,1558380616,280490,144
O,1558380617,280456,121
O,1558380617,280377,113
O,1558380618,280358,110
O,1558380618,280283,90
O,1558380619,280341,148
O,1558380620,280378,124
O,1558380620,280314,120
O,1558380621,280365,149
O,1558380621,280368,119
O,1558380622,280363,127
O,1558380622,280109,351
O,1558380623,280049,177
O,1558380623,280268,166
O,1558380624,280169,298
O,1558380625,280295,125
O,1558380625,280360,150
O,1558380626,280303,226
O,1558380626,279868,251
O,1558380627,279833,138
O,1558380627,279943,176
O,1558380628,280071,213
O,1558380629,280231,69
O,1558380629,280248,80
O,1558380630,280296,111
O,1558380630,280318,111
O,1558380631,280279,121
O,1558380631,280364,141
O,1558380632,280384,142
O,1558380633,280355,121
O,1558380633,280352,65
O,1558380634,280310,132
O,1558380634,280310,116
O,1558380635,280244,130
O,1558380635,280239,79
O,1558380636,280242,126
O,1558380637,280278,121
O,1558380637,280214,157
O,1558380638,280200,135
O,1558380638,280259,60
O,1558380638,280325,136
O,1558380638,280285,145
O,1558380639,280273,141
P,1558380639,5438
O,1558380639,280347,131
O,1558380640,280541,85
O,1558380641,280491,154
O,1558380641,280474,148
O,1558380642,280445,92
