H,1559419762,295663
P,1559419762,5308
P,1559419791,5308
P,1559419820,5305
P,1559419850,5309
P,1559419880,5309
P,1559419909,5308
P,1559419938,5309
P,1559419968,5305
P,1559419997,5308
P,1559420026,5308
P,1559420055,5307
P,1559420085,5307
P,1559420114,5308
P,1559420144,5307
P,1559420174,5308
D,1559420180,363520
D,1559420182,372224
D,1559420184,363008
D,1559420186,362496
D,1559420188,363776
D,1559420191,365312
D,1559420193,363264
D,1559420195,361728
D,1559420197,363264
D,1559420199,361472
D,1559420202,361728
P,1559420203,5305
D,1559420204,340992
D,1559420206,361984
D,1559420208,362496
D,1559420210,374528
D,1559420213,362752
D,1559420215,363008
D,1559420217,363264
D,1559420219,362752
D,1559420220,359424
P,1559420232,5309
P,1559420262,5307
P,1559420292,5307
P,1559420321,5305
P,1559420350,5308
P,1559420380,5307
P,1559420409,5308
P,1559420439,5307
P,1559420468,5307
P,1559420498,5308
P,1559420527,5308
P,1559420556,5308
P,1559420586,5308
P,1559420615,5307
P,1559420644,5308
P,1559420673,5307
P,1559420703,5307
P,1559420733,5307
P,1559420762,5307
P,1559420792,5308
P,1559420821,5307
P,1559420850,5307
P,1559420879,5309
P,1559420909,5306
P,1559420938,5308
P,1559420967,5308
P,1559420997,5307
P,1559421027,5309
D,1559421051,374016
R,1559421051,700D9DFBA
R,1559421052,700D9DFBA
R,1559421052,700D9DFBA
X,1559421053,570300,7975
X,1559421054,569366,22459
X,1559421054,570726,3770
X,1559421055,571041,10792
X,1559421055,570094,10156
P,1559421056,5299
X,1559421056,570638,4446
X,1559421057,570439,35773
X,1559421057,573018,24874
X,1559421058,575279,45591
X,1559421058,569081,20066
X,1559421059,572108,28567
X,1559421059,571697,5050
X,1559421060,571092,4803
X,1559421061,571062,2934
X,1559421061,572391,14254
X,1559421062,569089,19391
X,1559421062,571844,6166
X,1559421063,571983,17110
X,1559421063,570886,8764
X,1559421064,570990,2433
X,1559421065,571370,1939
X,1559421065,570806,19290
X,1559421066,570309,19337
X,1559421066,570891,17275
X,1559421067,570500,17329
X,1559421067,570293,32645
X,1559421068,567970,3241
X,1559421069,573165,61436
X,1559421069,571900,3586
X,1559421070,572003,50254
X,1559421070,571364,18193
X,1559421071,571867,3702
X,1559421071,571813,1930
X,1559421072,571910,2597
X,1559421072,571635,1498
X,1559421073,571667,2301
X,1559421074,571807,1251
X,1559421074,571870,1666
X,1559421075,571036,11856
X,1559421075,571899,9553
X,1559421076,571587,10907
X,1559421076,569837,603
X,1559421077,572027,47982
X,1559421078,571821,14477
X,1559421078,572285,19632
X,1559421079,571466,15342
X,1559421079,571655,4754
X,1559421080,571909,1974
X,1559421080,571772,3816
X,1559421081,571930,1790
X,1559421081,572926,11627
X,1559421081,570892,15852
X,1559421082,571885,4329
X,1559421082,571909,2016
X,1559421083,571821,3826
X,1559421083,571709,15233
X,1559421084,572492,6077
X,1559421084,571111,8051
P,1559421085,5299
X,1559421085,573288,12168
X,1559421086,569997,46231
X,1559421086,571756,60560
X,1559421087,569786,17694
X,1559421087,571978,5528
X,1559421088,571951,2596
X,1559421088,571880,2067
X,1559421089,571871,2206
X,1559421090,571833,2352
X,1559421090,572062,1865
X,1559421091,571863,2685
X,1559421091,571835,1507
X,1559421092,571698,14266
X,1559421092,572081,10619
X,1559421093,571914,3822
X,1559421094,571845,8787
X,1559421094,569935,14983
X,1559421095,533443,24563
X,1559421095,263207,1837
X,1559421096,264668,734
X,1559421096,264786,133
X,1559421097,264643,81
X,1559421098,264715,215
X,1559421098,265090,297
X,1559421099,265359,161
X,1559421099,265387,144
X,1559421100,265258,159
X,1559421100,265146,98
X,1559421101,265125,62
O,1559421101,265182,110
O,1559421102,265238,121
O,1559421103,265221,114
O,1559421103,265215,122
O,1559421104,265174,85
O,1559421104,265185,54
O,1559421105,265219,94
O,1559421105,265178,106
O,1559421106,265197,93
O,1559421107,265202,111
O,1559421107,265195,96
O,1559421108,265187,57
O,1559421108,265210,81
O,1559421109,265231,97
O,1559421109,265225,149
O,1559421110,265242,90
O,1559421111,265232,87
O,1559421111,265254,69
O,1559421112,265229,108
O,1559421112,265210,60
O,1559421113,265203,122
O,1559421113,265181,124
O,1559421114,265173,90
O,1559421115,265148,103
P,1559421115,5299
O,1559421115,265139,90
O,1559421116,265144,87
O,1559421116,265137,69
O,1559421117,265192,136
O,1559421117,265201,68
O,1559421118,265223,115
O,1559421118,265217,150
O,1559421119,265207,88
O,1559421120,265221,144
O,1559421120,265208,77
