H,1563465600,289363
U,1563465600,0
E,1563465600,1
P,1563465600,5173
P,1563465630,5175
P,1563465660,5176
P,1563465689,5174
P,1563465718,5173
P,1563465748,5174
P,1563465777,5175
P,1563465806,5176
P,1563465836,5176
P,1563465865,5174
P,1563465894,5176
P,1563465923,5175
P,1563465954,5175
P,1563465983,5174
P,1563466012,5177
P,1563466042,5176
P,1563466071,5174
P,1563466100,5175
P,1563466129,5175
P,1563466159,5172
P,1563466188,5174
P,1563466217,5175
P,1563466248,5176
P,1563466277,5176
P,1563466306,5173
P,1563466335,5175
P,1563466365,5173
P,1563466394,5173
P,1563466423,5173
P,1563466453,5174
P,1563466482,5173
P,1563466511,5173
P,1563466541,5172
P,1563466571,5175
P,1563466600,5175
P,1563466629,5175
P,1563466658,5174
P,1563466688,5175
P,1563466717,5176
P,1563466746,5175
P,1563466776,5175
O,1563466798,236756,1473
O,1563466798,236918,118
O,1563466799,236908,189
O,1563466799,236878,221
O,1563466800,236917,162
O,1563466800,236832,107
O,1563466801,236827,117
O,1563466802,236864,212
O,1563466802,236814,168
O,1563466803,236805,80
O,1563466803,236805,127
O,1563466804,236796,95
O,1563466804,236814,126
O,1563466805,236814,81
P,1563466805,5168
O,1563466806,236844,109
O,1563466806,236893,151
O,1563466807,236868,163
O,1563466807,236890,67
O,1563466808,236893,99
O,1563466808,236899,115
O,1563466809,236878,77
O,1563466809,236894,100
O,1563466810,236906,117
O,1563466811,236886,69
O,1563466811,236930,122
O,1563466812,236922,145
O,1563466812,236884,92
O,1563466813,236887,132
O,1563466813,236892,121
O,1563466814,236864,117
O,1563466815,236883,98
O,1563466815,236922,97
O,1563466816,236881,122
O,1563466816,236867,99
O,1563466817,236892,89
O,1563466817,236881,123
O,1563466818,236863,85
O,1563466819,236900,58
O,1563466819,236895,91
O,1563466820,236892,83
O,1563466820,236860,94
O,1563466821,236870,118
O,1563466821,236845,154
O,1563466822,236887,92
O,1563466822,236883,139
O,1563466822,236888,99
O,1563466823,236900,91
O,1563466823,236865,143
O,1563466824,236873,136
O,1563466824,236887,141
O,1563466825,236889,138
O,1563466825,236847,83
O,1563466826,236834,121
O,1563466827,236836,123
O,1563466827,236822,113
O,1563466828,236869,144
O,1563466828,236848,121
O,1563466829,236878,117
O,1563466829,236918,104
O,1563466830,236872,116
O,1563466831,236914,105
O,1563466831,236918,85
O,1563466832,236924,99
O,1563466832,236914,124
O,1563466833,236915,95
O,1563466833,236926,102
O,1563466834,236928,105
O,1563466835,236932,90
P,1563466835,5167
O,1563466835,236913,157
O,1563466836,236935,112
O,1563466836,236911,310
O,1563466837,236966,95
O,1563466837,236973,75
O,1563466838,236955,69
O,1563466839,236935,106
O,1563466839,236945,129
O,1563466840,236952,70
O,1563466840,236973,61
O,1563466841,236976,150
O,1563466841,236998,92
O,1563466842,236979,71
O,1563466842,236996,94
O,1563466843,237011,52
O,1563466844,236977,94
O,1563466844,236980,56
O,1563466845,236994,110
O,1563466845,237013,123
O,1563466846,237010,92
O,1563466846,237058,95
O,1563466847,237034,68
O,1563466848,237020,82
O,1563466848,237042,86
O,1563466849,237035,133
O,1563466849,237021,90
O,1563466850,237055,78
O,1563466850,237053,151
O,1563466851,237052,98
O,1563466852,237039,94
O,1563466852,237023,83
O,1563466853,237045,107
O,1563466853,237069,101
T,1563466853,3017
P,1563466864,5176
P,1563466894,5175
P,1563466923,5175
P,1563466952,5175
P,1563466982,5175
P,1563467012,5175
P,1563467041,5173
P,1563467070,5175
P,1563467100,5175
P,1563467130,5176
P,1563467159,5172
P,1563467189,5175
P,1563467218,5175
P,1563467247,5173
P,1563467276,5174
P,1563467306,5174
P,1563467335,5174
P,1563467364,5174
P,1563467394,5174
P,1563467424,5175
P,1563467453,5173
P,1563467482,5175
P,1563467512,5176
P,1563467541,5171
P,1563467570,5175
P,1563467600,5174
P,1563467629,5175
P,1563467658,5172
P,1563467687,5175
P,1563467718,5174
P,1563467747,5173
P,1563467776,5174
P,1563467806,5173
P,1563467835,5174
P,1563467864,5176
P,1563467893,5171
P,1563467923,5171
P,1563467952,5172
P,1563467981,5175
P,1563468012,5175
P,1563468041,5175
P,1563468070,5174
P,1563468099,5175
P,1563468129,5173
P,1563468158,5175
P,1563468187,5174
P,1563468217,5172
P,1563468246,5174
P,1563468275,5174
P,1563468305,5173
P,1563468335,5171
P,1563468364,5176
P,1563468393,5174
P,1563468422,5176
P,1563468452,5174
P,1563468481,5175
P,1563468510,5173
P,1563468540,5175
