H,1559162708,295663
P,1559162708,5318
P,1559162737,5318
P,1559162766,5317
P,1559162796,5318
P,1559162825,5318
P,1559162854,5318
D,1559162855,381184
R,1559162855,700D9DFBA
R,1559162855,700D9DFBA
R,1559162856,700D9DFBA
X,1559162857,606284,5059
X,1559162858,606831,32581
X,1559162858,607558,5112
X,1559162859,606462,10878
X,1559162859,607870,7409
X,1559162860,607836,6378
X,1559162861,607026,10616
X,1559162861,607361,4469
X,1559162862,607572,2676
X,1559162862,607323,2740
X,1559162863,607475,14667
X,1559162863,607584,1565
X,1559162864,607275,24463
X,1559162865,607158,6424
X,1559162865,607900,24380
X,1559162866,606985,17713
X,1559162866,605941,21643
X,1559162867,607499,27273
X,1559162867,611247,30904
X,1559162868,604480,15861
X,1559162869,606947,43382
X,1559162869,606022,13791
X,1559162870,608105,5857
X,1559162870,606179,17010
X,1559162871,607652,16833
X,1559162871,607638,5054
X,1559162872,607624,26969
X,1559162872,607691,19435
X,1559162873,607141,6639
X,1559162874,607276,12437
X,1559162874,606904,3534
X,1559162875,606798,21983
X,1559162875,606988,4199
X,1559162876,606828,1535
X,1559162876,606779,2438
X,1559162877,606763,14080
X,1559162878,607139,4142
X,1559162878,606673,16428
X,1559162879,606423,16221
X,1559162879,607095,6746
X,1559162880,607561,8747
X,1559162880,606851,11861
X,1559162881,607400,2200
X,1559162882,606903,16732
X,1559162882,610122,55200
X,1559162883,604627,53234
X,1559162883,607547,43254
X,1559162884,602970,52411
P,1559162884,5309
X,1559162884,432271,57774
X,1559162885,278996,577
X,1559162885,277904,2252
X,1559162886,275661,642
X,1559162887,276551,1101
X,1559162887,276678,733
X,1559162887,276340,229
X,1559162887,276586,119
X,1559162888,276414,159
X,1559162888,276496,219
X,1559162889,276338,243
X,1559162890,276336,175
O,1559162890,276277,139
O,1559162891,276290,167
O,1559162891,276372,181
O,1559162892,276225,269
O,1559162892,276251,119
O,1559162893,276295,150
O,1559162894,276210,248
O,1559162894,276317,130
O,1559162895,276270,172
O,1559162895,276358,190
O,1559162896,276709,152
O,1559162896,276651,118
O,1559162897,276620,90
O,1559162898,276596,270
O,1559162898,276293,129
O,1559162899,276367,105
O,1559162899,276406,82
O,1559162900,276342,205
O,1559162900,276280,93
O,1559162901,276225,184
O,1559162901,276232,91
O,1559162902,276245,104
O,1559162903,276162,80
O,1559162903,276126,136
O,1559162904,276058,102
O,1559162904,276067,208
O,1559162905,276314,232
O,1559162905,276339,102
O,1559162906,276354,122
O,1559162907,276225,182
O,1559162907,276165,108
O,1559162908,276125,197
O,1559162908,276167,224
O,1559162909,276180,168
O,1559162909,276239,181
O,1559162910,276196,154
O,1559162911,276157,97
O,1559162911,276081,118
O,1559162912,275970,185
O,1559162912,275847,166
O,1559162913,275800,151
P,1559162913,5307
O,1559162913,275764,225
O,1559162914,275860,284
O,1559162915,276068,174
O,1559162915,276153,170
O,1559162916,276240,174
O,1559162916,276402,189
O,1559162917,276225,186
O,1559162917,276309,122
O,1559162918,276195,265
O,1559162918,276196,161
O,1559162919,276229,127
O,1559162920,276307,201
O,1559162920,276368,200
O,1559162921,276291,212
O,1559162921,276061,210
O,1559162922,275989,189
O,1559162922,275979,124
O,1559162923,276047,189
O,1559162924,276168,247
O,1559162924,276238,151
O,1559162925,276196,287
O,1559162925,276268,201
O,1559162926,276252,201
O,1559162926,276281,209
O,1559162927,276305,296
O,1559162928,276372,286
O,1559162928,276321,185
O,1559162928,276313,283
O,1559162928,276405,169
O,1559162929,276449,119
O,1559162929,276423,164
O,1559162930,276414,119
O,1559162931,276381,147
O,1559162931,276381,242
O,1559162932,276296,216
O,1559162932,276158,221
O,1559162933,276091,178
O,1559162933,276297,59
O,1559162934,276336,118
O,1559162934,276274,126
O,1559162935,276267,192
O,1559162936,276208,122
O,1559162936,276204,97
O,1559162937,276210,170
O,1559162937,276236,208
O,1559162938,276397,201
O,1559162938,276458,124
O,1559162939,276308,150
O,1559162940,276180,81
T,1559162940,2841
P,1559162942,5316
D,1559162944,373248
R,1559162944,700D9DFBA
R,1559162944,700D9DFBA
R,1559162944,700D9DFBA
X,1559162946,274614,1809
X,1559162946,275454,1568
X,1559162947,276481,285
X,1559162947,276208,300
X,1559162948,276400,90
X,1559162949,276365,225
