H,1559421496,295663
P,1559421496,5305
P,1559421526,5306
P,1559421555,5306
P,1559421584,5305
P,1559421614,5306
P,1559421644,5307
P,1559421673,5305
P,1559421702,5306
P,1559421732,5307
P,1559421761,5305
P,1559421790,5307
P,1559421819,5307
P,1559421849,5307
P,1559421878,5307
P,1559421908,5308
P,1559421938,5308
P,1559421967,5304
P,1559421996,5307
P,1559422025,5307
P,1559422055,5307
P,1559422084,5307
P,1559422113,5307
P,1559422143,5306
P,1559422172,5307
P,1559422202,5307
P,1559422231,5307
P,1559422261,5307
P,1559422290,5308
P,1559422319,5307
P,1559422349,5306
P,1559422378,5307
P,1559422407,5307
P,1559422436,5307
P,1559422466,5307
P,1559422496,5306
P,1559422525,5306
P,1559422555,5306
P,1559422584,5307
D,1559422608,350976
R,1559422608,700D9DFBA
X,1559422610,604723,12944
X,1559422610,604620,5656
X,1559422611,605140,7969
X,1559422611,605240,13862
X,1559422612,604670,17662
X,1559422613,604790,4862
P,1559422613,5298
X,1559422613,605405,10307
X,1559422614,606852,13394
X,1559422614,603412,10570
X,1559422615,605033,18686
X,1559422615,604432,17830
X,1559422616,604968,12042
X,1559422617,601266,47036
X,1559422617,607313,50923
X,1559422618,602515,13075
X,1559422618,526363,29861
X,1559422619,265579,831
X,1559422619,265511,94
X,1559422620,265740,241
X,1559422621,266131,373
X,1559422621,266526,259
X,1559422622,266595,109
X,1559422622,266488,167
X,1559422623,266282,89
X,1559422623,266228,111
X,1559422624,266265,104
X,1559422624,266343,130
O,1559422625,266337,77
O,1559422626,266283,102
O,1559422626,266283,47
O,1559422627,266262,93
O,1559422627,266267,79
O,1559422628,266265,63
O,1559422628,266233,48
O,1559422629,266225,129
O,1559422630,266238,102
O,1559422630,266226,93
O,1559422631,266254,77
O,1559422631,266300,72
O,1559422632,266333,115
O,1559422632,266318,111
O,1559422633,266354,87
O,1559422634,266359,124
O,1559422634,266398,74
O,1559422635,266401,72
O,1559422635,266386,123
O,1559422636,266395,84
O,1559422636,266406,108
O,1559422637,266437,105
O,1559422638,266429,84
O,1559422638,266459,105
O,1559422639,266443,106
O,1559422639,266435,73
O,1559422639,266452,51
O,1559422639,266449,96
O,1559422640,266448,122
O,1559422640,266405,101
O,1559422641,266400,120
O,1559422642,266408,57
P,1559422642,5296
O,1559422642,266410,122
O,1559422643,266392,150
O,1559422643,266432,64
O,1559422644,266433,103
O,1559422644,266476,129
O,1559422645,266469,122
O,1559422646,266467,113
O,1559422646,266497,56
O,1559422647,266443,116
O,1559422647,266453,78
O,1559422648,266483,76
O,1559422648,266485,57
O,1559422649,266480,60
O,1559422650,266468,138
O,1559422650,266465,124
O,1559422651,266504,93
O,1559422651,266514,105
O,1559422652,266524,102
O,1559422652,266537,121
O,1559422653,266535,121
O,1559422654,266532,114
O,1559422654,266528,108
O,1559422655,266527,94
O,1559422655,266539,57
O,1559422656,266537,131
O,1559422656,266550,130
O,1559422657,266556,73
O,1559422657,266629,78
O,1559422658,266647,123
O,1559422659,266661,133
O,1559422659,266683,107
O,1559422660,266584,90
O,1559422660,266592,121
O,1559422661,266602,89
O,1559422661,266604,127
O,1559422662,266577,103
O,1559422663,266605,98
O,1559422663,266646,141
O,1559422664,266581,75
O,1559422664,266599,107
O,1559422665,266556,62
O,1559422665,524255,53248
T,1559422666,2930
D,1559422667,376320
R,1559422667,700D9DFBA
R,1559422667,700D9DFBA
R,1559422667,700D9DFBA
X,1559422669,265979,1730
X,1559422669,266806,387
X,1559422670,266826,179
X,1559422670,266647,147
X,1559422671,266490,129
X,1559422671,266414,133
X,1559422672,266496,166
P,1559422672,5296
X,1559422673,266686,258
X,1559422673,266832,116
X,1559422674,266845,187
X,1559422674,266802,106
O,1559422675,266792,114
O,1559422675,266748,87
O,1559422676,266798,117
O,1559422677,266844,149
O,1559422677,266887,128
O,1559422678,266871,132
O,1559422678,266838,174
O,1559422679,266759,161
O,1559422679,266676,138
O,1559422680,266646,87
O,1559422680,266632,79
O,1559422680,266664,112
O,1559422681,266742,189
O,1559422681,266957,156
O,1559422682,266989,126
O,1559422682,266915,116
O,1559422683,266828,126
O,1559422683,266742,150
O,1559422684,266718,118
O,1559422685,266743,110
O,1559422685,266702,132
O,1559422686,266743,103
O,1559422686,266685,87
O,1559422687,266684,129
