H,1559270771,295663
P,1559270771,5301
P,1559270800,5303
D,1559270823,400896
R,1559270823,700D9DFBA
R,1559270823,700D9DFBA
R,1559270823,700D9DFBA
X,1559270825,639400,15486
X,1559270826,638373,49982
X,1559270826,640888,12224
X,1559270827,638370,7524
X,1559270827,635957,448
X,1559270828,456323,17065
X,1559270828,270526,3482
X,1559270829,268056,594
X,1559270829,269939,1656
P,1559270830,5295
X,1559270830,269971,1260
X,1559270831,269262,501
X,1559270831,269848,151
X,1559270832,269487,256
X,1559270832,269635,208
X,1559270833,269578,214
X,1559270833,269533,111
X,1559270834,269559,198
O,1559270835,269514,114
O,1559270835,269534,128
O,1559270836,269528,130
O,1559270836,269532,79
O,1559270837,269523,112
O,1559270837,269546,106
O,1559270838,269500,79
O,1559270839,269520,97
O,1559270839,269500,87
O,1559270840,269542,78
O,1559270840,269522,68
O,1559270841,269563,133
O,1559270841,269538,53
O,1559270842,269537,129
O,1559270842,269543,117
O,1559270843,269535,111
O,1559270844,269543,138
O,1559270844,269532,81
O,1559270845,269543,95
O,1559270845,269533,110
O,1559270846,269548,133
O,1559270846,269537,107
O,1559270847,269567,88
O,1559270848,269542,87
O,1559270848,269553,96
O,1559270849,269545,145
O,1559270849,269543,107
O,1559270850,269513,69
O,1559270850,269540,96
O,1559270851,269522,121
O,1559270852,269505,126
O,1559270852,269533,86
O,1559270853,269470,106
O,1559270853,269486,107
O,1559270854,269495,104
O,1559270854,269499,131
O,1559270855,269497,106
O,1559270856,269468,93
O,1559270856,269482,88
O,1559270857,269456,129
O,1559270857,269490,106
O,1559270858,269499,100
O,1559270858,269498,98
O,1559270859,269492,46
O,1559270859,269505,130
P,1559270860,5295
O,1559270860,269549,166
O,1559270861,269523,122
O,1559270861,269500,167
O,1559270862,269505,50
O,1559270862,269524,120
O,1559270863,269548,99
O,1559270863,269556,96
O,1559270864,269551,110
O,1559270865,269529,125
O,1559270865,269529,103
O,1559270866,269544,98
O,1559270866,269567,95
O,1559270867,269563,89
O,1559270867,269548,87
O,1559270868,269532,106
O,1559270869,269530,111
O,1559270869,269527,81
O,1559270870,269529,89
O,1559270870,269554,79
O,1559270870,269534,120
O,1559270870,269545,86
O,1559270871,269519,84
O,1559270872,269536,123
O,1559270872,269519,119
O,1559270873,269525,133
O,1559270873,406482,30096
T,1559270873,2825
D,1559270875,412416
R,1559270875,700D9DFBA
R,1559270875,700D9DFBA
R,1559270875,700D9DFBA
X,1559270876,618688,5748
X,1559270877,619260,3459
X,1559270878,619207,11024
X,1559270878,619503,9520
X,1559270879,619220,6873
X,1559270879,619138,2502
X,1559270880,617984,29283
X,1559270880,548048,2819
X,1559270881,269942,1259
X,1559270881,269724,1176
X,1559270882,270185,672
X,1559270883,269596,263
X,1559270883,269820,315
X,1559270884,269842,225
X,1559270884,269817,169
X,1559270885,269914,160
X,1559270885,269840,91
X,1559270886,269852,44
X,1559270887,269811,74
O,1559270887,269853,95
O,1559270888,269781,75
O,1559270888,269791,68
O,1559270889,269804,97
P,1559270889,5295
O,1559270889,269784,99
O,1559270890,269810,68
O,1559270891,269791,170
O,1559270891,269791,89
O,1559270892,269767,77
O,1559270892,269767,86
O,1559270893,269791,98
O,1559270893,269770,129
O,1559270894,269783,86
O,1559270895,269784,119
O,1559270895,269774,120
O,1559270896,269812,94
O,1559270896,269753,103
O,1559270897,269755,80
O,1559270897,269766,112
O,1559270898,269792,100
O,1559270898,269787,99
O,1559270899,269807,117
O,1559270900,269774,117
O,1559270900,269768,106
O,1559270901,269772,87
O,1559270901,269787,172
O,1559270902,269791,76
O,1559270902,269771,87
O,1559270903,269757,197
O,1559270904,269774,102
O,1559270904,269776,73
O,1559270905,269773,76
O,1559270905,269757,134
O,1559270906,269761,72
O,1559270906,269730,80
O,1559270907,269787,91
O,1559270908,269767,121
O,1559270908,269761,85
O,1559270909,269761,89
O,1559270909,269757,113
O,1559270910,269749,91
O,1559270910,269760,62
O,1559270911,269734,104
O,1559270911,269752,90
O,1559270911,269763,95
O,1559270912,269775,115
O,1559270912,269762,96
O,1559270913,269758,107
O,1559270913,269757,76
O,1559270914,269732,154
O,1559270914,269734,115
O,1559270915,269743,115
