H,1560813656,289363
X,1560813656,600866,3299
X,1560813656,599089,12811
P,1560813656,5389
X,1560813657,600673,1975
X,1560813657,600646,1299
X,1560813658,600281,1200
X,1560813658,600225,1009
X,1560813659,600658,6328
X,1560813660,599788,4644
X,1560813660,600068,3534
X,1560813661,600461,19559
X,1560813661,601507,17886
X,1560813662,600638,32346
X,1560813662,600558,11591
X,1560813663,600493,4080
X,1560813664,600768,1742
X,1560813664,600865,4057
X,1560813665,599344,15542
X,1560813665,600587,1790
X,1560813666,600634,1726
X,1560813666,600735,1444
X,1560813667,600292,1721
X,1560813668,600249,1675
X,1560813668,600022,1375
X,1560813669,600160,1128
X,1560813669,600242,1435
X,1560813670,600053,5815
X,1560813670,600927,41068
X,1560813671,600602,19941
X,1560813672,601127,41574
X,1560813672,600099,34193
X,1560813673,600797,39539
X,1560813673,599990,8486
X,1560813674,600432,2726
X,1560813674,599706,7235
X,1560813675,600361,8416
X,1560813675,600589,17791
X,1560813676,601224,4451
X,1560813677,600588,9221
X,1560813677,601351,6261
X,1560813678,601660,17464
X,1560813678,601056,48993
X,1560813679,601000,52742
X,1560813679,600113,18957
X,1560813680,601937,30094
X,1560813681,600942,20636
X,1560813681,601028,19792
X,1560813682,601603,9706
X,1560813682,601957,12739
X,1560813683,602069,4198
X,1560813683,601321,24259
X,1560813684,601831,5587
X,1560813684,602809,2850
X,1560813684,602589,4841
X,1560813685,602251,43893
X,1560813685,602555,43085
P,1560813685,5388
X,1560813686,603675,29022
X,1560813686,604381,39637
X,1560813687,602350,18112
X,1560813688,601654,18763
X,1560813688,602714,16241
X,1560813689,602437,18384
X,1560813689,602244,7426
X,1560813690,601856,9158
X,1560813690,601793,9625
X,1560813691,603112,23900
X,1560813691,602647,8157
X,1560813692,601735,3867
X,1560813693,601749,3223
X,1560813693,601456,4235
X,1560813694,602209,7414
X,1560813694,601840,22633
X,1560813695,601913,23980
X,1560813695,602918,48824
X,1560813696,603567,30053
X,1560813697,599844,17498
X,1560813697,602597,7483
X,1560813698,602227,3176
X,1560813698,602451,2562
X,1560813699,601974,2183
X,1560813699,601746,5346
X,1560813700,602235,3671
X,1560813701,602208,1796
X,1560813701,602079,2393
X,1560813702,602310,841
X,1560813702,603701,7688
X,1560813703,600458,16577
X,1560813703,602037,40503
X,1560813704,602310,62707
X,1560813705,603899,5545
X,1560813705,601419,8943
X,1560813706,600098,18063
X,1560813706,599677,5616
X,1560813707,603645,6436
X,1560813707,603976,45006
X,1560813708,602359,49714
X,1560813708,601452,40743
X,1560813709,602521,26023
X,1560813710,602780,2559
X,1560813710,602721,25531
X,1560813711,602767,1435
X,1560813711,603006,3677
X,1560813712,602777,16238
X,1560813712,602490,2199
X,1560813713,601878,6750
X,1560813714,602148,6334
X,1560813714,602628,3306
X,1560813715,602661,2333
X,1560813715,602729,1647
P,1560813715,5389
X,1560813716,602576,1469
X,1560813716,602665,2427
X,1560813717,603503,5130
X,1560813718,603919,15270
X,1560813718,603150,16329
X,1560813719,603081,1380
X,1560813719,603114,23894
X,1560813720,603181,2077
X,1560813720,603518,6226
X,1560813721,602752,27595
X,1560813722,603396,18890
X,1560813722,603649,7796
X,1560813723,602000,21885
X,1560813723,604390,37293
X,1560813724,603309,7289
X,1560813724,603133,40219
X,1560813725,603512,5406
X,1560813725,603150,2258
X,1560813725,603137,2218
X,1560813726,602980,1437
X,1560813726,603051,1295
X,1560813727,602817,2841
X,1560813727,606446,26691
X,1560813728,603692,8321
X,1560813728,602948,1089
X,1560813729,602491,993
X,1560813730,602492,802
X,1560813730,602351,695
X,1560813731,602316,1568
X,1560813731,602245,2374
X,1560813732,602322,1641
X,1560813732,602103,893
X,1560813733,602282,1502
X,1560813734,602188,769
X,1560813734,602139,1182
X,1560813735,602194,1684
X,1560813735,602370,1490
X,1560813736,602346,876
X,1560813736,602237,1127
X,1560813737,602308,1166
X,1560813737,602291,9991
X,1560813738,602168,2254
X,1560813739,602106,863
X,1560813739,601921,967
X,1560813740,601908,1376
X,1560813740,601862,1024
X,1560813741,601409,1155
X,1560813741,601196,1734
X,1560813742,601281,1170
X,1560813743,601228,885
X,1560813743,601135,1304
X,1560813744,601053,2589
X,1560813744,601266,986
P,1560813745,5389
X,1560813745,601110,469
X,1560813745,601014,1418
X,1560813746,600933,925
X,1560813747,600993,650
X,1560813747,600946,1086
X,1560813748,600858,1564
X,1560813748,600832,1097
