H,1559094854,295663
P,1559094854,5322
P,1559094884,5322
P,1559094913,5323
P,1559094942,5321
P,1559094973,5323
P,1559095002,5323
P,1559095031,5321
P,1559095060,5323
P,1559095090,5322
P,1559095119,5321
P,1559095149,5321
P,1559095179,5321
P,1559095208,5322
P,1559095237,5323
P,1559095267,5323
P,1559095297,5323
P,1559095326,5322
P,1559095355,5323
P,1559095385,5323
P,1559095414,5322
P,1559095443,5323
P,1559095472,5323
P,1559095502,5322
P,1559095531,5323
P,1559095561,5323
P,1559095591,5321
P,1559095620,5322
P,1559095649,5323
P,1559095678,5322
P,1559095708,5322
P,1559095737,5322
P,1559095766,5322
P,1559095796,5323
P,1559095825,5322
P,1559095855,5320
P,1559095884,5322
P,1559095914,5321
P,1559095943,5322
P,1559095972,5322
P,1559096002,5322
P,1559096031,5322
P,1559096060,5323
P,1559096089,5322
P,1559096119,5322
P,1559096149,5321
P,1559096178,5322
P,1559096208,5321
P,1559096237,5323
P,1559096266,5323
P,1559096295,5322
P,1559096325,5321
P,1559096354,5322
P,1559096383,5320
D,1559096406,397056
R,1559096406,700D9DFBA
R,1559096406,700D9DFBA
R,1559096406,700D9DFBA
X,1559096408,600455,5003
X,1559096409,600915,3856
X,1559096409,600157,19262
X,1559096410,601354,6697
X,1559096410,599663,11283
X,1559096411,601280,8145
X,1559096411,600852,3745
X,1559096412,601950,13545
X,1559096413,599585,9843
X,1559096413,601039,5047
P,1559096413,5314
X,1559096413,602280,15960
X,1559096413,600966,10853
X,1559096414,601246,14622
X,1559096414,600209,20389
X,1559096415,602150,29012
X,1559096416,601132,39166
X,1559096416,601383,24305
X,1559096417,600570,13415
X,1559096417,600338,17280
X,1559096418,599858,25449
X,1559096418,600898,13405
X,1559096419,600629,15334
X,1559096420,601006,6254
X,1559096420,601423,33845
X,1559096421,603962,19744
X,1559096421,596001,15007
X,1559096422,604719,54579
X,1559096422,603463,8023
X,1559096423,604053,52749
X,1559096423,278025,2831
X,1559096424,275002,930
X,1559096425,276136,1340
X,1559096425,276173,962
X,1559096426,275651,279
X,1559096426,276023,135
X,1559096427,275743,253
X,1559096427,275849,138
X,1559096428,275804,178
X,1559096429,275766,111
X,1559096429,275758,132
O,1559096430,275721,66
O,1559096430,275736,55
O,1559096431,275733,153
O,1559096431,275737,110
O,1559096432,275721,75
O,1559096433,275703,107
O,1559096433,275704,106
O,1559096434,275669,128
O,1559096434,275673,114
O,1559096435,275676,85
O,1559096435,275657,97
O,1559096436,275664,79
O,1559096436,275667,120
O,1559096437,275655,130
O,1559096438,275656,54
O,1559096438,275653,116
O,1559096439,275655,109
O,1559096439,275630,96
O,1559096440,275647,166
O,1559096440,275645,123
O,1559096441,275658,99
O,1559096442,275608,130
O,1559096442,275624,132
P,1559096443,5313
O,1559096443,275624,63
O,1559096443,275615,78
O,1559096444,275618,151
O,1559096444,275623,95
O,1559096445,275611,68
O,1559096446,275619,120
O,1559096446,275610,131
O,1559096447,275594,168
O,1559096447,275610,94
O,1559096448,275596,57
O,1559096448,275586,83
O,1559096449,275588,98
O,1559096450,275599,84
O,1559096450,275575,144
O,1559096451,275579,116
O,1559096451,275582,101
O,1559096452,275577,91
O,1559096452,275587,110
O,1559096453,275564,104
O,1559096453,275568,109
O,1559096454,275590,111
O,1559096454,275563,107
O,1559096454,275565,135
O,1559096455,275568,117
O,1559096455,275572,80
O,1559096456,275547,106
O,1559096456,275568,65
O,1559096457,275554,124
O,1559096458,275549,80
O,1559096458,275546,91
O,1559096459,275564,118
O,1559096459,275551,171
O,1559096460,275559,99
O,1559096460,275543,166
O,1559096461,275801,882
O,1559096462,276127,300
O,1559096462,275914,140
O,1559096463,275742,102
O,1559096463,275700,50
O,1559096464,275684,162
O,1559096464,275619,72
O,1559096465,275627,89
O,1559096466,275626,50
O,1559096466,275581,44
O,1559096467,275529,95
O,1559096467,275568,138
O,1559096468,275579,154
O,1559096468,275619,147
O,1559096469,275572,119
O,1559096469,275548,117
O,1559096470,275553,87
O,1559096471,275553,112
O,1559096471,275559,169
P,1559096472,5314
O,1559096472,275553,79
O,1559096472,275513,159
O,1559096473,275513,134
O,1559096473,275506,108
O,1559096474,275476,127
O,1559096475,275504,61
O,1559096475,275514,109
O,1559096476,275515,124
O,1559096476,275508,123
O,1559096477,275525,117
O,1559096477,275560,139
O,1559096478,275542,67
