H,1548259394,232373
X,1548259394,774802,1740
X,1548259394,773395,1300
X,1548259395,773118,1447
X,1548259396,773822,1241
X,1548259396,773310,1764
X,1548259397,773738,1120
X,1548259397,773392,1510
X,1548259398,773467,918
A,1548259398,656987,57616
T,1548259398,2782
U,1548259398,57277
X,1548259400,773167,276
X,1548259400,773550,692
X,1548259401,773332,323
X,1548259402,773313,899
X,1548259402,773166,565
X,1548259403,773270,1172
P,1548259403,5004
X,1548259403,773216,532
X,1548259404,773136,832
X,1548259404,773591,803
X,1548259405,773407,918
X,1548259405,773472,1212
X,1548259406,773380,463
X,1548259407,773442,779
X,1548259407,773464,860
X,1548259408,773669,630
X,1548259408,773624,443
X,1548259409,773385,2393
X,1548259409,773199,1208
X,1548259410,773219,1223
X,1548259411,773247,802
X,1548259411,773202,1249
X,1548259412,773217,956
X,1548259412,773399,1223
X,1548259413,773850,425
X,1548259413,773486,600
X,1548259414,773589,965
X,1548259415,773573,791
A,1548259415,773420,714
T,1548259415,2782
U,1548259415,57277
X,1548259417,773556,436
X,1548259417,773493,304
X,1548259418,773633,1016
X,1548259418,773603,1395
X,1548259419,773448,779
X,1548259420,773475,675
X,1548259420,773433,598
X,1548259421,773423,673
X,1548259421,773428,4512
X,1548259422,768987,11765
X,1548259422,758984,5429
X,1548259423,758723,2728
X,1548259424,758490,2664
X,1548259424,762060,20182
X,1548259425,644883,19923
X,1548259425,636820,4940
X,1548259426,649839,9220
X,1548259426,654773,4796
X,1548259427,654803,3586
X,1548259427,654634,1903
X,1548259428,655526,719
X,1548259429,655382,1282
X,1548259429,655579,667
X,1548259430,653513,7322
X,1548259430,643234,5584
X,1548259431,641289,4181
X,1548259431,642512,4240
X,1548259432,645377,36085
X,1548259433,902521,28546
P,1548259433,5006
X,1548259433,927135,51537
X,1548259433,926361,40793
X,1548259433,891689,19455
X,1548259434,884646,16788
X,1548259434,905425,42009
X,1548259435,885766,4465
X,1548259436,890444,12956
X,1548259436,898925,4696
X,1548259437,897178,3265
X,1548259437,896753,1764
X,1548259438,897310,2345
X,1548259438,897251,1738
X,1548259439,897240,1802
X,1548259439,897312,1291
X,1548259440,897150,761
X,1548259441,897197,543
X,1548259441,897004,610
X,1548259442,897275,1160
X,1548259442,896657,1355
X,1548259443,897236,852
X,1548259443,897042,409
X,1548259444,897127,356
X,1548259445,897115,299
X,1548259445,897066,807
X,1548259446,897136,556
X,1548259446,897132,498
X,1548259447,897057,364
X,1548259447,897317,1338
X,1548259448,897202,1206
X,1548259449,897123,854
A,1548259449,835865,45102
T,1548259449,2783
U,1548259449,57277
X,1548259451,897410,909
X,1548259451,897246,1043
X,1548259452,897053,1761
X,1548259452,897049,1333
X,1548259453,897083,1269
X,1548259453,897048,786
X,1548259454,897109,1073
X,1548259454,897184,806
X,1548259455,897247,899
X,1548259456,897104,696
X,1548259456,896981,766
X,1548259457,896963,438
X,1548259457,897132,641
X,1548259458,897107,331
X,1548259458,897097,528
X,1548259459,897046,273
X,1548259460,897023,520
X,1548259460,897058,811
X,1548259461,897189,538
X,1548259461,897081,956
X,1548259462,896975,1399
P,1548259462,5005
X,1548259462,897030,1601
X,1548259463,896951,1357
X,1548259464,897019,1695
X,1548259464,897158,1212
X,1548259465,897425,1415
X,1548259465,897246,1073
X,1548259466,897329,900
X,1548259466,897177,1154
X,1548259467,897248,1046
X,1548259468,897161,226
X,1548259468,897239,449
X,1548259469,897256,571
X,1548259469,897217,582
A,1548259469,897143,447
T,1548259470,2783
U,1548259470,57277
X,1548259471,897292,1096
X,1548259472,897224,698
X,1548259473,897176,484
X,1548259473,897162,2963
X,1548259474,897411,2833
X,1548259474,897598,2417
X,1548259474,897345,1978
X,1548259474,897559,1135
X,1548259475,897659,1516
X,1548259475,897453,2311
X,1548259476,889224,13049
X,1548259477,882674,4175
X,1548259477,883942,5939
X,1548259478,884978,21489
X,1548259478,847513,45049
X,1548259479,644624,14029
X,1548259479,641996,13419
X,1548259480,654825,12635
X,1548259481,654239,5736
X,1548259481,652884,2513
X,1548259482,649686,12189
X,1548259482,638848,6949
X,1548259483,642548,8657
X,1548259483,670239,28502
X,1548259484,368423,60238
X,1548259485,276944,2919
X,1548259485,290815,11660
X,1548259486,332988,12016
X,1548259486,721696,42363
X,1548259487,781087,23983
