H,1557936000,255083
U,1557936000,0
E,1557936000,1
P,1557936001,5398
P,1557936030,5400
P,1557936060,5398
P,1557936089,5397
P,1557936118,5398
P,1557936147,5398
P,1557936177,5398
P,1557936206,5399
P,1557936235,5398
P,1557936265,5399
P,1557936295,5399
P,1557936324,5396
P,1557936353,5399
P,1557936383,5397
P,1557936412,5398
P,1557936441,5399
P,1557936471,5398
P,1557936500,5399
P,1557936529,5398
P,1557936558,5398
P,1557936589,5399
P,1557936618,5400
P,1557936647,5399
P,1557936677,5398
P,1557936706,5398
P,1557936735,5398
P,1557936764,5398
P,1557936794,5398
P,1557936823,5398
P,1557936852,5400
P,1557936883,5398
P,1557936912,5399
P,1557936941,5397
P,1557936970,5399
P,1557937000,5398
P,1557937029,5398
P,1557937058,5400
P,1557937088,5399
P,1557937117,5399
P,1557937146,5399
P,1557937176,5399
P,1557937206,5399
P,1557937235,5399
P,1557937264,5398
P,1557937293,5399
P,1557937323,5398
P,1557937352,5399
P,1557937381,5398
P,1557937411,5400
P,1557937440,5399
P,1557937470,5399
P,1557937499,5398
P,1557937529,5399
P,1557937558,5398
P,1557937587,5398
P,1557937617,5397
P,1557937646,5398
P,1557937675,5398
P,1557937704,5398
P,1557937734,5396
P,1557937764,5399
P,1557937793,5399
P,1557937823,5400
P,1557937852,5398
O,1557937853,242161,4373
O,1557937853,241342,4216
O,1557937854,243574,2660
O,1557937854,244483,3239
O,1557937855,247932,1930
O,1557937856,248114,5234
O,1557937856,247833,1008
O,1557937857,248905,4729
O,1557937857,248918,2475
O,1557937858,248024,1964
O,1557937858,246958,946
O,1557937859,246732,694
O,1557937860,246195,458
O,1557937860,247011,983
O,1557937861,246603,1158
O,1557937861,246137,380
O,1557937862,246200,910
O,1557937862,244520,1037
O,1557937863,244371,2602
O,1557937864,244736,3456
O,1557937864,243094,2152
O,1557937865,244458,3339
O,1557937865,243469,1687
O,1557937866,242677,2816
O,1557937866,246545,5452
O,1557937867,244997,7252
O,1557937867,242912,3260
O,1557937867,242868,2492
O,1557937868,243744,1886
O,1557937868,244535,1740
O,1557937869,243145,3829
O,1557937869,245300,1244
O,1557937870,246563,2695
O,1557937870,246879,2885
O,1557937871,246955,1886
O,1557937872,251403,9804
O,1557937872,254205,4333
O,1557937873,250728,3629
O,1557937873,246286,3908
O,1557937874,245825,1611
O,1557937874,245455,3012
O,1557937875,244490,1897
O,1557937876,245107,2762
O,1557937876,243648,2323
O,1557937877,242454,3325
O,1557937877,241828,1395
O,1557937878,241713,1725
O,1557937878,243125,980
O,1557937879,243938,670
O,1557937880,243723,4161
O,1557937880,242648,2199
O,1557937881,243812,2964
P,1557937881,5391
O,1557937881,245188,2174
O,1557937882,246821,2825
O,1557937882,243888,1401
O,1557937883,245925,2238
O,1557937884,243218,3520
O,1557937884,245794,983
O,1557937885,242560,4339
O,1557937885,244396,4848
O,1557937886,249254,7195
O,1557937886,250683,1981
O,1557937887,247411,6316
O,1557937888,245934,1984
O,1557937888,247042,1150
O,1557937889,249931,4099
O,1557937889,258140,16117
O,1557937890,258086,10426
O,1557937890,248622,8351
O,1557937891,247325,3520
O,1557937891,241064,16722
O,1557937892,240362,14684
O,1557937893,246521,8744
O,1557937893,241817,17871
O,1557937894,241319,10159
O,1557937894,249171,26055
O,1557937895,237062,17410
O,1557937895,243625,8340
O,1557937896,249029,11514
O,1557937897,241218,33362
O,1557937897,246639,6512
O,1557937898,239861,5421
O,1557937898,247430,13959
O,1557937899,240175,11020
O,1557937899,243577,3256
O,1557937900,245268,3902
O,1557937901,241561,12144
O,1557937901,238362,9800
O,1557937902,243797,4547
O,1557937902,242774,26543
O,1557937903,236493,13695
O,1557937903,248190,3794
O,1557937904,245740,9343
O,1557937905,243244,7281
O,1557937905,241645,6235
O,1557937906,242521,4622
O,1557937906,242730,2200
O,1557937907,245128,7212
O,1557937907,241004,4172
O,1557937908,242702,8397
O,1557937908,243195,8105
T,1557937908,2857
P,1557937910,5398
P,1557937940,5397
P,1557937969,5398
P,1557937998,5399
P,1557938028,5399
P,1557938058,5398
P,1557938087,5398
P,1557938116,5397
P,1557938146,5398
P,1557938175,5398
P,1557938204,5397
P,1557938234,5398
P,1557938263,5396
P,1557938292,5398
P,1557938321,5397
P,1557938352,5397
P,1557938381,5397
P,1557938410,5400
P,1557938440,5399
P,1557938469,5399
P,1557938498,5398
P,1557938527,5397
P,1557938557,5398
P,1557938586,5398
P,1557938616,5399
P,1557938647,5398
P,1557938676,5399
P,1557938705,5399
P,1557938734,5398
P,1557938764,5398
P,1557938793,5399
P,1557938822,5398
P,1557938852,5397
P,1557938881,5398
P,1557938910,5399
P,1557938940,5398
