H,1555349679,241338
X,1555349679,495325,1181
X,1555349680,495516,1750
X,1555349681,495579,1326
X,1555349681,495680,1157
X,1555349682,496564,1870
X,1555349682,496285,1047
X,1555349683,497703,1386
X,1555349683,498311,3065
X,1555349684,500051,5817
X,1555349685,499899,3441
X,1555349685,501352,4568
X,1555349686,500389,3513
X,1555349686,498417,1840
X,1555349687,499658,4148
X,1555349687,501570,2629
X,1555349688,500381,6601
X,1555349688,497640,8688
X,1555349689,495772,13427
X,1555349690,497793,3921
X,1555349690,500118,2631
X,1555349691,499987,1774
X,1555349691,498369,1308
X,1555349692,499796,3892
X,1555349692,504290,4304
X,1555349693,509788,6992
X,1555349694,508116,7715
X,1555349694,500246,2960
X,1555349695,502071,4633
X,1555349695,501765,2971
X,1555349696,500849,5186
X,1555349696,503971,2527
X,1555349697,504612,5500
X,1555349698,506716,3196
X,1555349698,500779,3664
X,1555349699,503653,2941
X,1555349699,499649,2985
X,1555349700,501105,2968
X,1555349700,501476,2862
X,1555349701,509424,11586
X,1555349702,504193,8337
X,1555349702,501682,1948
X,1555349703,501392,3721
P,1555349703,5127
X,1555349703,502250,9110
X,1555349704,497133,3563
X,1555349704,497324,5429
X,1555349705,499040,1404
X,1555349706,499995,3553
X,1555349706,499324,2514
X,1555349707,497449,3816
X,1555349707,500496,5926
X,1555349708,504419,2081
X,1555349708,504844,5367
X,1555349709,498191,2733
X,1555349709,498201,2358
X,1555349710,504870,4609
X,1555349711,501828,4804
X,1555349711,502491,4097
X,1555349712,503091,1863
X,1555349712,503861,2982
X,1555349712,500799,2527
X,1555349712,500472,2331
X,1555349713,501594,2538
X,1555349714,502450,3188
X,1555349714,504416,3710
X,1555349715,506867,6726
X,1555349715,503848,8083
X,1555349716,498475,3191
X,1555349716,498652,4981
X,1555349717,503434,23598
X,1555349718,502178,17378
X,1555349718,500787,5272
X,1555349719,501016,2138
X,1555349719,504123,1664
X,1555349720,503497,9179
X,1555349720,501745,2309
X,1555349721,501135,6814
X,1555349722,501741,2554
X,1555349722,499643,6352
X,1555349723,499269,9897
X,1555349723,498166,11241
X,1555349724,497931,13270
X,1555349724,497629,1937
X,1555349725,501053,3689
X,1555349726,499293,3834
X,1555349726,496210,2230
X,1555349727,495151,1953
X,1555349727,497104,3917
X,1555349728,504426,8865
X,1555349728,500726,5758
X,1555349729,497846,2578
X,1555349729,496370,1560
X,1555349730,497466,1885
X,1555349731,497547,2160
X,1555349731,497710,1316
X,1555349732,495506,2882
P,1555349732,5128
X,1555349732,494589,1270
X,1555349733,495588,1165
X,1555349733,495896,1142
X,1555349734,496186,2887
X,1555349735,495772,7450
X,1555349735,494794,7772
X,1555349736,495112,2084
X,1555349736,495692,1293
X,1555349737,495648,1964
X,1555349737,495242,1192
X,1555349738,495878,1919
X,1555349739,494938,1535
X,1555349739,495585,1867
X,1555349740,497825,2568
X,1555349740,495779,2213
X,1555349741,495070,1195
X,1555349741,495829,1521
X,1555349742,495814,1771
X,1555349743,495122,850
X,1555349743,494875,10351
X,1555349744,513578,54682
X,1555349744,269656,9431
X,1555349745,267543,3250
X,1555349745,266326,1279
X,1555349746,265046,699
X,1555349747,264535,625
X,1555349747,263718,1289
X,1555349748,262637,913
X,1555349748,261902,769
X,1555349749,261336,313
X,1555349749,261164,178
X,1555349750,261155,524
O,1555349750,261137,487
O,1555349751,260986,446
O,1555349752,260166,528
O,1555349752,260118,532
O,1555349753,260265,451
O,1555349753,260276,544
O,1555349753,260249,459
O,1555349753,260048,593
O,1555349754,259732,281
O,1555349755,259798,472
O,1555349755,259543,139
O,1555349756,259591,315
O,1555349756,259134,1015
O,1555349757,259528,665
O,1555349757,259845,624
O,1555349758,259430,4520
O,1555349759,258136,584
O,1555349759,258297,1000
O,1555349760,257292,1713
O,1555349760,257181,515
O,1555349761,257500,507
P,1555349761,5128
O,1555349761,257161,285
O,1555349762,257262,164
O,1555349763,257343,265
O,1555349763,257255,376
O,1555349764,257146,383
O,1555349764,257456,299
O,1555349765,257744,436
O,1555349765,258019,767
O,1555349766,256554,2003
O,1555349766,256684,711
O,1555349767,257261,839
O,1555349768,257207,901
O,1555349768,257732,811
O,1555349769,258198,552
O,1555349769,258949,1917
O,1555349770,260011,939
O,1555349770,260440,2685
O,1555349771,260434,1269
O,1555349772,258923,1745
O,1555349772,258121,729
