H,1554831539,241338
P,1554831539,5155
P,1554831568,5155
P,1554831598,5154
P,1554831627,5154
P,1554831656,5153
P,1554831685,5154
P,1554831715,5154
P,1554831744,5155
P,1554831773,5155
P,1554831804,5155
P,1554831833,5155
P,1554831862,5154
P,1554831891,5156
P,1554831921,5153
P,1554831950,5153
P,1554831979,5154
P,1554832009,5155
P,1554832038,5153
P,1554832067,5154
P,1554832097,5153
P,1554832127,5154
P,1554832156,5154
P,1554832185,5155
P,1554832215,5156
P,1554832244,5154
P,1554832273,5153
P,1554832302,5155
P,1554832332,5156
P,1554832361,5155
D,1554832368,298752
D,1554832370,296448
D,1554832373,297472
D,1554832375,296704
D,1554832377,288768
D,1554832379,300288
D,1554832381,299008
D,1554832383,299264
D,1554832385,298240
D,1554832387,299776
D,1554832389,299264
P,1554832391,5153
D,1554832391,302336
D,1554832394,299008
D,1554832396,293120
D,1554832398,281344
D,1554832400,299264
D,1554832402,300544
D,1554832405,302848
D,1554832407,300032
R,1554832407,000000000
X,1554832409,449107,3330
X,1554832409,449186,12253
X,1554832410,449565,31713
X,1554832410,451767,2038
X,1554832411,452999,47466
X,1554832411,451074,2791
X,1554832412,450703,2906
X,1554832413,451379,4453
X,1554832413,452074,2048
X,1554832414,452507,2382
X,1554832414,451849,13137
X,1554832415,451498,5398
X,1554832415,451405,6463
X,1554832416,451913,1504
X,1554832417,452339,1235
X,1554832417,452295,1478
X,1554832418,451888,884
X,1554832418,451533,3014
X,1554832419,452135,1476
X,1554832419,451520,11760
X,1554832420,451701,42518
X,1554832420,451902,11127
P,1554832421,5148
X,1554832421,450687,10068
X,1554832422,450451,3454
X,1554832422,451888,8418
X,1554832422,451931,14281
X,1554832422,450754,15014
X,1554832423,450346,49737
X,1554832423,450256,1083
X,1554832424,450067,18734
X,1554832425,449914,2584
X,1554832425,449939,724
X,1554832426,450050,1460
X,1554832426,450097,1281
X,1554832427,450188,1235
X,1554832427,450562,7570
X,1554832428,450999,1152
X,1554832429,451837,3094
X,1554832429,451863,3137
X,1554832430,450911,915
X,1554832430,450597,1103
X,1554832431,450855,1300
X,1554832431,450763,1160
X,1554832432,450226,1561
X,1554832433,450349,7441
X,1554832433,450653,8970
X,1554832434,449425,9486
X,1554832434,449938,26185
X,1554832435,450625,2939
X,1554832435,450508,47252
X,1554832436,451159,4055
X,1554832437,451567,892
X,1554832437,453259,2512
X,1554832438,451554,8745
X,1554832438,451339,3085
X,1554832439,450606,2976
X,1554832439,450088,7399
X,1554832440,450341,1413
X,1554832440,450668,856
X,1554832441,450925,1111
X,1554832442,450960,2340
X,1554832442,450629,1641
X,1554832443,450854,1102
X,1554832443,452817,1423
X,1554832444,452418,17725
X,1554832444,452418,20442
X,1554832445,452236,985
X,1554832446,452738,5500
X,1554832446,452597,4693
X,1554832447,452031,1604
X,1554832447,455891,7038
X,1554832448,458939,8429
X,1554832448,456505,8702
X,1554832449,457220,7355
X,1554832450,456618,5600
P,1554832450,5148
X,1554832450,454978,3113
X,1554832451,453495,2716
X,1554832451,451842,7885
X,1554832452,451180,951
X,1554832452,451724,1195
X,1554832453,451833,1546
X,1554832454,453016,2334
X,1554832454,453162,1462
X,1554832455,453153,1891
X,1554832455,452732,1124
X,1554832456,451511,1986
X,1554832456,450511,1166
X,1554832457,450386,906
X,1554832458,450613,476
X,1554832458,450086,12305
X,1554832459,451060,40167
X,1554832459,451653,11661
X,1554832460,451144,13013
X,1554832460,451290,23497
X,1554832461,452171,8197
X,1554832461,451915,14641
X,1554832462,451478,2334
X,1554832463,451155,18623
X,1554832463,450114,14828
X,1554832463,450501,13996
X,1554832463,450912,14119
X,1554832464,451726,7254
X,1554832464,451295,8431
X,1554832465,450525,5361
X,1554832466,450940,13337
X,1554832466,450663,9518
X,1554832467,449974,6329
X,1554832467,450607,17938
X,1554832468,450287,13838
X,1554832468,452059,9911
X,1554832469,450207,41417
X,1554832470,449671,5816
X,1554832470,449409,1642
X,1554832471,449180,2696
X,1554832471,449385,3101
X,1554832472,449512,2777
X,1554832472,449990,8592
X,1554832473,449451,28501
X,1554832474,261744,7908
X,1554832474,259399,1526
X,1554832475,257467,2026
X,1554832475,256562,904
X,1554832476,256240,923
X,1554832476,255715,371
X,1554832477,255253,440
X,1554832477,255428,293
X,1554832478,255311,306
X,1554832479,255100,202
P,1554832479,5148
X,1554832479,254711,582
O,1554832480,254378,746
O,1554832480,254338,248
O,1554832481,254356,339
O,1554832481,254269,381
O,1554832482,254324,490
O,1554832483,253898,1619
