H,1555098283,261985
D,1555098283,321024
D,1555098285,322560
D,1555098287,334592
D,1555098290,320256
P,1555098292,5174
D,1555098292,320000
D,1555098294,324096
D,1555098296,322048
D,1555098298,319232
D,1555098301,307968
D,1555098303,311808
D,1555098305,314880
D,1555098306,323328
D,1555098308,325888
D,1555098311,326656
D,1555098313,321536
D,1555098315,322048
D,1555098317,314368
P,1555098321,5201
D,1555098325,354048
R,1555098326,5C00DDFC90
R,1555098326,5C00DDFC90
R,1555098326,5C00DDFC90
X,1555098327,659601,47114
X,1555098328,661137,11736
X,1555098328,662071,7692
X,1555098329,663160,4874
X,1555098330,662845,6718
X,1555098330,662492,11107
X,1555098331,655539,61759
X,1555098331,654433,4140
X,1555098332,651745,35550
X,1555098332,488378,24488
X,1555098333,286107,4108
X,1555098334,285126,860
X,1555098334,284990,267
X,1555098335,284966,271
X,1555098335,284704,396
X,1555098336,284790,509
X,1555098336,284879,205
X,1555098337,284408,424
X,1555098337,284053,798
X,1555098338,284573,674
X,1555098339,284504,631
O,1555098339,284396,618
O,1555098340,284663,308
O,1555098340,284605,152
O,1555098341,284640,173
O,1555098341,284662,141
O,1555098342,284351,297
O,1555098343,284253,865
O,1555098343,284351,504
O,1555098344,284326,329
O,1555098344,284181,677
O,1555098345,284168,606
O,1555098345,284277,420
O,1555098346,284498,371
O,1555098347,283591,772
O,1555098347,284070,279
O,1555098347,284037,159
O,1555098347,284122,317
O,1555098348,284425,282
O,1555098348,284391,452
O,1555098349,284506,144
O,1555098350,284273,290
P,1555098350,5192
O,1555098350,284131,294
O,1555098351,284183,160
O,1555098351,284262,191
O,1555098352,284347,102
O,1555098352,284289,123
O,1555098353,284194,506
O,1555098354,283896,723
O,1555098354,283453,931
O,1555098355,283417,565
O,1555098355,283544,230
O,1555098356,283627,152
O,1555098356,283664,228
O,1555098357,283676,81
O,1555098358,283627,616
O,1555098358,283818,138
O,1555098359,283766,307
O,1555098359,283763,221
O,1555098360,283786,79
O,1555098360,283700,116
O,1555098361,283794,158
O,1555098361,283919,293
O,1555098362,284031,133
O,1555098363,284072,143
O,1555098363,284190,211
O,1555098364,284145,275
O,1555098364,283933,370
O,1555098365,284036,314
O,1555098365,284081,112
O,1555098366,284024,274
O,1555098367,283833,231
O,1555098367,283961,264
O,1555098368,283990,118
O,1555098368,284017,288
O,1555098369,284068,310
O,1555098369,283874,393
O,1555098370,557168,48461
T,1555098370,2809
D,1555098371,308224
D,1555098374,331776
R,1555098374,5C00DDFC90
R,1555098374,5C00DDFC90
R,1555098374,5C00DDFC90
X,1555098375,624210,27685
X,1555098376,621691,27184
X,1555098377,626290,37169
X,1555098377,627746,3612
X,1555098378,625864,21303
X,1555098378,625424,6451
X,1555098379,625655,2211
X,1555098379,625407,1505
P,1555098380,5191
X,1555098380,625495,2020
X,1555098380,625180,12241
X,1555098381,623101,26317
X,1555098382,619850,64694
X,1555098382,623814,62038
X,1555098383,625456,29988
X,1555098383,622135,57622
X,1555098384,620286,41842
X,1555098384,620202,14821
X,1555098385,621629,5556
X,1555098386,623851,12745
X,1555098386,622323,59799
X,1555098387,624007,31021
X,1555098387,613965,2003
X,1555098388,627132,47151
X,1555098388,625456,7319
X,1555098388,623601,16966
X,1555098389,624755,42570
X,1555098389,624781,35009
X,1555098390,621812,16957
X,1555098390,629061,22252
X,1555098391,626016,3495
X,1555098391,626472,2782
X,1555098392,625606,2533
X,1555098393,625672,1766
X,1555098393,627171,2266
X,1555098394,626322,1881
X,1555098394,625193,7266
X,1555098395,623900,9264
X,1555098395,624865,5218
X,1555098396,624386,2839
X,1555098397,624098,1899
X,1555098397,624510,1836
X,1555098398,624291,2120
X,1555098398,624792,13815
X,1555098399,625336,8177
X,1555098399,626010,7519
X,1555098400,626058,3395
X,1555098401,625408,2329
X,1555098401,625523,3383
X,1555098402,624807,2240
X,1555098402,625347,12088
X,1555098403,625709,5790
X,1555098403,625183,2485
X,1555098404,625274,2142
X,1555098404,625279,1747
X,1555098405,624133,2589
X,1555098406,624233,2384
X,1555098406,624910,4017
X,1555098407,624841,1114
X,1555098407,624247,1673
X,1555098408,624644,1113
X,1555098408,624864,1515
P,1555098409,5193
X,1555098409,625071,952
X,1555098410,625481,7659
X,1555098410,625880,1789
X,1555098411,625819,1535
X,1555098411,625733,1656
X,1555098412,625357,1850
X,1555098412,625127,10757
