,1554062287,5247
X,1554062287,647213,975
X,1554062288,647255,801
X,1554062288,647330,909
X,1554062289,647328,1156
X,1554062289,647236,831
X,1554062290,647294,1260
X,1554062290,647308,776
A,1554062290,647294,173
T,1554062290,2856
X,1554062292,647311,1162
X,1554062293,647330,933
X,1554062293,647306,893
X,1554062294,647328,1121
X,1554062295,647374,1480
X,1554062295,647221,3711
X,1554062296,647226,1202
X,1554062296,647286,1038
X,1554062297,647298,650
X,1554062297,647284,819
X,1554062298,647210,719
X,1554062299,647290,1051
X,1554062299,647230,899
X,1554062300,647179,882
X,1554062300,647229,648
X,1554062301,647173,6079
X,1554062301,647297,631
X,1554062302,647259,673
X,1554062302,647268,503
X,1554062303,647265,932
X,1554062304,647249,789
X,1554062304,647256,874
X,1554062305,647259,547
X,1554062305,647322,832
X,1554062306,647407,972
X,1554062306,647366,1006
X,1554062307,647375,915
X,1554062308,647369,985
X,1554062308,647362,850
A,1554062308,647287,228
T,1554062308,2855
X,1554062309,647336,710
X,1554062310,647340,475
X,1554062310,647310,1085
X,1554062311,647371,721
X,1554062311,647292,1307
X,1554062312,647334,720
X,1554062312,647360,2478
X,1554062313,647371,8583
X,1554062314,647633,3504
X,1554062314,647360,2420
X,1554062315,647234,1622
X,1554062315,647191,1116
P,1554062316,5246
X,1554062316,647270,1173
X,1554062316,647268,1086
X,1554062317,647282,1174
X,1554062318,647348,1263
X,1554062318,647285,716
X,1554062319,647232,1399
X,1554062319,647317,1069
X,1554062320,647287,1088
X,1554062320,647281,822
X,1554062321,647255,870
X,1554062322,647291,1463
X,1554062322,647310,1064
X,1554062323,647324,1624
X,1554062323,647300,821
X,1554062324,647272,1164
X,1554062324,647276,1153
X,1554062325,647326,1029
X,1554062326,647280,1716
X,1554062326,647213,8723
X,1554062327,647024,7310
X,1554062327,647107,3055
X,1554062328,647164,1197
X,1554062328,647228,1407
X,1554062329,647147,2396
X,1554062330,647370,2780
X,1554062330,647165,1214
X,1554062331,647217,1328
X,1554062331,647186,755
X,1554062332,647127,946
X,1554062332,647064,960
X,1554062333,647062,959
X,1554062334,647115,1431
X,1554062334,647121,882
X,1554062335,647235,5507
X,1554062335,647158,1049
X,1554062336,647171,845
X,1554062336,647146,955
X,1554062337,647003,8043
X,1554062337,647257,2387
X,1554062338,646959,1288
X,1554062339,647094,1593
X,1554062339,647208,966
X,1554062340,647294,1225
X,1554062340,647332,1466
X,1554062341,647302,2616
X,1554062341,647332,906
X,1554062342,647372,773
X,1554062343,647427,740
X,1554062343,647460,847
A,1554062343,647258,398
T,1554062343,2855
R,1554062343,000000000
X,1554062345,647472,832
X,1554062346,647545,1189
P,1554062346,5248
X,1554062346,647605,1224
X,1554062347,647642,822
X,1554062347,647589,1217
X,1554062348,647678,979
X,1554062348,647685,1193
X,1554062349,647716,605
X,1554062350,647701,881
X,1554062350,647643,985
X,1554062350,647733,926
X,1554062350,647746,1388
X,1554062351,647791,1431
X,1554062351,647721,1957
X,1554062352,647740,1804
X,1554062353,647751,993
X,1554062353,647781,1019
X,1554062354,647837,933
X,1554062354,647757,1192
X,1554062355,647752,1144
X,1554062355,647872,1054
X,1554062356,647758,1538
X,1554062357,647858,876
X,1554062357,647747,1259
X,1554062358,647805,1269
X,1554062358,647800,690
X,1554062359,647306,9725
X,1554062359,647992,7226
X,1554062360,647943,1124
