H,1555096451,261985
D,1555096451,294144
D,1555096453,294144
D,1555096455,293632
D,1555096457,293632
D,1555096460,292608
D,1555096461,294144
D,1555096463,295680
D,1555096465,294656
D,1555096467,290304
P,1555096468,5205
D,1555096470,290048
D,1555096472,291840
D,1555096474,290560
D,1555096476,290304
D,1555096478,289536
D,1555096481,289280
D,1555096483,292096
D,1555096485,288512
D,1555096487,295936
D,1555096489,296960
D,1555096492,296192
D,1555096494,296192
D,1555096496,297472
D,1555096498,295424
P,1555096498,5137
D,1555096501,294144
D,1555096502,291584
D,1555096504,291584
D,1555096506,290304
D,1555096508,292864
D,1555096511,293632
D,1555096513,295424
D,1555096515,292352
D,1555096517,294144
D,1555096519,291328
D,1555096522,291328
D,1555096524,290560
D,1555096526,291328
P,1555096528,5205
D,1555096528,290304
D,1555096530,295168
D,1555096533,294144
D,1555096535,293632
R,1555096535,5C00DDFC90
X,1555096537,625674,7200
X,1555096537,626107,688
X,1555096538,625963,713
X,1555096538,626563,1066
X,1555096539,626442,900
X,1555096539,626647,1147
X,1555096540,626479,879
X,1555096541,626235,792
X,1555096541,626116,942
X,1555096542,626053,823
X,1555096542,626238,775
X,1555096542,626098,556
X,1555096542,625995,607
X,1555096543,626088,3328
X,1555096544,626003,2715
X,1555096544,625790,2492
X,1555096545,625436,696
X,1555096545,625810,764
X,1555096546,626134,1194
X,1555096546,625708,940
X,1555096547,625449,958
X,1555096547,625609,995
X,1555096548,625132,1306
X,1555096549,625115,974
X,1555096549,625459,1441
X,1555096550,625378,954
X,1555096550,625078,1168
X,1555096551,625052,1133
X,1555096551,624999,729
X,1555096552,625030,786
X,1555096553,625144,733
A,1555096553,625770,1480
T,1555096553,2816
U,1555096553,64656
X,1555096555,625000,1455
X,1555096555,624837,711
X,1555096556,624560,1280
X,1555096556,624750,914
P,1555096557,5198
X,1555096557,625059,1046
X,1555096557,624867,872
X,1555096558,625092,709
X,1555096558,624957,659
X,1555096559,624778,954
X,1555096560,625070,1254
X,1555096560,625105,1008
X,1555096561,625064,962
X,1555096561,625006,1123
X,1555096562,624584,666
X,1555096562,624715,714
X,1555096563,624820,691
X,1555096564,624753,697
X,1555096564,624735,1026
X,1555096565,624766,1000
X,1555096565,625045,1039
X,1555096566,625035,892
X,1555096566,624845,673
X,1555096567,625031,1087
X,1555096568,625121,809
X,1555096568,625097,852
X,1555096569,625254,971
X,1555096569,625515,992
X,1555096570,625384,1139
X,1555096570,625189,5809
X,1555096571,625308,13673
X,1555096572,625526,1411
X,1555096572,625533,1071
X,1555096573,625546,519
X,1555096573,625501,892
A,1555096573,624994,962
T,1555096574,2816
U,1555096574,64656
X,1555096575,626007,912
X,1555096576,626150,1453
X,1555096577,626063,1182
X,1555096577,625945,615
X,1555096578,625871,877
X,1555096578,625857,907
X,1555096579,625808,879
X,1555096579,625802,939
X,1555096580,625730,929
X,1555096581,625771,659
X,1555096581,625841,1143
X,1555096582,626034,1021
X,1555096582,625877,961
X,1555096583,625940,1007
X,1555096583,625690,1119
X,1555096583,625547,1226
X,1555096584,625666,1867
X,1555096584,626260,1013
X,1555096585,625868,895
X,1555096585,625497,911
P,1555096586,5196
X,1555096586,625908,487
X,1555096586,626033,1167
X,1555096587,626358,1110
X,1555096587,626170,1170
X,1555096588,625879,1043
X,1555096589,625902,788
X,1555096589,625926,1060
X,1555096590,626227,726
X,1555096590,625954,993
X,1555096591,625844,1386
X,1555096591,625782,805
X,1555096592,625947,1119
X,1555096593,626064,677
X,1555096593,626004,962
X,1555096594,625756,711
X,1555096594,625772,796
A,1555096595,625870,730
T,1555096595,2816
U,1555096595,64656
X,1555096596,626059,823
X,1555096597,626088,874
X,1555096598,626056,1038
X,1555096598,626141,2565
X,1555096599,625287,1001
X,1555096599,625200,938
X,1555096600,625194,1063
X,1555096600,625300,892
X,1555096601,625677,1027
X,1555096602,625908,623
X,1555096602,625748,802
X,1555096603,625969,659
X,1555096603,625924,715
X,1555096604,625715,929
X,1555096604,625622,881
X,1555096605,625587,598
X,1555096606,625739,1226
X,1555096606,625818,644
X,1555096607,625724,594
X,1555096607,625768,711
X,1555096608,625994,757
X,1555096608,626018,1000
X,1555096609,625786,787
X,1555096610,626094,1508
X,1555096610,625225,1172
X,1555096611,625575,994
X,1555096611,626205,798
X,1555096612,625965,1184
X,1555096612,625933,509
A,1555096612,625797,1005
T,1555096612,2816
U,1555096613,64656
