,1554835830,608971,2657
X,1554835831,608975,1842
X,1554835832,609388,3692
X,1554835832,608835,5345
X,1554835833,609098,1393
X,1554835833,609006,1461
X,1554835834,609054,1052
X,1554835834,609043,1269
X,1554835835,609105,701
X,1554835835,609084,536
X,1554835836,609170,1240
X,1554835837,609506,11405
X,1554835837,609170,4161
X,1554835838,609380,1326
X,1554835838,609364,1060
X,1554835839,609426,628
X,1554835839,609431,1240
X,1554835840,609349,1276
X,1554835841,609397,1127
X,1554835841,609517,1041
X,1554835842,609493,1442
X,1554835842,609410,1877
X,1554835843,609350,4788
X,1554835843,609922,4303
X,1554835844,609412,1839
X,1554835845,609447,993
X,1554835845,609396,1501
X,1554835846,609411,1269
X,1554835846,609437,886
X,1554835847,609420,1411
X,1554835847,609439,1505
X,1554835848,609468,1579
X,1554835849,609401,633
X,1554835849,609374,2648
X,1554835850,609388,916
X,1554835850,609623,7126
X,1554835851,609169,5257
X,1554835851,609474,1139
X,1554835852,609381,1592
X,1554835853,609678,14144
X,1554835853,609620,4722
X,1554835854,609539,1526
X,1554835854,609382,25936
X,1554835855,609317,1326
X,1554835855,609350,1620
X,1554835855,609432,1577
X,1554835856,609532,1069
X,1554835856,609559,1131
X,1554835857,609483,1427
X,1554835857,609541,1299
X,1554835858,609474,1175
P,1554835858,5210
X,1554835858,609471,13974
X,1554835859,609469,1473
X,1554835859,610132,6931
X,1554835860,610421,8778
X,1554835861,610502,1389
X,1554835861,610004,4741
X,1554835862,610662,2659
X,1554835862,610419,4679
X,1554835863,610015,11315
X,1554835863,610705,10694
X,1554835864,609654,11757
X,1554835865,610436,12880
X,1554835865,607569,20462
X,1554835866,611130,47781
X,1554835866,608573,48252
X,1554835867,609437,8001
X,1554835867,607299,10733
X,1554835868,609063,14860
X,1554835869,607970,18457
X,1554835869,609430,2526
X,1554835870,609397,2328
X,1554835870,609571,1558
X,1554835871,609794,4998
X,1554835871,609603,3655
X,1554835872,609750,973
X,1554835873,609807,1326
X,1554835873,609864,1123
X,1554835874,609653,1001
X,1554835874,609750,729
X,1554835875,609676,738
X,1554835875,609729,893
X,1554835876,609678,1083
X,1554835877,609737,1020
X,1554835877,609725,745
X,1554835878,609694,3847
X,1554835878,609680,1662
X,1554835879,611880,10172
X,1554835879,607324,19639
X,1554835880,609636,1226
X,1554835880,609704,887
X,1554835881,609698,698
X,1554835882,609752,1549
X,1554835882,609066,7500
X,1554835883,610483,10035
X,1554835883,609884,6564
X,1554835884,609964,2951
X,1554835884,609753,1019
X,1554835885,609649,5339
X,1554835886,609410,1987
X,1554835886,610411,6300
X,1554835887,609532,4104
X,1554835887,609337,3518
X,1554835888,610262,2583
P,1554835888,5212
X,1554835888,609751,1262
X,1554835889,609857,1038
X,1554835890,610056,4486
X,1554835890,609527,3067
X,1554835891,610392,4081
X,1554835891,609611,3717
X,1554835892,609828,1381
X,1554835892,609856,1055
X,1554835893,609850,780
X,1554835894,609896,1263
X,1554835894,610248,5361
X,1554835895,609724,2270
X,1554835895,609828,1719
X,1554835896,609841,4523
X,1554835896,609799,1378
X,1554835896,609887,2053
X,1554835897,609937,1194
X,1554835897,609838,1197
X,1554835898,609921,834
X,1554835898,609891,1795
X,1554835899,609876,1207
X,1554835899,609914,1350
X,1554835900,609945,1199
X,1554835901,609851,1102
X,1554835901,609936,1446
X,1554835902,609858,1214
X,1554835902,609987,4238
