H,1553223378,261985
T,1553223378,2732
X,1553223380,694480,801
X,1553223380,694475,2030
X,1553223381,694552,1112
X,1553223381,694385,1811
X,1553223382,694268,867
X,1553223382,694424,920
X,1553223383,694372,1009
X,1553223384,694464,2644
X,1553223384,694498,1331
X,1553223385,694293,1572
X,1553223385,694669,7624
X,1553223386,694204,2040
X,1553223386,694376,1348
X,1553223387,694409,4260
X,1553223388,694352,698
X,1553223388,694293,812
X,1553223389,694397,582
P,1553223389,5361
X,1553223389,694317,588
X,1553223390,694461,1621
X,1553223390,694404,854
X,1553223391,694357,729
X,1553223391,694291,611
X,1553223391,694394,1085
X,1553223392,694233,2128
X,1553223392,694563,3620
X,1553223393,694281,2130
X,1553223393,694338,2246
X,1553223394,694385,2113
X,1553223394,694397,1505
X,1553223395,694423,1556
X,1553223396,694405,797
X,1553223396,694417,688
X,1553223397,694392,639
X,1553223397,694280,854
X,1553223398,694413,785
X,1553223398,694286,897
X,1553223399,694436,1174
X,1553223400,694326,635
X,1553223400,694403,476
X,1553223401,694336,774
X,1553223401,694399,867
A,1553223401,694362,212
T,1553223401,2732
X,1553223403,694363,718
X,1553223404,694329,3186
X,1553223404,694231,1262
X,1553223405,694344,813
X,1553223406,694242,894
X,1553223406,694329,939
X,1553223407,694280,500
X,1553223407,694321,647
X,1553223408,694196,780
X,1553223408,694339,495
X,1553223409,694086,1685
X,1553223409,694271,929
X,1553223410,694265,616
X,1553223411,694249,754
X,1553223411,694159,889
X,1553223412,694305,742
X,1553223412,694193,914
X,1553223413,694284,560
X,1553223413,694237,862
X,1553223414,694259,826
X,1553223415,694153,587
X,1553223415,694287,564
X,1553223416,694157,1115
X,1553223416,694357,966
A,1553223416,694271,210
T,1553223416,2732
P,1553223418,5387
X,1553223418,694162,814
X,1553223419,694265,573
X,1553223419,694276,1296
X,1553223420,694220,628
X,1553223421,694166,1165
X,1553223421,694300,965
X,1553223422,694176,789
X,1553223422,694237,884
X,1553223423,694290,1202
X,1553223423,694257,942
X,1553223424,694385,1081
X,1553223425,693986,1581
X,1553223425,694232,947
X,1553223426,694318,735
X,1553223426,694261,1581
X,1553223427,694286,980
X,1553223427,694217,730
X,1553223428,694245,512
X,1553223428,694136,632
X,1553223429,694214,784
X,1553223430,694189,758
X,1553223430,694253,1057
X,1553223431,694181,920
X,1553223431,694213,543
X,1553223432,694119,643
X,1553223432,694179,882
X,1553223432,694244,739
A,1553223432,694219,199
T,1553223432,2732
X,1553223434,694165,499
X,1553223435,694083,1400
X,1553223435,694104,668
X,1553223436,694198,631
X,1553223436,694241,1305
X,1553223437,694236,3587
X,1553223437,694138,2019
X,1553223438,694191,1089
X,1553223439,694240,613
X,1553223439,694235,1470
X,1553223440,694172,570
X,1553223440,694213,955
X,1553223441,694116,1235
X,1553223441,694140,975
X,1553223442,694173,838
X,1553223443,694283,1511
X,1553223443,694138,1012
X,1553223444,694203,541
X,1553223444,693988,724
X,1553223445,694565,1977
X,1553223445,693993,751
X,1553223446,694256,1117
X,1553223447,694167,367
X,1553223447,694182,575
P,1553223447,5387
X,1553223448,694049,627
X,1553223448,694252,812
X,1553223449,694218,1733
X,1553223449,694175,1275
X,1553223450,694171,651
X,1553223450,694159,1008
X,1553223451,694112,852
X,1553223452,694196,1371
X,1553223452,694113,2489
X,1553223453,694193,847
X,1553223453,694214,738
X,1553223454,694157,501
A,1553223454,694154,264
T,1553223454,2732
X,1553223456,694114,10003
X,1553223456,694223,5311
X,1553223457,694273,1267
X,1553223458,694306,476
X,1553223458,694222,1006
X,1553223459,694314,627
X,1553223459,694281,625
X,1553223460,694249,1171
X,1553223460,694211,2790
X,1553223461,694079,1767
X,1553223462,694358,2697
X,1553223462,694651,7650
X,1553223463,693812,3862
X,1553223463,694352,1149
X,1553223464,694277,1048
X,1553223464,694212,488
X,1553223465,694210,554
X,1553223466,694265,688
X,1553223466,694280,1090
X,1553223467,694304,1377
X,1553223467,694290,729
X,1553223468,694186,680
X,1553223468,694206,542
X,1553223469,694261,794
X,1553223469,694276,1264
X,1553223470,694533,2816
X,1553223471,694055,1219
X,1553223471,694248,514
X,1553223472,694222,582
X,1553223472,694242,828
X,1553223473,694174,2221
X,1553223473,694296,943
