H,1553565364,261985
T,1553565364,2767
X,1553565365,703135,1204
X,1553565366,703058,810
X,1553565366,703025,712
X,1553565367,702819,1036
X,1553565367,702766,1367
X,1553565368,702956,1301
X,1553565368,703011,1592
X,1553565369,702356,1368
X,1553565369,702542,996
X,1553565370,702464,1122
X,1553565371,702260,1072
X,1553565371,702332,1517
P,1553565371,5253
X,1553565372,702503,1185
X,1553565372,702726,715
X,1553565373,702692,952
X,1553565373,702990,1414
X,1553565374,702880,1546
X,1553565375,701713,9535
X,1553565375,701592,2756
X,1553565376,701885,2437
X,1553565376,701707,2436
X,1553565377,701343,1844
X,1553565377,702041,1237
X,1553565378,702144,1787
X,1553565379,702407,2053
X,1553565379,702169,1839
X,1553565380,702844,1367
X,1553565380,702403,1140
X,1553565381,702576,5562
X,1553565381,702746,2387
X,1553565382,702762,1381
X,1553565383,702757,1738
X,1553565383,702908,1967
X,1553565384,703041,883
X,1553565384,703201,581
X,1553565385,703126,929
X,1553565385,702986,848
X,1553565386,703328,530
X,1553565387,703620,1108
X,1553565387,703538,806
X,1553565388,703907,10979
X,1553565388,703647,1574
X,1553565389,703491,1006
X,1553565389,703665,876
X,1553565390,703706,1177
X,1553565391,703897,1251
X,1553565391,703738,1107
X,1553565392,703805,1203
X,1553565392,703748,1310
X,1553565393,703616,1052
X,1553565393,703636,882
X,1553565394,703570,674
X,1553565394,703663,1889
X,1553565395,703615,898
X,1553565396,703640,962
X,1553565396,703485,1252
X,1553565397,703489,954
X,1553565397,703461,714
X,1553565398,703341,771
X,1553565398,703421,1071
X,1553565399,703426,819
A,1553565399,703255,1123
T,1553565399,2767
X,1553565401,703640,2173
P,1553565402,5278
X,1553565402,703429,1147
X,1553565402,703379,2105
X,1553565403,703402,889
X,1553565403,703521,1236
X,1553565404,703401,998
X,1553565404,703331,681
X,1553565405,703353,1081
X,1553565406,703287,674
X,1553565406,703336,2136
X,1553565406,703595,1041
X,1553565406,703314,1976
X,1553565407,703314,1160
X,1553565407,703243,966
X,1553565408,703226,518
X,1553565409,703297,2464
X,1553565409,703225,1351
X,1553565410,703190,2774
X,1553565410,701562,15730
X,1553565411,702922,1534
X,1553565411,703107,887
X,1553565412,703098,5741
X,1553565413,703446,1677
X,1553565413,703267,967
X,1553565414,703041,1051
X,1553565414,702728,1132
X,1553565415,702240,906
X,1553565415,702066,791
X,1553565416,702248,1069
X,1553565416,702372,1418
X,1553565417,702580,775
X,1553565418,702884,899
X,1553565418,702934,957
X,1553565419,703091,1056
X,1553565419,702724,1074
X,1553565420,702575,902
X,1553565420,702731,900
X,1553565421,702897,939
X,1553565422,702720,1222
X,1553565422,702475,3140
X,1553565423,702355,1261
X,1553565423,702278,1072
X,1553565424,702755,1274
X,1553565424,702228,807
X,1553565425,701294,1213
X,1553565426,701164,956
X,1553565426,701792,1649
X,1553565427,702398,808
X,1553565427,702334,1318
X,1553565428,702068,1909
X,1553565428,701544,1418
X,1553565429,701287,1231
X,1553565430,702088,1401
X,1553565430,702266,831
A,1553565430,702761,2238
T,1553565430,2767
P,1553565431,5181
X,1553565432,702062,1027
X,1553565433,702287,991
X,1553565433,702845,682
X,1553565434,702824,1223
X,1553565434,702631,901
X,1553565435,702512,852
X,1553565435,702324,666
X,1553565436,702440,1359
X,1553565437,702688,1499
X,1553565437,702698,1053
X,1553565438,702719,1300
X,1553565438,702783,1125
X,1553565439,702801,828
X,1553565439,702745,989
X,1553565440,702545,2470
X,1553565441,702755,7862
X,1553565441,702561,1715
X,1553565442,702990,3960
X,1553565442,702840,5798
X,1553565443,702321,4159
X,1553565443,702641,1265
X,1553565444,702250,1698
X,1553565445,702257,681
X,1553565445,702439,668
X,1553565446,702700,1351
X,1553565446,702974,1169
X,1553565447,703062,1087
X,1553565447,703100,1125
X,1553565447,703147,868
X,1553565448,703288,932
X,1553565448,703108,669
X,1553565449,703113,1170
X,1553565449,703260,1284
X,1553565450,703227,1065
X,1553565450,702843,900
X,1553565451,702594,839
X,1553565452,702232,1081
X,1553565452,702526,739
X,1553565453,702778,761
X,1553565453,702803,1499
X,1553565454,703023,774
X,1553565454,703089,1487
X,1553565455,702992,905
X,1553565456,702791,1158
X,1553565456,703063,1211
X,1553565457,703295,801
X,1553565457,703162,987
A,1553565457,702779,1038
T,1553565457,2766
