,1554147218,638762,20782
X,1554147218,638954,1431
X,1554147219,638854,961
X,1554147219,638709,1484
X,1554147220,638776,661
X,1554147220,638782,1348
X,1554147221,638826,1145
X,1554147222,638799,1115
X,1554147222,638817,1091
X,1554147223,638883,1137
X,1554147223,638795,996
X,1554147224,638816,579
X,1554147224,638809,730
X,1554147225,638832,665
A,1554147225,638904,1376
T,1554147225,2858
X,1554147227,640737,6805
X,1554147227,637152,45542
X,1554147228,638834,19976
X,1554147229,639370,17487
X,1554147229,635767,32550
X,1554147230,639362,8463
X,1554147230,639044,8914
X,1554147231,638703,22505
X,1554147231,638749,5548
X,1554147232,639350,23349
X,1554147233,639161,4081
X,1554147233,639198,4946
X,1554147234,639173,4547
X,1554147234,639234,3137
X,1554147235,639250,2172
X,1554147235,639197,1369
X,1554147236,639197,970
X,1554147236,639291,654
X,1554147236,639259,899
X,1554147237,639225,504
X,1554147237,639195,721
X,1554147238,639246,775
X,1554147238,639163,834
X,1554147239,639268,891
X,1554147240,639196,1317
X,1554147240,639220,1101
X,1554147241,639242,686
X,1554147241,639198,867
X,1554147242,639216,668
X,1554147242,639171,1152
X,1554147243,639210,803
X,1554147243,639230,886
X,1554147244,639146,2535
X,1554147245,639534,3221
X,1554147245,639144,4677
X,1554147246,639285,1917
P,1554147246,5224
X,1554147246,639189,1205
X,1554147247,639169,741
X,1554147247,639184,976
X,1554147248,639249,1191
X,1554147249,639170,813
X,1554147249,639426,3081
X,1554147250,639134,1244
X,1554147250,639138,1175
X,1554147251,639206,1429
X,1554147251,639207,923
X,1554147252,639178,1048
X,1554147253,639177,1190
X,1554147253,639138,729
X,1554147254,639145,660
X,1554147254,639194,674
A,1554147254,639207,153
T,1554147254,2857
X,1554147256,639194,1023
X,1554147257,639190,1058
X,1554147257,639210,1074
X,1554147258,639170,901
X,1554147258,639212,658
X,1554147259,639222,583
X,1554147260,639204,4779
X,1554147260,639222,10685
X,1554147261,638932,3003
X,1554147261,639029,1831
X,1554147262,639091,849
X,1554147262,639057,1421
X,1554147263,639171,1114
X,1554147264,639146,717
X,1554147264,639107,901
X,1554147265,639100,706
X,1554147265,639151,911
X,1554147266,639152,853
X,1554147266,639064,893
X,1554147267,639106,803
X,1554147268,639155,558
X,1554147268,639094,629
X,1554147269,639025,1550
X,1554147269,639127,1463
X,1554147270,639136,1041
X,1554147270,639129,1297
X,1554147271,639035,6629
X,1554147272,639110,2324
X,1554147272,639142,689
X,1554147273,639099,1060
X,1554147273,639114,1089
X,1554147274,639061,863
X,1554147274,639090,779
X,1554147275,639077,726
X,1554147276,639044,748
P,1554147276,5249
X,1554147276,639065,937
X,1554147277,639096,1099
X,1554147277,639107,737
A,1554147277,639117,178
T,1554147277,2857
X,1554147278,639079,860
X,1554147279,639043,1012
X,1554147279,639026,792
X,1554147280,639033,675
X,1554147280,639044,573
X,1554147281,639008,494
X,1554147282,639056,1799
X,1554147282,639120,1098
X,1554147283,639113,1250
X,1554147283,639108,967
X,1554147284,639082,1059
X,1554147284,639030,1067
X,1554147285,639146,778
X,1554147286,639104,881
X,1554147286,639110,543
X,1554147287,639054,1073
X,1554147287,639202,780
X,1554147288,639156,889
X,1554147288,639169,995
X,1554147289,639138,1141
X,1554147289,639162,1003
X,1554147290,639124,1164
X,1554147291,639201,950
X,1554147291,639207,962
X,1554147292,639178,1097
X,1554147292,639223,846
X,1554147293,639231,837
X,1554147293,639239,875
X,1554147294,639187,686
X,1554147295,639212,1141
X,1554147295,639239,1266
