,1554147125,640470,21675
X,1554147125,640134,22284
X,1554147126,639656,6574
X,1554147126,640279,2036
X,1554147127,640341,4631
X,1554147128,639949,4530
X,1554147128,640092,1229
P,1554147129,5242
X,1554147129,640047,1981
X,1554147129,640043,1177
X,1554147130,640109,1179
X,1554147130,640025,1444
X,1554147131,640140,1084
X,1554147132,640144,1285
X,1554147132,639641,7099
X,1554147133,639188,5392
X,1554147133,640333,16044
X,1554147134,639516,19784
X,1554147134,640184,8097
X,1554147135,640139,11597
X,1554147136,639992,4962
X,1554147136,639806,15961
X,1554147137,639867,11473
X,1554147137,639737,11022
X,1554147138,640017,10805
X,1554147138,639838,5534
X,1554147139,640066,2598
X,1554147139,640189,12123
X,1554147140,639102,11390
X,1554147141,640443,12901
X,1554147141,640106,8234
X,1554147142,639688,2209
X,1554147142,639958,1110
X,1554147143,639801,13944
X,1554147143,640349,13293
X,1554147144,640535,21652
X,1554147145,639010,26429
X,1554147145,639780,18027
X,1554147146,640415,27393
X,1554147146,640418,12457
X,1554147147,640917,15660
X,1554147147,639649,4406
X,1554147148,639844,20453
X,1554147149,639392,11583
X,1554147149,639636,14064
X,1554147150,639946,22552
X,1554147150,640229,30757
X,1554147151,639617,9478
X,1554147151,639051,7448
X,1554147152,639818,24271
X,1554147153,639027,30260
X,1554147153,640782,25732
X,1554147154,641164,21376
X,1554147154,640786,19338
X,1554147154,640385,23725
X,1554147154,640615,17157
X,1554147155,640941,15898
X,1554147156,640360,16152
X,1554147156,639618,18866
X,1554147157,639647,21858
X,1554147157,639616,17643
P,1554147158,5250
X,1554147158,639996,5151
X,1554147158,639956,4887
X,1554147159,639886,6594
X,1554147159,640010,6977
X,1554147160,639743,8768
X,1554147161,639928,6581
X,1554147161,640188,8494
X,1554147162,640401,2694
X,1554147162,640208,4166
X,1554147163,640241,10434
X,1554147163,640227,8398
X,1554147164,639482,14886
X,1554147165,640085,4172
X,1554147165,639663,11981
X,1554147166,639934,3089
X,1554147166,639796,1235
X,1554147167,639923,1073
X,1554147167,639893,968
X,1554147168,639867,10165
X,1554147169,640831,10850
X,1554147169,639017,33192
X,1554147170,638435,37446
X,1554147170,639673,25393
X,1554147171,640066,7259
X,1554147171,638827,20933
X,1554147172,639807,45669
X,1554147173,639776,24433
X,1554147173,639992,9164
X,1554147174,639145,30881
X,1554147174,640464,13071
X,1554147175,639802,2284
X,1554147175,639983,755
X,1554147176,639922,2189
X,1554147177,639409,6699
X,1554147177,641074,7072
X,1554147178,639906,849
X,1554147178,639837,1044
X,1554147179,635326,10117
X,1554147179,634646,6630
X,1554147180,639241,6400
X,1554147181,639471,65339
X,1554147181,640417,20803
X,1554147182,640877,13283
X,1554147182,640702,4920
X,1554147183,640652,17028
X,1554147183,639876,11161
X,1554147184,640568,18584
X,1554147184,641670,51363
X,1554147185,635614,44118
X,1554147186,637267,41509
X,1554147186,637175,21037
X,1554147187,638106,4425
X,1554147187,637814,2289
P,1554147188,5248
X,1554147188,637906,1703
X,1554147188,637777,20831
X,1554147189,638130,4912
X,1554147190,637870,3738
X,1554147190,638007,2945
X,1554147191,638096,1728
X,1554147191,638154,2118
X,1554147192,638118,9472
X,1554147192,638348,10383
X,1554147193,638258,2917
X,1554147194,638441,1015
X,1554147194,638385,1792
X,1554147195,638602,3821
X,1554147195,638403,1311
X,1554147195,638473,1167
X,1554147195,638401,1023
X,1554147196,638222,4034
X,1554147197,638173,10649
X,1554147197,638655,3270
X,1554147198,638541,1359
X,1554147198,638581,1571
X,1554147199,638576,1644
X,1554147199,638621,1242
X,1554147200,638672,1132
X,1554147201,638675,1066
