884,646034,1269
X,1554060884,645938,881
A,1554060884,645553,1728
T,1554060884,2859
U,1554060885,0
X,1554060886,645810,864
X,1554060887,645870,681
X,1554060887,645822,690
X,1554060888,646112,621
X,1554060888,645983,839
X,1554060889,646144,619
X,1554060890,645929,1035
X,1554060890,645950,1715
X,1554060891,645787,921
X,1554060891,645737,1282
X,1554060892,645782,909
X,1554060892,645747,383
X,1554060893,645783,549
X,1554060894,645778,716
X,1554060894,645906,386
X,1554060895,646178,1122
X,1554060895,646347,758
X,1554060896,646399,376
X,1554060896,646217,845
X,1554060897,646168,930
X,1554060898,646067,1095
X,1554060898,645818,929
X,1554060899,645678,1141
X,1554060899,645829,668
X,1554060900,645909,813
X,1554060900,645700,715
A,1554060900,645945,699
T,1554060901,2859
U,1554060901,0
X,1554060902,646135,406
X,1554060903,645780,747
X,1554060903,645828,619
X,1554060904,645942,612
X,1554060905,645991,1018
P,1554060905,5251
X,1554060905,646098,1270
X,1554060906,646250,1221
X,1554060906,646207,1137
X,1554060907,646241,1587
X,1554060907,646106,1153
X,1554060908,646304,1706
X,1554060909,646419,2753
X,1554060909,646560,5213
X,1554060910,646091,5201
X,1554060910,646247,7432
X,1554060911,646031,6384
X,1554060911,646208,5622
X,1554060912,646157,2363
X,1554060913,646023,1651
X,1554060913,646226,845
X,1554060914,646116,1175
X,1554060914,646182,1501
X,1554060914,646234,1560
X,1554060914,646229,1662
X,1554060915,645922,1221
X,1554060916,645942,851
X,1554060916,645879,823
X,1554060917,645885,830
X,1554060917,645857,806
X,1554060918,645794,585
X,1554060918,645835,578
X,1554060919,645827,1573
X,1554060920,645612,993
X,1554060920,645514,1662
X,1554060921,645618,1187
X,1554060921,645598,949
X,1554060922,645621,1098
X,1554060922,645628,804
X,1554060923,645697,1119
X,1554060923,645837,779
X,1554060924,645749,554
X,1554060925,645560,749
X,1554060925,645405,880
X,1554060926,644928,1438
X,1554060926,644956,1111
X,1554060927,645099,943
X,1554060927,645075,1321
X,1554060928,645457,961
A,1554060928,645752,1127
T,1554060928,2859
U,1554060928,0
X,1554060930,644967,818
X,1554060931,645313,845
X,1554060931,645435,848
X,1554060932,645574,1014
X,1554060932,645543,888
X,1554060933,645255,682
X,1554060933,645237,940
X,1554060934,645229,1190
P,1554060934,5253
X,1554060935,645280,941
X,1554060935,645383,1027
X,1554060936,645566,775
X,1554060936,645671,672
X,1554060937,645545,832
X,1554060937,645562,1065
X,1554060938,645445,904
X,1554060938,645185,856
X,1554060939,645283,1035
X,1554060940,645383,676
X,1554060940,645356,890
X,1554060941,645389,956
X,1554060941,645451,731
X,1554060942,645473,609
X,1554060942,645409,677
X,1554060943,645379,429
X,1554060944,645427,773
A,1554060944,645385,704
T,1554060944,2859
U,1554060944,0
X,1554060946,645540,918
X,1554060946,644802,1207
X,1554060947,644762,854
X,1554060947,644768,1230
X,1554060948,644957,1013
X,1554060948,644592,1158
X,1554060949,644317,844
X,1554060949,644168,1377
X,1554060950,644968,633
X,1554060951,644849,623
X,1554060951,644866,619
X,1554060952,644785,819
X,1554060952,644617,1161
X,1554060953,644062,1652
X,1554060953,643703,878
X,1554060954,643947,1414
X,1554060955,643849,1253
X,1554060955,643255,1956
X,1554060955,642287,2672
X,1554060955,642674,4675
X,1554060956,644019,3466
X,1554060956,644054,1935
X,1554060957,644048,1984
X,1554060958,644599,1771
X,1554060958,644932,986
X,1554060959,645440,1148
X,1554060959,646078,1528
X,1554060960,645820,691
X,1554060960,645411,1050
