H,1554783939,261985
P,1554783939,5195
P,1554783968,5196
P,1554783997,5197
P,1554784026,5197
P,1554784057,5196
P,1554784086,5197
P,1554784115,5196
P,1554784145,5194
P,1554784174,5196
P,1554784203,5196
P,1554784232,5196
P,1554784262,5196
P,1554784291,5197
P,1554784320,5197
P,1554784351,5196
P,1554784380,5197
P,1554784409,5198
P,1554784438,5197
P,1554784468,5197
P,1554784497,5198
P,1554784526,5197
P,1554784556,5197
P,1554784585,5197
P,1554784614,5197
P,1554784644,5197
P,1554784674,5198
P,1554784703,5196
P,1554784732,5197
P,1554784762,5196
P,1554784791,5198
P,1554784820,5199
P,1554784849,5197
P,1554784879,5197
P,1554784908,5197
P,1554784938,5198
P,1554784968,5197
P,1554784997,5196
P,1554785026,5198
P,1554785055,5197
P,1554785085,5197
P,1554785114,5196
O,1554785140,284562,2588
O,1554785141,284850,104
O,1554785141,284836,84
O,1554785142,284844,64
O,1554785142,284854,120
O,1554785143,284848,56
P,1554785143,5190
O,1554785144,284838,89
O,1554785144,284848,193
O,1554785145,284897,98
O,1554785145,284864,109
O,1554785146,284871,120
O,1554785146,284848,70
O,1554785147,284872,117
O,1554785148,284850,75
O,1554785148,284862,141
O,1554785149,284851,50
O,1554785149,284872,83
O,1554785150,284850,114
O,1554785150,284862,88
O,1554785151,284866,108
O,1554785152,284869,139
O,1554785152,284880,114
O,1554785153,284878,105
O,1554785153,284887,108
O,1554785154,284882,134
O,1554785154,284864,95
O,1554785155,284870,85
O,1554785156,284866,114
O,1554785156,284858,111
O,1554785157,284859,68
O,1554785157,284874,136
O,1554785158,284885,102
O,1554785158,284862,97
O,1554785159,284877,129
O,1554785160,284897,69
O,1554785160,284906,150
O,1554785161,284909,184
O,1554785161,284830,129
O,1554785162,284877,160
O,1554785162,284896,159
O,1554785163,284898,143
O,1554785163,284912,85
O,1554785164,284900,174
O,1554785165,284896,74
O,1554785165,284880,96
O,1554785166,284894,81
O,1554785166,284913,152
O,1554785167,284905,121
O,1554785167,284908,105
O,1554785168,284920,115
O,1554785169,284936,93
O,1554785169,284933,128
O,1554785170,284924,102
O,1554785170,284922,124
O,1554785171,284931,127
O,1554785171,284956,97
O,1554785172,284957,57
O,1554785173,284932,102
O,1554785173,284953,96
P,1554785173,5190
O,1554785173,284960,111
O,1554785173,284984,108
O,1554785174,284981,126
O,1554785174,284966,107
O,1554785175,284971,74
O,1554785176,284974,93
O,1554785176,284956,52
O,1554785177,284971,143
O,1554785177,284992,119
O,1554785178,284983,101
O,1554785178,285004,66
O,1554785179,284994,58
O,1554785180,284997,103
O,1554785180,284980,134
O,1554785181,284985,102
O,1554785181,284974,87
O,1554785182,284978,161
O,1554785182,284982,87
O,1554785183,284970,107
O,1554785184,285006,92
O,1554785184,285000,110
O,1554785185,284984,80
O,1554785185,284968,87
O,1554785186,284983,142
O,1554785186,284974,121
O,1554785187,284984,107
O,1554785187,284976,76
O,1554785188,284977,138
O,1554785189,284982,73
O,1554785189,284983,79
O,1554785190,284989,118
O,1554785190,284984,71
O,1554785191,284997,119
O,1554785191,284987,94
O,1554785192,284975,125
O,1554785193,284994,69
O,1554785193,284978,68
O,1554785194,284987,72
O,1554785194,284989,90
O,1554785195,284979,85
O,1554785195,284990,89
O,1554785196,284997,115
T,1554785196,2741
P,1554785202,5196
P,1554785232,5196
P,1554785261,5198
P,1554785291,5196
P,1554785320,5196
P,1554785349,5196
P,1554785379,5197
P,1554785409,5197
P,1554785438,5198
P,1554785467,5197
P,1554785497,5197
P,1554785527,5197
P,1554785556,5197
P,1554785585,5197
P,1554785615,5196
P,1554785644,5196
P,1554785673,5197
P,1554785703,5196
P,1554785732,5198
P,1554785761,5197
P,1554785790,5197
P,1554785821,5197
P,1554785850,5197
P,1554785879,5196
P,1554785909,5195
P,1554785938,5197
P,1554785967,5199
P,1554785996,5196
P,1554786026,5198
P,1554786055,5197
P,1554786084,5197
P,1554786115,5198
P,1554786144,5196
P,1554786173,5198
P,1554786202,5197
P,1554786232,5197
P,1554786261,5197
P,1554786290,5196
P,1554786320,5197
P,1554786349,5198
P,1554786378,5197
D,1554786404,256000
D,1554786406,290304
P,1554786408,5197
D,1554786408,290048
D,1554786410,279808
D,1554786413,294144
D,1554786415,296704
D,1554786418,300032
D,1554786420,293888
D,1554786422,292096
D,1554786425,299008
D,1554786427,307200
P,1554786438,5198
P,1554786467,5197
D,1554786480,264192
D,1554786482,283136
D,1554786485,276480
D,1554786486,271104
D,1554786488,2
