,611713,668
X,1554835738,611705,1038
X,1554835738,611740,826
X,1554835739,611732,657
X,1554835739,611707,7802
X,1554835740,611570,1865
X,1554835740,611636,1383
P,1554835741,5213
X,1554835741,611779,817
X,1554835742,611787,1307
X,1554835742,611765,1005
X,1554835743,611737,333
X,1554835743,611692,995
X,1554835744,611694,986
X,1554835744,611705,938
X,1554835745,611674,769
X,1554835746,611793,1268
X,1554835746,611652,1196
X,1554835747,611688,1444
X,1554835747,611693,3159
X,1554835748,611725,965
X,1554835748,611730,704
X,1554835749,611784,806
X,1554835750,611713,744
X,1554835750,611740,813
X,1554835751,611811,1291
X,1554835751,611739,1538
X,1554835752,611739,4990
X,1554835752,611657,1321
X,1554835753,611452,9925
X,1554835754,611856,2458
X,1554835754,611732,1697
X,1554835755,611814,898
X,1554835755,611770,1113
X,1554835756,611834,963
X,1554835756,611754,889
A,1554835757,611744,160
T,1554835757,2857
X,1554835759,611006,18864
X,1554835759,609082,8349
X,1554835760,605324,13643
X,1554835760,612060,17760
X,1554835761,608608,11780
X,1554835761,610262,8949
X,1554835762,609375,1324
X,1554835763,609460,1558
X,1554835763,609680,1235
X,1554835764,610016,1606
X,1554835764,610458,4166
X,1554835765,611312,9968
X,1554835765,613513,20570
X,1554835766,609992,43288
X,1554835766,612696,15490
X,1554835767,608672,3710
X,1554835768,611074,12622
X,1554835768,611480,9094
X,1554835769,611696,1854
X,1554835769,611170,9482
X,1554835770,611303,2748
X,1554835770,611182,5160
P,1554835771,5213
X,1554835771,611363,12833
X,1554835772,613076,14431
X,1554835772,608894,30302
X,1554835773,616349,27083
X,1554835773,613686,9911
X,1554835773,612067,36309
X,1554835773,611086,47005
X,1554835774,613502,28054
X,1554835775,611907,37301
X,1554835775,613041,20984
X,1554835776,615788,14791
X,1554835776,613259,18239
X,1554835777,619006,55269
X,1554835777,610005,34076
X,1554835778,610258,6872
X,1554835779,610984,3268
X,1554835779,610898,3459
X,1554835780,610563,2003
X,1554835780,610400,24929
X,1554835781,614071,20112
X,1554835781,612057,19999
X,1554835782,612660,4048
X,1554835783,614460,8404
X,1554835783,613429,33548
X,1554835784,611116,52890
X,1554835784,610013,2408
X,1554835785,610333,2205
X,1554835785,610461,1608
X,1554835786,610790,2889
X,1554835787,611140,1885
X,1554835787,611860,12914
X,1554835788,610848,18733
X,1554835788,611511,2642
X,1554835789,611821,2643
X,1554835789,611716,1562
X,1554835790,611818,2149
X,1554835790,613343,13808
X,1554835791,611674,12464
X,1554835792,612335,1932
X,1554835792,612635,18510
X,1554835793,612246,1674
X,1554835793,612541,8488
X,1554835794,612073,4948
X,1554835794,612791,1540
X,1554835795,612668,1902
X,1554835796,612271,1775
X,1554835796,612395,1054
X,1554835797,612263,1173
X,1554835797,612657,5654
X,1554835798,611867,6073
X,1554835798,612539,2877
X,1554835799,612232,3370
X,1554835800,612268,9335
P,1554835800,5212
X,1554835800,613827,24706
X,1554835801,612065,6425
X,1554835801,611967,11634
X,1554835802,613849,7489
X,1554835802,612300,4803
X,1554835803,612453,4399
X,1554835804,612261,4363
X,1554835804,612464,3116
X,1554835805,612878,3890
X,1554835805,612555,3792
X,1554835806,611478,19185
X,1554835806,612907,61340
X,1554835807,606310,56980
X,1554835808,608060,6127
X,1554835808,608226,6758
X,1554835809,608350,5228
X,1554835809,608308,5817
X,1554835810,608325,6751
X,1554835810,608435,5167
