H,1553466090,261985
U,1553466090,0
X,1553466092,677100,2000
X,1553466092,676975,981
X,1553466093,676966,1073
X,1553466094,676971,607
X,1553466094,676940,688
X,1553466095,677029,752
X,1553466095,676861,1396
X,1553466096,677077,1023
X,1553466096,677000,970
X,1553466097,677050,738
X,1553466098,676942,929
X,1553466098,676988,682
P,1553466098,5312
X,1553466099,677027,743
X,1553466099,676932,1595
X,1553466100,677022,1293
X,1553466100,677030,801
X,1553466101,676953,912
X,1553466102,676939,753
X,1553466102,677016,980
X,1553466103,676990,1100
X,1553466103,677044,976
X,1553466104,677005,1086
X,1553466104,677011,790
X,1553466105,676930,1332
X,1553466106,676970,996
X,1553466106,677072,672
X,1553466107,676914,859
X,1553466107,677102,1051
X,1553466108,677098,1154
X,1553466108,677002,838
X,1553466109,677045,645
A,1553466109,676995,158
T,1553466109,2802
U,1553466109,0
X,1553466111,676961,835
X,1553466111,677064,1033
X,1553466112,677108,768
X,1553466112,677041,842
X,1553466113,677052,822
X,1553466114,677091,1144
X,1553466114,677013,1874
X,1553466115,677113,1011
X,1553466115,677122,1026
X,1553466116,677087,1001
X,1553466116,677078,877
X,1553466117,677159,890
X,1553466118,676989,1285
X,1553466118,677106,1334
X,1553466119,677053,5521
X,1553466119,677156,961
X,1553466120,677094,802
X,1553466120,677127,1191
X,1553466121,677139,1119
X,1553466122,677132,1088
X,1553466122,677129,842
X,1553466122,677153,754
X,1553466122,677144,1125
X,1553466123,677119,1003
X,1553466123,677097,1130
X,1553466124,677056,1303
X,1553466125,677089,1231
X,1553466125,677154,822
X,1553466126,677094,1123
X,1553466126,677086,1051
X,1553466127,677165,1575
X,1553466127,677101,1318
P,1553466127,5327
X,1553466128,677195,1338
X,1553466129,677113,1145
X,1553466129,677147,851
X,1553466130,677107,918
X,1553466130,677027,971
X,1553466131,677155,490
X,1553466131,676991,1510
X,1553466132,677099,1347
X,1553466133,677174,938
X,1553466133,677167,894
X,1553466134,677132,822
X,1553466134,677144,698
X,1553466135,677236,1163
X,1553466135,677141,1293
X,1553466136,677238,924
A,1553466136,677118,277
T,1553466136,2802
U,1553466136,0
X,1553466138,677252,625
X,1553466138,677358,711
X,1553466139,677383,1076
X,1553466139,677330,1259
X,1553466140,677461,993
X,1553466141,677448,786
X,1553466141,677477,796
X,1553466142,677415,853
X,1553466142,677508,673
X,1553466143,677485,1145
X,1553466143,677426,1378
X,1553466144,677512,1296
X,1553466145,677484,1050
X,1553466145,677428,899
X,1553466146,677441,965
X,1553466146,677492,1075
X,1553466147,677425,1407
X,1553466147,677491,629
X,1553466148,677428,1307
X,1553466149,677460,1124
X,1553466149,677381,1214
X,1553466150,677517,1171
X,1553466150,677468,916
X,1553466151,677427,1814
X,1553466151,677419,793
X,1553466152,677440,790
X,1553466153,677434,925
X,1553466153,677413,894
X,1553466154,677481,866
X,1553466154,677350,909
X,1553466155,677505,907
X,1553466155,677460,988
X,1553466156,677441,836
A,1553466156,677434,256
T,1553466156,2802
U,1553466156,0
P,1553466158,5328
X,1553466158,677348,1245
X,1553466158,677400,796
X,1553466159,677412,690
X,1553466160,677368,749
X,1553466160,677359,707
X,1553466161,677365,1019
X,1553466161,677430,658
X,1553466162,677377,797
X,1553466162,677453,1273
X,1553466163,677380,894
X,1553466163,677371,901
X,1553466163,677385,562
X,1553466164,677392,806
X,1553466164,677453,859
X,1553466165,677384,715
X,1553466165,677397,821
X,1553466166,677472,929
X,1553466166,677421,717
X,1553466167,677328,629
X,1553466168,677424,1045
X,1553466168,677341,1062
X,1553466169,677376,2027
X,1553466169,677447,800
X,1553466170,677423,747
X,1553466170,677399,939
X,1553466171,677394,1439
X,1553466172,677420,1484
X,1553466172,677421,2076
X,1553466173,677416,1299
X,1553466173,677408,1180
X,1553466174,677453,989
A,1553466174,677402,144
T,1553466174,2802
U,1553466174,0
X,1553466176,677455,1739
X,1553466176,677456,1310
X,1553466177,677419,928
X,1553466177,677456,723
X,1553466178,677404,1086
X,1553466179,677484,1130
X,1553466179,677491,1008
X,1553466180,677414,1890
X,1553466180,677509,834
X,1553466181,677437,812
X,1553466181,677435,734
X,1553466182,677366,674
X,1553466183,677348,1051
X,1553466183,677407,1190
X,1553466184,677370,1089
X,1553466184,677464,1055
