H,1555209883,261985
P,1555209883,5198
P,1555209912,5198
P,1555209941,5198
P,1555209971,5198
P,1555210000,5197
P,1555210029,5197
P,1555210059,5196
P,1555210089,5198
P,1555210118,5196
P,1555210148,5197
P,1555210178,5197
P,1555210207,5197
P,1555210236,5198
P,1555210266,5196
P,1555210295,5197
P,1555210324,5197
P,1555210353,5198
P,1555210384,5198
P,1555210413,5196
P,1555210442,5198
P,1555210471,5198
P,1555210501,5198
P,1555210530,5199
P,1555210559,5197
P,1555210589,5196
D,1555210594,302592
R,1555210594,5C00DDFC90
R,1555210594,5C00DDFC90
R,1555210594,5C00DDFC90
X,1555210596,1047080,60406
X,1555210596,1064131,15953
X,1555210597,1046455,59976
X,1555210597,1048773,16742
X,1555210598,1056639,51948
X,1555210598,1040492,6485
X,1555210599,1063889,58966
X,1555210599,1025072,57945
X,1555210600,1077666,13662
X,1555210601,947941,43121
X,1555210601,942374,7341
X,1555210602,608034,16951
X,1555210602,616751,48368
X,1555210603,669661,62458
X,1555210603,661637,12133
X,1555210604,661407,5220
X,1555210605,661106,8448
X,1555210605,662297,6183
X,1555210606,661551,5171
X,1555210606,661703,3848
X,1555210607,661253,4396
X,1555210607,660904,2236
X,1555210608,661565,10689
X,1555210609,661134,3376
X,1555210609,661002,12367
X,1555210610,662665,34819
X,1555210610,661969,32283
X,1555210611,660431,5660
X,1555210611,660134,2312
X,1555210612,660076,4543
X,1555210613,659919,36892
X,1555210613,659814,3160
X,1555210614,660103,2647
X,1555210614,660451,3535
X,1555210615,658766,2045
X,1555210615,659110,2856
X,1555210616,658925,4349
X,1555210617,658509,3056
X,1555210617,658831,2616
X,1555210618,657648,12175
X,1555210618,661263,28202
P,1555210618,5189
X,1555210619,660994,10490
X,1555210619,660810,9034
X,1555210620,659450,11656
X,1555210621,662860,14532
X,1555210621,660207,26167
X,1555210622,658712,21086
X,1555210622,659760,1626
X,1555210623,659660,6426
X,1555210623,658703,10509
X,1555210624,659121,1956
X,1555210624,658514,13128
X,1555210625,657557,2509
X,1555210626,658260,13797
X,1555210626,659523,9839
X,1555210627,660178,8674
X,1555210627,660347,2518
X,1555210628,659725,20353
X,1555210628,660576,6348
X,1555210629,660274,10683
X,1555210630,657528,10531
X,1555210630,661228,6149
X,1555210631,661384,3271
X,1555210631,660941,7515
X,1555210632,654940,41101
X,1555210632,664962,22094
X,1555210633,656855,24089
X,1555210634,659023,6799
X,1555210634,655806,4176
X,1555210635,658706,10536
X,1555210635,658897,5895
X,1555210635,660000,3524
X,1555210635,662878,64874
X,1555210636,661012,29752
X,1555210637,661505,25439
X,1555210637,662561,21295
X,1555210638,543067,9742
X,1555210638,317612,15918
X,1555210639,286485,928
X,1555210639,285763,555
X,1555210640,285452,872
X,1555210641,285521,378
X,1555210641,354620,38031
X,1555210642,657344,13454
X,1555210642,675648,10546
X,1555210643,667381,61326
X,1555210643,536788,52003
X,1555210644,286358,1993
X,1555210644,285949,803
X,1555210645,285869,307
X,1555210646,285627,361
X,1555210646,285388,290
X,1555210647,285161,496
X,1555210647,285163,269
P,1555210647,5189
X,1555210648,285041,226
X,1555210648,284803,165
X,1555210649,284752,411
X,1555210650,284692,795
O,1555210650,283485,1611
O,1555210651,283688,773
O,1555210651,283997,826
O,1555210652,283472,2975
O,1555210652,282544,1936
O,1555210653,283350,1504
O,1555210654,282639,2252
O,1555210654,283351,482
O,1555210655,283878,824
O,1555210655,283986,1440
O,1555210656,283668,2856
O,1555210656,283226,900
O,1555210657,282868,1120
O,1555210658,283140,663
O,1555210658,282837,1674
O,1555210659,283253,1040
O,1555210659,283566,1082
O,1555210660,283105,1250
O,1555210660,283049,604
O,1555210661,283295,915
O,1555210662,283116,2007
O,1555210662,282582,1046
O,1555210663,283014,485
O,1555210663,283530,1281
O,1555210664,282934,1591
O,1555210664,282769,2330
O,1555210665,282577,1258
O,1555210666,282845,1911
O,1555210666,282957,1804
O,1555210667,282427,2168
O,1555210667,282990,556
O,1555210668,282285,1174
O,1555210668,282606,1408
O,1555210669,282715,1590
O,1555210669,282335,476
O,1555210670,282447,991
O,1555210671,282617,645
O,1555210671,283140,606
O,1555210672,282914,1248
O,1555210672,283005,439
O,1555210673,283726,338
O,1555210673,283299,961
O,1555210674,282830,866
O,1555210675,282205,1147
O,1555210675,282809,260
O,1555210676,282720,447
O,1555210676,282994,214
O,1555210676,283503,367
O,1555210676,283712,462
P,1555210677,5189
O,1555210677,283547,273
