H,1555029881,261985
P,1555029881,5203
P,1555029910,5203
P,1555029940,5203
P,1555029969,5204
P,1555029999,5202
P,1555030029,5203
P,1555030058,5203
P,1555030087,5202
P,1555030116,5202
P,1555030146,5203
P,1555030175,5203
P,1555030204,5203
P,1555030234,5203
P,1555030263,5203
P,1555030293,5204
P,1555030322,5204
P,1555030352,5203
P,1555030381,5202
D,1555030386,401664
D,1555030388,408832
D,1555030390,404224
D,1555030393,426752
D,1555030395,410112
D,1555030397,408832
D,1555030398,410112
D,1555030400,407808
D,1555030403,419328
D,1555030405,401920
D,1555030407,410112
D,1555030409,407552
P,1555030410,5202
D,1555030411,409856
D,1555030414,408576
D,1555030416,406528
D,1555030418,408064
D,1555030420,409856
D,1555030422,412416
D,1555030425,410368
D,1555030427,408320
D,1555030429,399616
D,1555030431,401664
D,1555030433,408576
D,1555030436,408064
D,1555030438,396544
D,1555030439,413440
P,1555030439,5203
R,1555030439,5C00DDFC90
R,1555030439,5C00DDFC90
R,1555030439,5C00DDFC90
X,1555030441,670560,5680
X,1555030441,668991,10161
X,1555030442,662673,16983
X,1555030443,665497,59599
X,1555030443,662000,24362
X,1555030444,656146,39358
X,1555030444,657051,42192
X,1555030445,567902,27449
X,1555030445,291823,27637
X,1555030446,292590,16282
X,1555030447,290857,10252
X,1555030447,289958,3828
X,1555030448,287641,2953
X,1555030448,288799,934
X,1555030449,288589,714
X,1555030449,288060,1706
X,1555030450,287455,2342
X,1555030451,286733,1998
X,1555030451,287085,3900
O,1555030452,286780,3019
O,1555030452,287596,1587
O,1555030453,287263,1434
O,1555030453,287157,2182
O,1555030454,285241,2348
O,1555030455,283789,5680
O,1555030455,283455,2243
O,1555030456,286532,3460
O,1555030456,285295,3316
O,1555030457,285325,4578
O,1555030457,286162,1641
O,1555030458,287330,755
O,1555030458,287720,418
O,1555030459,287613,1334
O,1555030460,283681,5236
O,1555030460,283503,3389
O,1555030461,283726,5999
O,1555030461,283688,2914
O,1555030462,286059,1383
O,1555030462,286779,307
O,1555030463,285769,1619
O,1555030464,286052,1844
O,1555030464,285508,1906
O,1555030465,283686,4803
O,1555030465,283931,3865
O,1555030466,285571,1387
O,1555030466,285781,1748
O,1555030467,286611,949
O,1555030468,284495,4974
O,1555030468,284251,2538
O,1555030469,285189,1720
P,1555030469,5198
O,1555030469,285707,1255
O,1555030470,284404,3097
O,1555030470,283908,1766
O,1555030471,282354,3471
O,1555030472,283314,3938
O,1555030472,283721,2187
O,1555030473,283512,1735
O,1555030473,284008,2016
O,1555030474,284179,1737
O,1555030474,285670,835
O,1555030475,286027,663
O,1555030476,286488,501
O,1555030476,286317,354
O,1555030477,286508,1024
O,1555030477,286272,745
O,1555030478,285338,3050
O,1555030478,285818,2359
O,1555030479,285284,1939
O,1555030480,285715,1333
O,1555030480,285459,2051
O,1555030480,286062,1995
O,1555030480,287058,1794
O,1555030481,286506,1031
O,1555030481,286774,270
O,1555030482,285774,1765
O,1555030482,286104,1648
O,1555030483,284429,2156
O,1555030484,284871,958
O,1555030484,285287,922
O,1555030485,285675,523
O,1555030485,285226,400
O,1555030486,285153,1131
O,1555030486,284560,1180
O,1555030487,285846,1752
O,1555030488,285707,570
O,1555030488,285890,1452
O,1555030489,286016,1103
O,1555030489,285734,683
O,1555030490,286427,1716
O,1555030490,285213,1075
O,1555030491,285438,890
O,1555030492,287499,2167
O,1555030492,287124,882
O,1555030493,482606,44165
T,1555030493,2784
D,1555030494,393472
R,1555030494,5C00DDFC90
R,1555030494,5C00DDFC90
R,1555030494,5C00DDFC90
X,1555030496,658723,65253
X,1555030496,658723,16436
X,1555030497,657064,17046
X,1555030498,657091,17179
X,1555030498,658279,5624
P,1555030498,5194
X,1555030499,657524,33142
X,1555030499,658296,10185
X,1555030500,658645,4097
X,1555030500,657761,3501
X,1555030501,658510,13961
X,1555030502,658974,4262
X,1555030502,658883,4913
X,1555030503,658216,2404
X,1555030503,657598,3131
X,1555030504,658251,2587
X,1555030504,659647,7400
X,1555030505,659167,7362
X,1555030506,659371,2466
X,1555030506,659372,2272
X,1555030507,659801,11062
X,1555030507,658898,14031
X,1555030508,661172,23978
X,1555030508,661625,15587
X,1555030509,659620,17977
X,1555030510,659526,11732
X,1555030510,659824,7406
X,1555030511,659881,3744
X,1555030511,658579,16393
X,1555030512,657206,16479
X,1555030512,663095,34293
X,1555030513,661643,14307
X,1555030513,659021,12485
X,1555030514,658894,38382
X,1555030515,660208,12794
X,1555030515,658655,23375
X,1555030516,659903,28506
X,1555030516,659929,17859
