H,1553188301,261985
D,1553188301,366080
D,1553188303,366080
D,1553188305,365312
D,1553188308,365568
D,1553188310,364544
D,1553188312,368896
D,1553188314,357888
D,1553188317,364032
D,1553188319,367872
P,1553188321,5453
D,1553188321,365056
D,1553188322,364288
D,1553188324,362496
D,1553188327,363008
D,1553188329,360960
D,1553188331,368384
D,1553188333,365056
D,1553188335,366336
D,1553188338,364288
D,1553188340,364544
D,1553188342,364800
D,1553188344,364800
D,1553188346,364032
D,1553188349,364032
P,1553188350,5453
D,1553188351,365824
D,1553188353,364544
D,1553188355,365056
D,1553188357,364800
D,1553188360,366080
D,1553188362,364032
D,1553188363,364800
D,1553188365,364544
D,1553188367,364032
D,1553188370,365056
D,1553188372,364288
D,1553188374,369920
R,1553188374,000000000
X,1553188376,549251,12834
X,1553188376,549728,4498
X,1553188377,550285,5370
X,1553188377,549911,3736
X,1553188378,549642,51943
X,1553188379,550469,5077
P,1553188379,5444
X,1553188379,549786,22406
X,1553188380,548816,1361
X,1553188380,548589,3453
X,1553188381,548242,1698
X,1553188381,549380,3368
X,1553188382,548917,858
X,1553188383,549071,3133
X,1553188383,548531,1409
X,1553188384,548715,2296
X,1553188384,548693,1887
X,1553188385,549556,3656
X,1553188385,549774,2018
X,1553188386,549841,2051
X,1553188387,549869,3173
X,1553188387,549403,1988
X,1553188388,549668,1921
X,1553188388,549091,1187
X,1553188389,549610,2013
X,1553188389,549519,1401
X,1553188390,549735,1761
X,1553188391,549446,904
X,1553188391,549569,1277
X,1553188392,549557,6453
X,1553188392,549436,9057
X,1553188393,549698,2901
X,1553188393,549193,748
X,1553188394,549121,1052
X,1553188395,549121,1226
X,1553188395,548992,5124
X,1553188396,549652,1075
X,1553188396,549448,1458
X,1553188397,549773,1529
X,1553188397,549604,1783
X,1553188398,549195,1115
X,1553188398,549448,1309
X,1553188399,549220,1085
X,1553188400,549758,2912
X,1553188400,549447,663
X,1553188401,549834,1395
X,1553188401,549783,2508
X,1553188402,550268,1823
X,1553188402,549814,3643
X,1553188403,549263,1280
X,1553188404,549617,1414
X,1553188404,549228,1326
X,1553188404,549198,3157
X,1553188404,548751,470
X,1553188405,549272,1762
X,1553188405,549217,1419
X,1553188406,549217,5886
X,1553188407,549239,902
X,1553188407,549197,1374
X,1553188408,548822,2282
P,1553188408,5445
X,1553188408,548716,1417
X,1553188409,549745,917
X,1553188409,549427,1104
X,1553188410,550131,1028
X,1553188411,549998,1410
X,1553188411,550549,2487
X,1553188412,549954,1891
X,1553188412,549494,1110
X,1553188413,550413,2778
X,1553188413,549992,1833
X,1553188414,550017,1304
X,1553188415,550559,2126
X,1553188415,550411,3448
X,1553188416,550138,2629
X,1553188416,549581,4324
X,1553188417,550848,13819
X,1553188417,550013,7719
X,1553188418,550165,5866
X,1553188419,550557,1411
X,1553188419,550428,938
X,1553188420,550791,3498
X,1553188420,550919,1044
X,1553188421,551147,980
X,1553188421,551258,2183
X,1553188422,551384,4002
X,1553188422,550901,4123
X,1553188423,550953,1441
X,1553188424,550840,4132
X,1553188424,549860,5396
X,1553188425,550402,3951
X,1553188425,549597,4163
X,1553188426,549447,856
X,1553188426,550255,6175
X,1553188427,550379,2153
X,1553188428,550777,2268
X,1553188428,550559,3688
X,1553188429,550301,1588
X,1553188429,550164,2373
X,1553188430,551144,7725
X,1553188430,551201,2928
X,1553188431,550372,5258
X,1553188432,550570,3307
X,1553188432,550482,3676
X,1553188433,551037,3684
X,1553188433,551215,1456
X,1553188434,550848,1820
X,1553188434,550792,2271
X,1553188435,550581,1208
X,1553188436,550565,2269
X,1553188436,550439,671
X,1553188437,550695,1288
X,1553188437,550572,2401
X,1553188438,550554,1696
P,1553188438,5445
X,1553188438,550697,2369
X,1553188439,550359,1146
X,1553188440,550915,4376
X,1553188440,550701,761
X,1553188441,550895,2112
X,1553188441,550918,2057
X,1553188442,550703,1444
X,1553188442,550941,2293
X,1553188443,550791,959
X,1553188444,551054,1240
X,1553188444,551069,3235
X,1553188445,550801,1375
X,1553188445,550932,2376
X,1553188445,550879,2888
X,1553188445,551273,4470
X,1553188446,550894,995
X,1553188446,551057,1440
X,1553188447,551279,3096
X,1553188448,550955,791
X,1553188448,551100,4287
X,1553188449,551032,3140
X,1553188449,551227,2410
X,1553188450,551024,1122
X,1553188450,551266,5504
X,1553188451,551034,1124
X,1553188452,551323,949
X,1553188452,551602,3339
X,1553188453,551644,810
X,1553188453,551921,4323
X,1553188454,551779,1657
X,1553188454,551948,2200
