H,1549071222,409816
P,1549071222,5120
P,1549071251,5119
P,1549071280,5120
P,1549071309,5119
P,1549071339,5119
P,1549071368,5119
P,1549071397,5119
P,1549071427,5118
P,1549071456,5120
P,1549071486,5121
P,1549071515,5118
P,1549071545,5119
P,1549071574,5120
P,1549071603,5120
P,1549071633,5120
P,1549071662,5120
P,1549071691,5119
P,1549071721,5120
P,1549071751,5120
P,1549071781,5120
P,1549071810,5120
P,1549071840,5119
P,1549071869,5120
P,1549071898,5120
P,1549071927,5119
P,1549071957,5120
P,1549071986,5120
P,1549072015,5121
P,1549072045,5120
P,1549072075,5119
P,1549072104,5120
P,1549072133,5119
P,1549072163,5120
P,1549072192,5120
P,1549072221,5120
P,1549072251,5121
P,1549072280,5120
P,1549072309,5118
P,1549072338,5118
P,1549072369,5121
O,1549072391,332141,2187
O,1549072392,332352,128
O,1549072393,332335,105
O,1549072393,332349,124
O,1549072394,332345,50
O,1549072394,332331,77
O,1549072395,332306,102
O,1549072395,332304,69
O,1549072396,332297,119
O,1549072397,332242,99
O,1549072397,332262,217
P,1549072398,5111
O,1549072398,332285,93
O,1549072398,332267,150
O,1549072399,332203,120
O,1549072399,332200,78
O,1549072400,332152,90
O,1549072401,332092,150
O,1549072401,332114,116
O,1549072402,332151,205
O,1549072402,332153,92
O,1549072403,332092,113
O,1549072403,332090,95
O,1549072404,332137,118
O,1549072404,332193,207
O,1549072405,332221,99
O,1549072406,332178,159
O,1549072406,332151,145
O,1549072407,332227,109
O,1549072407,332296,107
O,1549072408,332194,183
O,1549072408,332193,132
O,1549072409,332235,120
O,1549072410,332268,91
O,1549072410,332215,98
O,1549072411,332221,80
O,1549072411,332250,133
O,1549072412,332345,184
O,1549072412,332381,96
O,1549072413,332347,170
O,1549072414,332398,128
O,1549072414,332393,117
O,1549072415,332293,132
O,1549072415,332233,82
O,1549072416,332245,97
O,1549072416,332240,143
O,1549072416,332202,80
O,1549072417,332206,153
O,1549072417,332169,128
O,1549072418,332170,147
O,1549072418,332162,121
O,1549072419,332178,94
O,1549072419,332183,83
O,1549072420,332206,165
O,1549072421,332156,201
O,1549072421,332195,131
O,1549072422,332159,260
O,1549072422,331927,261
O,1549072423,331866,141
O,1549072423,332018,213
O,1549072424,332047,107
O,1549072424,332116,187
O,1549072425,332148,139
O,1549072426,332177,101
O,1549072426,332159,82
O,1549072427,332147,91
P,1549072427,5111
O,1549072427,332109,146
O,1549072428,332147,158
O,1549072428,332289,63
O,1549072429,332261,59
O,1549072430,332278,63
O,1549072430,332290,101
O,1549072431,332280,42
O,1549072431,332300,167
O,1549072432,332307,100
O,1549072432,332293,73
O,1549072433,332288,75
O,1549072434,332301,72
O,1549072434,332305,108
O,1549072435,332304,105
O,1549072435,332286,62
O,1549072436,332296,81
O,1549072436,332284,132
O,1549072437,332281,98
O,1549072438,332294,70
O,1549072438,332289,98
O,1549072439,332230,89
O,1549072439,332254,60
O,1549072440,332253,116
O,1549072440,332255,105
O,1549072441,332256,95
O,1549072441,332274,82
O,1549072442,332188,113
O,1549072443,332172,111
O,1549072443,332248,126
O,1549072444,332264,112
O,1549072444,332229,102
O,1549072445,332135,85
O,1549072445,332156,114
O,1549072446,332194,134
O,1549072447,332239,109
O,1549072447,332279,119
T,1549072447,2737
P,1549072457,5119
P,1549072486,5118
P,1549072515,5121
P,1549072544,5120
P,1549072574,5119
P,1549072603,5120
P,1549072632,5120
P,1549072662,5119
P,1549072692,5119
P,1549072721,5119
P,1549072750,5120
P,1549072780,5120
P,1549072809,5120
P,1549072838,5120
P,1549072867,5119
P,1549072897,5120
P,1549072926,5119
P,1549072956,5120
P,1549072986,5118
P,1549073015,5117
P,1549073044,5120
P,1549073073,5120
P,1549073103,5120
P,1549073132,5118
P,1549073161,5119
P,1549073191,5120
P,1549073220,5120
P,1549073250,5119
P,1549073279,5120
P,1549073309,5119
P,1549073338,5120
P,1549073367,5120
P,1549073397,5119
P,1549073426,5119
P,1549073455,5119
P,1549073484,5120
P,1549073514,5120
P,1549073544,5121
P,1549073573,5120
P,1549073603,5120
P,1549073632,5118
P,1549073661,5119
P,1549073690,5119
P,1549073720,5118
P,1549073749,5118
P,1549073778,5120
P,1549073808,5120
P,1549073838,5120
P,1549073867,5119
P,1549073896,5120
P,1549073926,5119
P,1549073955,5120
P,1549073984,5119
P,1549074014,5121
P,1549074043,5119
P,1549074072,5120
P,1549074101,5120
P,1549074132,5119
P,1549074161,5119
P,1549074190,5120
P,1549074220,5119
