H,1549339475,409816
P,1549339475,5117
P,1549339505,5116
P,1549339534,5117
P,1549339563,5115
P,1549339593,5116
P,1549339622,5116
P,1549339651,5116
P,1549339681,5115
P,1549339711,5116
P,1549339740,5117
P,1549339769,5115
P,1549339799,5116
P,1549339828,5117
P,1549339857,5117
P,1549339886,5115
P,1549339916,5117
P,1549339945,5116
P,1549339975,5117
P,1549340005,5117
P,1549340034,5115
P,1549340063,5117
P,1549340092,5115
P,1549340122,5117
P,1549340151,5116
P,1549340180,5114
P,1549340210,5115
P,1549340239,5116
P,1549340269,5115
P,1549340298,5117
P,1549340328,5115
P,1549340357,5115
P,1549340386,5117
P,1549340416,5116
P,1549340445,5116
P,1549340474,5116
P,1549340503,5116
P,1549340533,5116
P,1549340563,5117
P,1549340592,5117
P,1549340621,5115
P,1549340651,5114
P,1549340680,5115
P,1549340709,5117
P,1549340739,5115
P,1549340768,5116
P,1549340797,5116
P,1549340826,5115
P,1549340857,5115
P,1549340886,5116
P,1549340915,5117
P,1549340945,5117
P,1549340974,5115
P,1549341003,5116
P,1549341032,5116
P,1549341062,5117
P,1549341091,5117
P,1549341120,5116
P,1549341151,5115
P,1549341180,5115
P,1549341209,5117
P,1549341238,5117
P,1549341268,5115
P,1549341297,5114
P,1549341326,5116
P,1549341356,5116
O,1549341360,330689,2137
O,1549341360,330871,89
O,1549341361,330873,86
O,1549341362,330864,59
O,1549341362,330864,167
O,1549341363,330855,95
O,1549341363,330868,82
O,1549341364,330844,106
O,1549341364,330894,115
O,1549341365,330888,147
O,1549341366,330886,115
O,1549341366,330917,118
O,1549341367,330921,116
O,1549341367,330891,95
O,1549341368,330902,91
O,1549341368,330870,86
O,1549341369,330896,85
O,1549341370,330894,62
O,1549341370,330895,76
O,1549341371,330907,68
O,1549341371,330904,109
O,1549341372,330926,108
O,1549341372,330926,94
O,1549341373,330962,88
O,1549341374,331005,138
O,1549341374,330996,127
O,1549341375,331001,81
O,1549341375,330988,122
O,1549341376,330990,159
O,1549341376,330981,105
O,1549341377,330977,146
O,1549341377,330970,116
O,1549341378,330951,100
O,1549341379,330929,108
O,1549341379,330943,107
O,1549341380,330913,103
O,1549341380,330936,101
O,1549341381,330923,106
O,1549341381,330925,63
O,1549341382,330909,85
O,1549341383,330897,108
O,1549341383,330885,103
O,1549341384,330899,113
O,1549341384,330909,114
O,1549341385,330905,71
P,1549341385,5109
O,1549341385,330898,60
O,1549341386,330891,91
O,1549341387,330893,91
O,1549341387,330901,102
O,1549341388,330908,113
O,1549341388,330895,86
O,1549341389,330911,155
O,1549341389,330891,103
O,1549341390,330882,107
O,1549341391,330885,87
O,1549341391,330866,71
O,1549341392,330870,100
O,1549341392,330876,118
O,1549341393,330862,83
O,1549341393,330868,95
O,1549341394,330893,88
O,1549341395,330879,130
O,1549341395,330891,128
O,1549341396,330873,118
O,1549341396,330905,108
O,1549341397,330883,105
O,1549341397,330871,108
O,1549341398,330889,77
O,1549341398,330897,64
O,1549341399,330851,157
O,1549341400,330821,106
O,1549341400,330832,137
O,1549341400,330796,89
O,1549341400,330827,78
O,1549341401,330840,96
O,1549341401,330844,108
O,1549341402,330837,80
O,1549341403,330861,112
O,1549341403,330863,107
O,1549341404,330869,118
O,1549341404,330849,84
O,1549341405,330841,116
O,1549341405,330847,105
O,1549341406,330861,67
O,1549341407,330863,92
O,1549341407,330865,111
O,1549341408,330838,98
O,1549341408,330833,101
O,1549341409,330887,135
O,1549341409,330870,110
O,1549341410,330901,77
O,1549341411,330881,66
O,1549341411,330864,71
O,1549341412,330864,65
O,1549341412,330842,74
O,1549341413,330846,115
O,1549341413,330860,83
O,1549341414,330848,87
O,1549341414,330850,82
P,1549341414,5106
O,1549341415,330846,103
O,1549341416,330826,88
T,1549341416,2692
P,1549341444,5116
P,1549341474,5115
P,1549341503,5116
P,1549341532,5116
P,1549341562,5117
P,1549341591,5116
P,1549341620,5115
P,1549341649,5116
P,1549341679,5115
P,1549341708,5116
P,1549341738,5116
P,1549341768,5117
P,1549341797,5115
P,1549341827,5114
P,1549341856,5114
P,1549341886,5116
P,1549341915,5115
P,1549341944,5115
P,1549341974,5116
P,1549342003,5114
P,1549342033,5115
P,1549342062,5115
P,1549342092,5115
P,1549342121,5116
P,1549342150,5116
P,1549342180,5116
P,1549342209,5115
P,1549342238,5115
P,1549342267,5117
P,1549342297,5116
P,1549342327,5115
P,1549342356,5114
P,1549342385,5116
P,1549342415,5116
