H,1553055863,337272
T,1553055863,2746
R,1553055863,700D98F55
X,1553055864,726380,625
X,1553055865,726472,459
X,1553055866,726526,1064
X,1553055866,726416,759
X,1553055867,726455,847
X,1553055867,726373,681
X,1553055868,726425,693
X,1553055868,726585,992
X,1553055869,726320,803
X,1553055870,726506,682
X,1553055870,726525,565
X,1553055871,726537,1398
X,1553055871,726388,617
X,1553055872,726430,851
X,1553055872,726425,730
X,1553055873,726409,1552
X,1553055873,726349,751
X,1553055874,726464,1245
X,1553055875,726445,625
X,1553055875,726713,4447
X,1553055876,725391,3943
X,1553055876,726810,1671
X,1553055877,726764,786
X,1553055877,726615,1694
X,1553055878,726743,3556
X,1553055878,726197,41487
X,1553055878,726211,32252
X,1553055879,726341,6711
P,1553055879,5110
X,1553055879,726039,1070
X,1553055880,726047,1475
X,1553055880,726118,1682
X,1553055881,725908,1079
X,1553055882,726159,834
X,1553055882,725620,4447
X,1553055883,725900,671
X,1553055883,725785,1404
X,1553055884,725865,462
X,1553055884,725676,1275
X,1553055885,725870,1601
X,1553055886,724948,1457
X,1553055886,725719,928
A,1553055886,726345,1045
T,1553055886,2746
R,1553055886,700D98F55
X,1553055888,726077,3626
X,1553055889,725080,4037
X,1553055889,725645,1651
X,1553055890,725721,1516
X,1553055890,725275,3397
X,1553055891,725539,1742
X,1553055891,725447,1877
X,1553055892,724867,7312
X,1553055893,725584,5132
X,1553055893,725676,3539
X,1553055894,724406,4812
X,1553055894,725584,2034
X,1553055895,724995,2837
X,1553055895,724977,3465
X,1553055896,725466,1943
X,1553055897,725015,1563
X,1553055897,725087,2124
X,1553055898,725124,3050
X,1553055898,725089,1629
X,1553055899,725226,2559
X,1553055899,725113,8208
X,1553055900,727553,13918
X,1553055901,723370,60556
X,1553055901,724816,8114
X,1553055902,725031,7841
X,1553055902,725720,4345
X,1553055903,721903,1211
X,1553055903,728805,34927
X,1553055904,723516,9957
X,1553055905,723245,3769
X,1553055905,724010,4534
X,1553055906,724054,3549
X,1553055906,723936,1446
X,1553055907,723877,2392
X,1553055907,724166,1042
X,1553055908,723722,2683
X,1553055908,724247,3796
X,1553055909,724230,3511
P,1553055909,5113
X,1553055910,724712,2822
X,1553055910,723976,1333
X,1553055911,723849,1087
X,1553055911,724059,1619
X,1553055912,724101,1215
X,1553055912,723795,1401
X,1553055913,724252,2690
X,1553055914,724293,2126
X,1553055914,724267,1105
X,1553055915,724297,1299
X,1553055915,724363,3351
X,1553055916,724002,3219
X,1553055916,723812,1756
X,1553055917,723842,3744
X,1553055918,723911,2123
X,1553055918,723620,1363
X,1553055919,723504,6265
X,1553055919,724444,3814
X,1553055919,724196,1878
X,1553055919,724183,3338
X,1553055920,724242,1132
X,1553055921,724025,1527
X,1553055921,723807,3939
X,1553055922,723823,6119
X,1553055922,724117,2590
X,1553055923,724330,3047
X,1553055923,724253,2110
X,1553055924,724093,2193
X,1553055924,723988,3739
X,1553055925,724076,2008
X,1553055926,723824,1250
X,1553055926,723969,3433
X,1553055927,724032,1356
X,1553055927,723877,1593
X,1553055928,723719,3563
X,1553055928,724194,1279
X,1553055929,724193,787
X,1553055930,724181,4197
X,1553055930,724109,2268
X,1553055931,723834,3406
X,1553055931,723928,4210
X,1553055932,723869,2736
X,1553055932,724063,2347
X,1553055933,724361,2256
X,1553055934,724364,1796
X,1553055934,724218,1368
X,1553055935,724258,797
X,1553055935,724303,1382
X,1553055936,724315,1413
X,1553055936,724263,1871
X,1553055937,724116,1837
X,1553055938,724243,1786
X,1553055938,724277,1894
P,1553055938,5113
X,1553055939,724451,1523
X,1553055939,723423,21177
X,1553055940,724599,17288
X,1553055940,724763,4755
X,1553055941,723653,26005
X,1553055941,724976,26305
X,1553055942,724735,3408
X,1553055943,724497,2356
X,1553055943,724517,1730
X,1553055944,724756,1057
X,1553055944,724584,2189
X,1553055945,724550,1599
X,1553055945,724786,1454
X,1553055946,724680,1565
X,1553055947,725103,2664
X,1553055947,724007,5149
X,1553055948,724238,4581
X,1553055948,724528,2818
X,1553055949,724823,2467
X,1553055949,724814,2286
X,1553055950,724485,1211
X,1553055951,724647,1570
X,1553055951,724517,1244
X,1553055952,724485,1380
X,1553055952,724317,2214
X,1553055953,724537,579
X,1553055953,724890,2078
X,1553055954,724454,2499
X,1553055955,724775,2381
X,1553055955,724665,3404
X,1553055956,724521,1242
X,1553055956,724450,1588
