H,1552703537,337272
T,1552703537,2819
U,1552703538,36693
X,1552703539,748065,1558
X,1552703540,748024,842
X,1552703540,748047,1455
X,1552703541,748254,2888
X,1552703541,747218,1751
X,1552703542,747630,925
X,1552703542,747915,791
X,1552703543,747337,780
X,1552703544,747182,1174
X,1552703544,747568,882
X,1552703545,747433,734
X,1552703545,747174,893
X,1552703546,747377,732
X,1552703546,747976,830
X,1552703547,747069,2042
X,1552703548,746983,1685
X,1552703548,747705,1705
P,1552703549,5131
X,1552703549,748479,1095
X,1552703549,747621,1739
X,1552703550,747519,1268
X,1552703550,747024,2074
X,1552703551,746417,1655
X,1552703551,746382,1383
X,1552703552,746877,1632
X,1552703553,746895,1355
X,1552703553,746302,1238
X,1552703554,747596,1201
X,1552703554,747148,1171
X,1552703555,747029,905
X,1552703555,747103,1621
X,1552703556,746804,1185
X,1552703557,747318,929
X,1552703557,746795,1683
X,1552703558,746789,599
X,1552703558,746736,670
X,1552703559,747479,1611
X,1552703559,747319,1244
X,1552703560,746614,941
X,1552703561,746831,2393
X,1552703561,748288,1050
X,1552703562,748373,1030
X,1552703562,748347,1539
X,1552703563,747925,1893
X,1552703563,747569,976
X,1552703564,748249,1460
X,1552703565,746533,7705
X,1552703565,746054,1590
X,1552703565,746451,1651
X,1552703565,746110,834
X,1552703566,746753,1450
X,1552703566,746312,1423
X,1552703567,747360,1412
X,1552703568,746912,974
X,1552703568,747761,895
X,1552703569,746772,1131
X,1552703569,746725,1516
X,1552703570,745543,2093
X,1552703570,746144,1915
X,1552703571,746543,1510
X,1552703571,746710,1217
X,1552703572,746864,7774
X,1552703573,746666,1629
X,1552703573,746835,1088
X,1552703574,747129,872
X,1552703574,746687,1062
X,1552703575,746752,1245
X,1552703575,746944,796
A,1552703575,747267,1914
T,1552703576,2819
U,1552703576,36693
X,1552703577,747894,1793
P,1552703578,5137
X,1552703578,747902,807
X,1552703579,747011,1310
X,1552703579,746916,1136
X,1552703580,747328,2354
X,1552703580,747722,1053
X,1552703581,748250,1367
X,1552703581,748099,761
X,1552703582,747335,1220
X,1552703583,747681,1175
X,1552703583,747559,1208
X,1552703584,747535,897
X,1552703584,747593,1689
X,1552703585,747071,1781
X,1552703585,747057,913
X,1552703586,747946,1503
X,1552703586,747622,1062
X,1552703587,747388,1294
X,1552703588,746784,1267
X,1552703588,747453,1697
X,1552703589,747600,480
X,1552703589,748149,1107
X,1552703590,747566,1735
X,1552703590,747772,960
X,1552703591,747826,933
X,1552703592,747785,1310
X,1552703592,747580,888
X,1552703593,746992,909
X,1552703593,747103,523
X,1552703594,747529,1283
X,1552703594,747917,737
X,1552703595,747710,777
X,1552703596,747515,753
X,1552703596,748076,976
X,1552703597,748532,922
X,1552703597,748077,1386
X,1552703598,747973,852
X,1552703598,748066,647
X,1552703599,748440,1069
X,1552703600,748033,640
X,1552703600,748088,1195
X,1552703601,748111,2235
X,1552703601,748360,1870
X,1552703602,747970,1795
X,1552703602,748528,2237
X,1552703603,748349,1585
X,1552703604,748252,3791
X,1552703604,747834,1445
X,1552703605,747969,852
X,1552703605,748265,855
A,1552703605,747776,1540
T,1552703605,2819
U,1552703606,36693
X,1552703606,748227,1462
X,1552703607,748428,1264
P,1552703607,5136
X,1552703607,748833,874
X,1552703608,748711,1878
X,1552703608,748072,1037
X,1552703609,748214,795
X,1552703610,748532,951
X,1552703610,748251,1787
X,1552703611,747633,792
X,1552703611,748063,641
X,1552703612,748211,1452
X,1552703612,748221,932
X,1552703613,747870,736
X,1552703614,748033,660
X,1552703614,748211,1133
X,1552703615,748042,1138
X,1552703615,747662,950
X,1552703616,747914,902
X,1552703616,747519,1645
X,1552703617,746936,1577
X,1552703618,745744,10157
X,1552703618,746915,11355
X,1552703619,745910,1726
X,1552703619,745720,1467
X,1552703620,746760,695
X,1552703620,746909,2168
X,1552703621,746970,920
X,1552703621,746266,1849
X,1552703622,747707,1338
X,1552703623,747790,1192
X,1552703623,747960,1186
X,1552703624,747901,863
X,1552703624,747680,1180
X,1552703625,748463,1474
X,1552703625,748971,5472
X,1552703626,748263,2325
X,1552703627,748109,1915
X,1552703627,748175,1558
X,1552703628,747395,2208
X,1552703628,747388,2887
X,1552703629,747656,2149
X,1552703629,745748,3672
X,1552703630,745342,3623
X,1552703631,746347,4351
