H,1554333104,337272
R,1554333104,700D98F55
R,1554333104,700D98F55
X,1554333106,772580,48702
X,1554333106,773928,9061
X,1554333107,772504,5620
X,1554333108,772959,11044
X,1554333108,774116,8078
X,1554333109,771715,6146
X,1554333109,774264,19165
X,1554333110,773419,11948
X,1554333110,773161,6821
X,1554333111,773852,3560
X,1554333112,772707,15746
X,1554333112,773583,6088
X,1554333113,774182,3672
X,1554333113,774279,5275
X,1554333114,774474,2290
X,1554333114,774134,2163
X,1554333115,774240,1144
X,1554333116,774361,9044
X,1554333116,774764,2179
X,1554333117,775268,2802
X,1554333117,773434,10070
X,1554333118,774040,2415
X,1554333118,774655,1895
X,1554333119,774594,4349
X,1554333120,774334,2572
X,1554333120,774389,2672
X,1554333121,774792,5124
X,1554333121,773439,7150
X,1554333122,775031,6699
X,1554333122,774557,3264
X,1554333123,774664,1281
X,1554333123,774637,1394
X,1554333124,775625,6370
X,1554333125,773457,4656
X,1554333125,774130,19279
P,1554333125,5062
X,1554333126,774705,6924
X,1554333126,774601,11795
X,1554333127,774470,7986
X,1554333127,774897,3012
X,1554333128,774334,3740
X,1554333129,775179,5138
X,1554333129,774701,2723
X,1554333130,774868,1728
X,1554333130,774822,758
X,1554333131,774792,5208
X,1554333131,775053,1641
X,1554333132,775319,2363
X,1554333133,774829,2089
X,1554333133,775331,2125
X,1554333133,774763,2400
X,1554333133,774754,2229
X,1554333134,774970,2786
X,1554333134,774716,3421
X,1554333135,775027,1914
X,1554333136,774818,837
X,1554333136,774799,1523
X,1554333137,775006,2512
X,1554333137,775080,1634
X,1554333138,775089,1446
X,1554333138,774698,26105
X,1554333139,775878,5392
X,1554333139,775391,1456
X,1554333140,775288,1024
X,1554333141,775008,2145
X,1554333141,775342,1540
X,1554333142,775291,1374
X,1554333142,775187,1036
X,1554333143,775022,1433
X,1554333143,775355,900
X,1554333144,775380,1528
X,1554333145,775301,1347
X,1554333145,775130,1414
X,1554333146,775584,2683
X,1554333146,775199,4981
X,1554333147,775417,5692
X,1554333147,774939,3734
X,1554333148,774916,2093
X,1554333149,775611,1949
X,1554333149,775392,3497
X,1554333150,774955,3926
X,1554333150,775082,28977
X,1554333151,776726,9784
X,1554333151,775391,3716
X,1554333152,775581,2696
X,1554333153,775753,2406
X,1554333153,775695,25814
X,1554333154,775552,2398
X,1554333154,775254,4643
P,1554333155,5059
X,1554333155,774972,2809
X,1554333155,775238,1218
X,1554333156,775441,1178
X,1554333157,775208,1648
X,1554333157,775397,789
X,1554333158,775574,3305
X,1554333158,775437,3261
X,1554333159,775528,3310
X,1554333159,775425,4044
X,1554333160,775326,6342
X,1554333160,775000,3203
X,1554333161,775188,2870
X,1554333162,775615,19549
X,1554333162,775651,20581
X,1554333163,775739,3269
X,1554333163,775064,17988
X,1554333164,775310,3490
X,1554333164,775534,1943
X,1554333165,774961,21681
X,1554333166,775814,4633
X,1554333166,775339,2166
X,1554333167,775587,3700
X,1554333167,775349,866
X,1554333168,775550,881
X,1554333168,775482,1279
X,1554333169,775455,662
X,1554333170,775570,4980
X,1554333170,775652,1540
X,1554333171,775620,748
X,1554333171,775479,933
X,1554333172,775432,1943
X,1554333172,775433,1698
X,1554333173,775834,2996
X,1554333174,775484,11653
X,1554333174,776178,6518
X,1554333174,775718,1519
X,1554333174,775853,1891
X,1554333175,775950,7329
X,1554333175,775255,3636
X,1554333176,775878,2083
X,1554333176,775858,1364
X,1554333177,775820,1821
X,1554333178,775616,1011
X,1554333178,775729,8900
X,1554333179,775716,3168
X,1554333179,775788,2383
X,1554333180,776354,6853
X,1554333180,773255,23379
X,1554333181,775932,1334
X,1554333182,775982,1257
X,1554333182,775700,652
X,1554333183,775875,1234
X,1554333183,775666,3039
P,1554333184,5062
X,1554333184,775916,1920
X,1554333184,775786,777
X,1554333185,775785,1153
X,1554333186,775758,1132
X,1554333186,775956,1925
X,1554333187,776061,1734
X,1554333187,776091,1026
X,1554333188,775825,593
X,1554333188,775744,3172
X,1554333189,775956,934
X,1554333190,776033,1697
X,1554333190,775170,7747
X,1554333191,775862,2693
X,1554333191,775317,21404
X,1554333192,776149,2228
X,1554333192,775278,5494
X,1554333193,775673,6311
X,1554333193,775833,4813
X,1554333194,775983,4178
X,1554333195,775201,5973
X,1554333195,775684,2518
X,1554333196,776389,4674
X,1554333196,776079,3237
X,1554333197,776117,1951
X,1554333197,775541,22358
