H,1554742168,337272
P,1554742168,5112
P,1554742198,5109
P,1554742228,5111
P,1554742258,5110
P,1554742287,5111
P,1554742317,5111
P,1554742346,5112
P,1554742375,5111
P,1554742404,5112
P,1554742434,5110
P,1554742463,5112
P,1554742493,5111
P,1554742523,5111
P,1554742552,5111
P,1554742581,5111
P,1554742610,5111
P,1554742640,5111
P,1554742669,5111
P,1554742698,5111
P,1554742728,5111
P,1554742757,5111
P,1554742787,5111
P,1554742816,5112
P,1554742846,5112
P,1554742875,5112
P,1554742904,5111
P,1554742933,5111
P,1554742963,5111
P,1554742992,5111
P,1554743021,5111
P,1554743051,5111
P,1554743081,5112
P,1554743110,5112
P,1554743139,5111
P,1554743169,5111
P,1554743198,5111
P,1554743227,5112
P,1554743257,5112
P,1554743286,5112
P,1554743315,5111
P,1554743344,5110
P,1554743375,5110
P,1554743404,5111
P,1554743433,5111
P,1554743463,5110
P,1554743492,5112
P,1554743521,5111
P,1554743550,5112
P,1554743580,5111
P,1554743609,5111
P,1554743638,5109
P,1554743669,5112
P,1554743698,5112
P,1554743727,5111
P,1554743756,5112
P,1554743786,5111
P,1554743815,5112
P,1554743844,5112
P,1554743874,5112
P,1554743903,5112
P,1554743932,5112
P,1554743962,5112
P,1554743992,5112
P,1554744021,5112
P,1554744050,5112
O,1554744070,339555,2213
O,1554744071,339745,94
O,1554744072,339722,141
O,1554744072,339692,88
O,1554744073,339672,121
O,1554744073,339626,115
O,1554744074,339583,105
O,1554744074,339610,137
O,1554744075,339632,205
O,1554744075,339760,74
O,1554744076,339754,124
O,1554744077,339757,105
O,1554744077,339775,94
O,1554744078,339854,67
O,1554744078,339793,141
O,1554744079,339676,102
O,1554744079,339635,121
P,1554744080,5106
O,1554744080,339635,92
O,1554744081,339723,91
O,1554744081,339675,106
O,1554744081,339690,112
O,1554744081,339696,87
O,1554744082,339658,81
O,1554744082,339738,73
O,1554744083,339772,111
O,1554744084,339760,93
O,1554744084,339762,170
O,1554744085,339800,129
O,1554744085,339797,145
O,1554744086,339825,141
O,1554744086,339897,158
O,1554744087,339865,174
O,1554744088,339848,112
O,1554744088,339826,146
O,1554744089,339783,137
O,1554744089,339747,92
O,1554744090,339727,72
O,1554744090,339673,137
O,1554744091,339673,114
O,1554744092,339677,134
O,1554744092,339653,120
O,1554744093,339659,102
O,1554744093,339668,96
O,1554744094,339651,106
O,1554744094,339655,120
O,1554744095,339640,92
O,1554744095,339658,108
O,1554744096,339653,63
O,1554744097,339654,77
O,1554744097,339662,107
O,1554744098,339712,95
O,1554744098,339726,131
O,1554744099,339767,179
O,1554744099,339811,82
O,1554744100,339754,112
O,1554744101,339794,119
O,1554744101,339774,152
O,1554744102,339760,109
O,1554744102,339774,109
O,1554744103,339722,134
O,1554744103,339640,142
O,1554744104,339603,114
O,1554744105,339597,131
O,1554744105,339608,121
O,1554744106,339580,126
O,1554744106,339603,122
O,1554744107,339581,89
O,1554744107,339564,136
O,1554744108,339614,162
O,1554744109,339638,151
P,1554744109,5105
O,1554744109,339673,135
O,1554744110,339662,100
O,1554744110,339707,112
O,1554744111,339756,105
O,1554744111,339714,98
O,1554744112,339722,107
O,1554744113,339728,58
O,1554744113,339749,151
O,1554744114,339715,156
O,1554744114,339743,77
O,1554744115,339764,113
O,1554744115,339813,93
O,1554744116,339844,158
O,1554744116,339831,142
O,1554744117,339786,102
O,1554744118,339760,91
O,1554744118,339724,91
O,1554744119,339727,54
O,1554744119,339744,68
O,1554744120,339750,81
O,1554744120,339734,141
O,1554744121,339789,96
O,1554744122,339793,89
O,1554744122,339784,87
O,1554744122,339792,101
O,1554744122,339886,131
O,1554744123,340059,264
O,1554744123,340140,165
O,1554744124,340290,120
O,1554744125,340152,244
O,1554744125,340054,138
T,1554744125,2890
P,1554744138,5111
P,1554744167,5111
P,1554744197,5111
P,1554744226,5111
P,1554744256,5111
P,1554744286,5111
P,1554744315,5111
P,1554744344,5112
P,1554744373,5111
P,1554744403,5113
P,1554744432,5111
P,1554744461,5112
P,1554744491,5112
P,1554744520,5111
P,1554744550,5112
P,1554744579,5111
P,1554744609,5111
P,1554744638,5111
P,1554744667,5111
P,1554744696,5111
P,1554744726,5112
P,1554744755,5110
P,1554744784,5111
P,1554744814,5111
P,1554744844,5112
P,1554744874,5110
P,1554744903,5112
P,1554744933,5111
P,1554744962,5110
P,1554744991,5111
P,1554745021,5111
P,1554745050,5110
P,1554745079,5111
P,1554745108,5111
