H,1552706146,337272
U,1552706146,36693
X,1552706148,760370,1528
X,1552706148,759428,1314
X,1552706149,761020,1379
X,1552706149,760363,814
X,1552706149,759660,1263
X,1552706150,759575,1788
X,1552706150,760381,1234
X,1552706151,759880,1223
X,1552706151,759139,1089
X,1552706152,759252,922
X,1552706152,759703,1286
X,1552706153,760261,1174
X,1552706154,760810,848
X,1552706154,760281,802
X,1552706155,760390,789
X,1552706155,760446,644
X,1552706156,760369,844
X,1552706156,759840,844
X,1552706157,760230,1147
X,1552706158,760723,562
X,1552706158,761137,1065
X,1552706159,761054,735
X,1552706159,760849,752
X,1552706160,760721,395
X,1552706160,760778,559
X,1552706161,761126,662
X,1552706162,760774,1222
X,1552706162,760453,616
X,1552706163,760773,465
X,1552706163,760772,754
X,1552706164,759492,3081
X,1552706164,758667,1424
P,1552706165,5130
X,1552706165,759581,2017
X,1552706166,757417,5335
X,1552706166,759891,4215
X,1552706167,760613,2291
X,1552706167,760826,1783
X,1552706168,759751,1728
X,1552706168,761212,1916
X,1552706169,761158,1883
X,1552706170,761170,2037
X,1552706170,761552,746
X,1552706171,760451,2323
X,1552706171,760794,1693
X,1552706172,760794,1335
X,1552706172,759765,1716
X,1552706173,760331,1314
X,1552706173,760978,1929
X,1552706174,760953,893
X,1552706175,760488,844
A,1552706175,760599,2300
T,1552706175,2816
U,1552706175,36693
X,1552706177,761174,654
X,1552706177,760835,534
X,1552706178,760741,897
X,1552706178,760689,527
X,1552706179,760729,775
X,1552706179,760734,873
X,1552706180,760813,836
X,1552706181,760893,584
X,1552706181,761092,1132
X,1552706182,761116,635
X,1552706182,761317,756
X,1552706183,761291,643
X,1552706183,761144,1177
X,1552706184,760955,791
X,1552706185,761123,924
X,1552706185,760392,2325
X,1552706186,760373,1104
X,1552706186,760480,936
X,1552706187,760767,720
X,1552706187,760538,843
X,1552706188,760791,709
X,1552706188,760553,709
X,1552706189,760918,681
X,1552706190,760655,789
A,1552706190,760855,837
T,1552706190,2816
U,1552706190,36693
X,1552706191,761134,730
X,1552706191,760694,2161
X,1552706192,760411,1527
X,1552706192,760726,1890
X,1552706193,761024,1273
X,1552706193,760576,1037
P,1552706194,5131
X,1552706194,760619,839
X,1552706195,760432,480
X,1552706195,760633,645
X,1552706196,760310,735
X,1552706196,759950,772
X,1552706197,759998,984
X,1552706197,760300,1100
X,1552706198,761174,1165
X,1552706199,760121,2658
X,1552706199,759841,1062
X,1552706200,760147,624
X,1552706200,760383,749
X,1552706201,760521,1047
X,1552706201,760701,1378
X,1552706202,760411,901
X,1552706203,760777,673
X,1552706203,761113,669
X,1552706204,761159,829
X,1552706204,760814,679
X,1552706205,760823,628
X,1552706205,759910,10759
X,1552706206,760468,37319
X,1552706206,346609,39744
X,1552706207,346781,1396
X,1552706208,344098,5177
X,1552706208,341827,42574
X,1552706209,340841,23631
X,1552706209,340641,12774
X,1552706210,339623,8147
X,1552706210,339038,4260
X,1552706211,339101,2374
X,1552706212,338703,2346
X,1552706212,338049,1887
O,1552706213,338357,2108
O,1552706213,338486,749
O,1552706214,338445,1423
O,1552706214,338987,821
O,1552706215,338763,473
O,1552706216,338031,1262
O,1552706216,338312,875
O,1552706217,338779,308
O,1552706217,338710,538
O,1552706218,338988,135
O,1552706218,338705,379
O,1552706219,338552,206
O,1552706220,338562,164
O,1552706220,338612,91
O,1552706221,338617,204
O,1552706221,338665,204
O,1552706222,338722,201
O,1552706222,338773,154
O,1552706223,338857,175
O,1552706223,339050,204
P,1552706224,5132
O,1552706224,339308,397
O,1552706225,339605,278
O,1552706225,339881,926
O,1552706226,339912,327
O,1552706226,339709,616
O,1552706227,339665,323
O,1552706227,339283,456
O,1552706228,338911,384
O,1552706229,338770,219
O,1552706229,338868,296
O,1552706230,338703,536
O,1552706230,337828,860
O,1552706231,337637,1150
O,1552706231,337799,532
O,1552706231,337857,770
O,1552706232,337611,819
O,1552706232,337602,520
O,1552706233,338034,330
O,1552706233,338010,255
O,1552706234,337403,648
O,1552706234,338207,1368
O,1552706235,338002,487
O,1552706236,338005,467
O,1552706236,337950,361
O,1552706237,337817,416
O,1552706237,338277,567
O,1552706238,338255,331
O,1552706238,338346,294
O,1552706239,338532,630
