H,1554237172,337272
P,1554237172,5118
P,1554237202,5116
P,1554237231,5116
P,1554237260,5119
P,1554237290,5117
P,1554237319,5118
P,1554237348,5118
P,1554237377,5118
D,1554237402,499200
R,1554237402,700D98F55
R,1554237402,700D98F55
R,1554237402,700D98F55
X,1554237404,754453,45350
X,1554237404,760427,62753
X,1554237405,759541,10549
X,1554237406,760053,4985
X,1554237406,758821,7167
X,1554237407,759645,4702
X,1554237407,760094,6095
P,1554237407,5112
X,1554237408,760188,8053
X,1554237408,761158,3750
X,1554237409,760281,2287
X,1554237410,761396,7879
X,1554237410,760999,3456
X,1554237411,760778,1770
X,1554237411,760330,8220
X,1554237412,759961,28092
X,1554237412,761025,8369
X,1554237413,760226,1301
X,1554237414,759952,7984
X,1554237414,759480,20024
X,1554237415,760424,3780
X,1554237415,760565,4957
X,1554237416,761433,2715
X,1554237416,761287,2738
X,1554237416,761426,1949
X,1554237416,761716,5898
X,1554237417,761538,3699
X,1554237418,761624,2532
X,1554237418,761671,1481
X,1554237419,761813,5194
X,1554237419,761218,6801
X,1554237420,761898,7263
X,1554237420,761749,1558
X,1554237421,761877,6683
X,1554237422,761754,1764
X,1554237422,762054,1203
X,1554237423,762356,1027
X,1554237423,762314,6263
X,1554237424,762148,1716
X,1554237424,762256,1792
X,1554237425,761897,11168
X,1554237426,762123,5103
X,1554237426,762118,2918
X,1554237427,762032,1324
X,1554237427,761991,1008
X,1554237428,762110,5346
X,1554237428,761407,15466
X,1554237429,762517,4951
X,1554237430,761663,18234
X,1554237430,761717,2380
X,1554237431,762148,3034
X,1554237431,761756,1500
X,1554237432,761885,1307
X,1554237432,761889,1483
X,1554237433,761939,3707
X,1554237434,762043,1482
X,1554237434,762140,1624
X,1554237435,761862,1108
X,1554237435,762098,4082
X,1554237436,761949,2749
X,1554237436,762637,14161
P,1554237437,5108
X,1554237437,761453,5666
X,1554237437,762199,1711
X,1554237438,762063,3788
X,1554237439,762231,1723
X,1554237439,761933,1967
X,1554237440,762137,1492
X,1554237440,761966,1262
X,1554237441,762693,5818
X,1554237441,761768,2802
X,1554237442,761844,1751
X,1554237443,761968,1268
X,1554237443,761621,5162
X,1554237444,761908,4778
X,1554237444,761843,3111
X,1554237445,761884,1411
X,1554237445,761837,1741
X,1554237446,761517,4621
X,1554237447,761961,3012
X,1554237447,762137,2161
X,1554237448,762147,1194
X,1554237448,762093,1346
X,1554237449,762742,6673
X,1554237449,762130,5022
X,1554237450,762104,2076
X,1554237451,762082,1046
X,1554237451,762157,924
X,1554237452,762194,4327
X,1554237452,762291,6379
X,1554237453,762375,2060
X,1554237453,762542,1396
X,1554237454,760716,19101
X,1554237454,762252,5082
X,1554237455,762388,1790
X,1554237456,762073,17157
X,1554237456,761630,41946
X,1554237457,762028,2923
X,1554237457,761977,4493
X,1554237457,761864,1439
X,1554237457,761758,1624
X,1554237458,761631,1681
X,1554237459,761140,2930
X,1554237459,761835,3062
X,1554237460,761784,1342
X,1554237460,761648,1383
X,1554237461,761668,3925
X,1554237461,760466,9566
X,1554237462,760854,1501
X,1554237463,760997,1937
X,1554237463,760153,1502
X,1554237464,760503,2627
X,1554237464,760501,2518
X,1554237465,759940,1673
X,1554237465,759702,2117
P,1554237466,5111
X,1554237466,760768,4235
X,1554237467,760670,5179
X,1554237467,761294,2117
X,1554237468,761370,13420
X,1554237468,761102,2363
X,1554237469,761571,2188
X,1554237469,761844,3974
X,1554237470,761293,2435
X,1554237471,761993,1998
X,1554237471,762620,1645
X,1554237472,762397,1481
X,1554237472,762101,3891
X,1554237473,761973,1221
X,1554237473,762098,2248
X,1554237474,760621,21996
X,1554237474,761906,2138
X,1554237475,761665,2707
X,1554237476,761906,1300
X,1554237476,761772,9574
X,1554237477,761847,3974
X,1554237477,761217,2119
X,1554237478,761122,5828
X,1554237478,761039,1110
X,1554237479,760795,1548
X,1554237480,761266,1836
X,1554237480,761970,454
X,1554237481,762052,2202
X,1554237481,761785,1655
X,1554237482,761953,1298
X,1554237482,762213,823
X,1554237483,762101,1362
X,1554237484,763078,4152
X,1554237484,762773,2667
X,1554237485,762398,1860
X,1554237485,762245,1057
X,1554237486,762196,867
X,1554237486,762413,2780
X,1554237487,762424,2053
X,1554237488,762438,18193
X,1554237488,762850,4353
X,1554237489,762137,1348
X,1554237489,762342,4121
X,1554237490,762464,1730
X,1554237490,762398,1854
X,1554237491,762478,1203
