H,1553055308,337272
T,1553055308,2747
R,1553055308,700D98F55
X,1553055309,726986,844
X,1553055310,727252,595
X,1553055311,726954,715
X,1553055311,726956,519
X,1553055312,726972,1198
X,1553055312,726835,752
X,1553055313,726952,653
X,1553055313,727065,577
X,1553055314,727064,518
X,1553055315,726895,927
X,1553055315,726677,625
X,1553055316,726678,1692
X,1553055316,726680,329
X,1553055317,726746,483
X,1553055317,726642,1662
X,1553055318,726287,684
X,1553055319,726036,1096
X,1553055319,726394,862
X,1553055320,727035,2008
X,1553055320,727056,772
X,1553055321,726936,929
P,1553055321,5111
X,1553055321,727067,758
X,1553055322,727077,1463
X,1553055323,727293,1692
X,1553055323,726421,2293
X,1553055324,726880,937
X,1553055324,726993,903
X,1553055325,727168,852
A,1553055325,726892,965
T,1553055325,2747
R,1553055325,700D98F55
X,1553055327,726730,1114
X,1553055327,726657,737
X,1553055328,726604,760
X,1553055328,726701,650
X,1553055329,726601,547
X,1553055330,726722,1016
X,1553055330,728002,25446
X,1553055331,726911,15047
X,1553055331,726909,30296
X,1553055332,726917,1595
X,1553055332,727022,617
X,1553055333,726997,352
X,1553055334,726989,1547
X,1553055334,726793,653
X,1553055335,727048,936
X,1553055335,727014,482
X,1553055336,727026,938
X,1553055336,727057,1137
X,1553055337,728115,17891
X,1553055338,727071,9466
X,1553055338,726805,25505
X,1553055339,726994,1497
X,1553055339,727279,502
X,1553055340,727381,431
X,1553055340,727255,889
X,1553055341,727025,1738
X,1553055341,727142,772
X,1553055342,727030,504
X,1553055343,727025,889
X,1553055343,726951,752
X,1553055344,727055,608
X,1553055344,727033,560
X,1553055345,727110,499
A,1553055345,726986,780
T,1553055345,2747
R,1553055345,700D98F55
X,1553055346,727054,761
X,1553055346,727078,498
X,1553055347,727101,937
X,1553055348,726907,820
X,1553055348,726900,1432
X,1553055349,726830,703
X,1553055349,726897,455
X,1553055350,727043,940
P,1553055350,5112
X,1553055350,727075,552
X,1553055351,727173,766
X,1553055352,727138,349
X,1553055352,727099,393
X,1553055353,727000,935
X,1553055353,726958,481
X,1553055354,726950,1357
X,1553055354,726986,486
X,1553055355,727138,577
X,1553055355,727190,777
X,1553055356,726601,882
X,1553055357,726329,827
X,1553055357,726775,645
X,1553055358,726939,446
A,1553055358,726965,861
T,1553055358,2747
R,1553055358,700D98F55
X,1553055360,726651,1964
X,1553055360,726555,583
X,1553055361,726787,809
X,1553055361,726682,768
X,1553055362,726290,1242
X,1553055363,726290,567
X,1553055363,726174,1395
X,1553055364,726219,1421
X,1553055364,726763,944
X,1553055365,726864,1415
X,1553055365,726780,900
X,1553055366,726941,1602
X,1553055366,726514,1291
X,1553055367,726821,1136
X,1553055368,726475,800
X,1553055368,726770,1764
X,1553055369,726670,1191
X,1553055369,727088,1155
X,1553055370,726724,527
X,1553055370,726586,1965
X,1553055371,726593,970
X,1553055372,726785,1754
X,1553055372,726704,792
X,1553055373,726634,1152
X,1553055373,726720,803
X,1553055374,726494,2640
X,1553055374,726581,1048
X,1553055375,726579,662
X,1553055376,726513,1174
X,1553055376,726290,740
X,1553055377,726383,1081
X,1553055377,726443,732
X,1553055378,726361,678
X,1553055378,726425,874
X,1553055379,726297,1004
X,1553055380,726415,921
X,1553055380,726412,547
P,1553055380,5114
X,1553055381,726475,1504
X,1553055381,726424,807
X,1553055382,726552,1814
X,1553055382,727037,985
A,1553055382,726572,747
T,1553055383,2747
R,1553055383,700D98F55
X,1553055384,727078,1635
X,1553055385,727164,622
X,1553055385,726996,850
X,1553055386,727047,929
X,1553055386,726968,865
X,1553055386,727081,728
X,1553055387,726900,666
X,1553055387,726965,903
X,1553055388,726816,749
X,1553055388,726341,9841
X,1553055389,726948,1055
X,1553055390,726941,2516
X,1553055390,726720,3711
X,1553055391,726734,991
X,1553055391,726975,741
X,1553055392,727179,493
X,1553055392,727276,935
X,1553055393,726984,840
X,1553055394,727028,932
X,1553055394,727080,801
X,1553055395,727198,2925
X,1553055395,726562,1611
X,1553055396,726947,916
X,1553055396,726963,1964
X,1553055397,726869,955
X,1553055398,726925,1587
X,1553055398,726968,967
X,1553055399,726992,2104
X,1553055399,726686,753
X,1553055400,726730,1838
X,1553055400,726937,534
A,1553055400,726980,590
