H,1553627734,337272
T,1553627734,2799
R,1553627734,700D98F55
X,1553627736,765879,3353
X,1553627736,768088,1251
X,1553627737,766702,2034
X,1553627737,767714,1585
X,1553627738,767841,3120
X,1553627739,768347,2686
X,1553627739,768098,1177
X,1553627740,768038,792
X,1553627740,768151,548
X,1553627740,767864,1254
X,1553627740,767480,1029
X,1553627741,767711,1013
X,1553627742,767841,990
X,1553627742,768042,872
X,1553627743,768403,766
X,1553627743,768476,774
X,1553627744,768691,1475
X,1553627744,768594,696
X,1553627745,768381,956
X,1553627746,768299,819
X,1553627746,768287,470
X,1553627747,768313,1425
X,1553627747,768264,1686
X,1553627748,767972,695
X,1553627748,767797,931
X,1553627749,767664,767
X,1553627750,767884,11368
X,1553627750,768038,3353
X,1553627751,767148,1826
X,1553627751,767103,1927
X,1553627752,767117,594
X,1553627752,767869,1371
X,1553627753,768153,1019
X,1553627753,768144,1804
X,1553627754,767851,1284
X,1553627755,768139,829
X,1553627755,768292,9702
X,1553627756,768298,6613
X,1553627756,767981,15374
P,1553627757,5117
X,1553627757,768403,49563
X,1553627757,767228,46725
X,1553627758,766841,43628
X,1553627759,766203,37232
X,1553627759,765332,62383
X,1553627760,766497,13067
X,1553627760,768506,23124
X,1553627761,766940,17482
X,1553627761,768676,9621
X,1553627762,765551,12489
X,1553627763,766524,3040
X,1553627763,767391,3411
X,1553627764,767422,19112
X,1553627764,768173,2584
X,1553627765,767612,26710
X,1553627765,768414,10156
X,1553627766,765897,44066
X,1553627767,764155,64749
X,1553627767,766265,45027
X,1553627768,767127,40927
X,1553627768,766447,46970
X,1553627769,768200,3130
X,1553627769,767477,1676
X,1553627770,767439,16466
X,1553627771,764499,20729
X,1553627771,767867,41832
X,1553627772,766608,32117
X,1553627772,766786,14160
X,1553627773,766340,13719
X,1553627773,767323,1886
X,1553627774,767170,1022
X,1553627774,767195,1574
X,1553627775,767063,1798
X,1553627776,767223,13225
X,1553627776,767377,4146
X,1553627777,767156,7001
X,1553627777,767108,22199
X,1553627778,765396,23254
X,1553627778,767305,20980
X,1553627779,766266,4282
X,1553627780,767134,17216
X,1553627780,765877,33360
X,1553627781,767478,13219
X,1553627781,767351,3105
X,1553627781,767816,13412
X,1553627781,768262,8910
X,1553627782,767929,15343
X,1553627783,767618,11761
X,1553627783,765832,20468
X,1553627784,767773,13013
X,1553627784,768031,2588
X,1553627785,769330,2758
X,1553627785,769534,15848
P,1553627786,5114
X,1553627786,769300,3818
X,1553627787,769205,1922
X,1553627787,768213,2619
X,1553627788,768357,1169
X,1553627788,768981,10366
X,1553627789,767017,2952
X,1553627789,766881,1193
X,1553627790,765308,3947
X,1553627790,767122,3753
X,1553627791,766479,12784
X,1553627792,768937,31904
X,1553627792,766904,24779
X,1553627793,767232,10284
X,1553627793,766767,27226
X,1553627794,765668,30308
X,1553627794,768349,30293
X,1553627795,767414,5859
X,1553627796,769485,26880
X,1553627796,769053,20231
X,1553627797,763998,10326
X,1553627797,764226,11016
X,1553627798,765519,16170
X,1553627798,770675,28353
X,1553627799,768771,46753
X,1553627800,768805,34652
X,1553627800,766211,11448
X,1553627801,762712,28933
X,1553627801,761490,19042
X,1553627802,761658,9503
X,1553627802,761923,3872
X,1553627803,763518,2218
X,1553627804,766536,10353
X,1553627804,765460,10582
X,1553627805,765771,4033
X,1553627805,765772,6954
X,1553627806,765089,24381
X,1553627806,763189,7957
X,1553627807,762076,23408
X,1553627808,762746,5512
X,1553627808,765540,4804
X,1553627809,765912,11556
X,1553627809,766110,4749
X,1553627810,765813,1230
X,1553627810,765832,1495
X,1553627811,766998,19197
X,1553627811,767765,16285
X,1553627812,767440,4131
X,1553627813,768627,6061
X,1553627813,765545,20468
X,1553627814,767032,2509
X,1553627814,771502,5536
X,1553627815,770772,2600
X,1553627815,771059,3291
P,1553627816,5114
X,1553627816,769812,11763
X,1553627817,770234,3602
X,1553627817,772283,5057
X,1553627818,771414,3095
X,1553627818,769268,5957
X,1553627819,767434,14390
X,1553627819,766187,9442
X,1553627820,765152,3113
X,1553627821,765390,1143
X,1553627821,765713,14659
X,1553627822,766306,30331
X,1553627822,765621,5312
X,1553627822,766356,20356
X,1553627822,764533,10876
X,1553627823,764806,16342
X,1553627824,765161,30713
X,1553627824,762578,31749
X,1553627825,766064,18524
X,1553627825,766356,45014
X,1553627826,766543,2914
X,1553627826,767423,26657
X,1553627827,767507,15554
