H,1553571736,337272
R,1553571736,700D98F55
X,1553571737,778108,14147
X,1553571738,774537,58979
X,1553571738,774277,20966
X,1553571739,773541,11009
X,1553571740,773864,12207
X,1553571740,774191,11225
X,1553571741,775618,5536
X,1553571741,776834,3419
X,1553571742,778387,8368
X,1553571742,777651,20709
X,1553571743,780074,13157
X,1553571744,777716,13955
X,1553571744,778859,5744
X,1553571745,778124,20732
X,1553571745,777469,12283
X,1553571746,777241,14616
X,1553571746,775420,13726
X,1553571747,776174,12818
X,1553571748,776211,5003
X,1553571748,775852,4897
X,1553571749,776256,5620
X,1553571749,776439,7512
X,1553571750,777285,6266
X,1553571750,778335,3886
X,1553571751,778603,1148
X,1553571751,777990,2808
P,1553571752,5096
X,1553571752,777186,4470
X,1553571753,777089,2673
X,1553571753,774982,4113
X,1553571754,772096,12463
X,1553571754,771905,10047
X,1553571755,772928,3254
X,1553571755,774521,2865
X,1553571756,775384,2502
X,1553571757,775099,1856
X,1553571757,776064,3630
X,1553571758,777890,3551
X,1553571758,777720,2212
X,1553571759,776961,1615
X,1553571759,776519,1784
X,1553571760,776368,1455
X,1553571761,776383,3068
X,1553571761,775873,1915
X,1553571762,776329,5213
X,1553571762,776734,4738
X,1553571763,776035,2077
X,1553571763,776134,1840
X,1553571764,777042,4202
X,1553571765,777943,1586
X,1553571765,777081,1903
X,1553571766,779036,16620
X,1553571766,777075,8266
X,1553571767,777916,3513
X,1553571767,778029,3160
X,1553571768,778944,2228
X,1553571768,780077,3499
X,1553571769,780873,10781
X,1553571769,780341,9638
X,1553571769,778499,8022
X,1553571770,777528,4897
X,1553571770,777434,3670
X,1553571771,778874,2962
X,1553571771,779350,2115
X,1553571772,780425,4089
X,1553571773,782230,10404
X,1553571773,780599,6004
X,1553571774,778217,5387
X,1553571774,778341,3933
X,1553571775,778737,1828
X,1553571775,778385,5882
X,1553571776,777638,2078
X,1553571777,777323,3436
X,1553571777,777547,3373
X,1553571778,777481,5716
X,1553571778,777280,1558
X,1553571779,777428,4716
X,1553571779,776863,1769
X,1553571780,777250,2483
X,1553571781,778062,1262
P,1553571781,5100
X,1553571781,779239,6170
X,1553571782,770344,17088
X,1553571782,778701,7341
X,1553571783,773913,19596
X,1553571783,775002,10400
X,1553571784,771972,6713
X,1553571785,771060,7213
X,1553571785,768795,4456
X,1553571786,772168,5541
X,1553571786,774186,2570
X,1553571787,774020,3687
X,1553571787,775451,4919
X,1553571788,776096,5193
X,1553571788,777544,7194
X,1553571789,776667,4843
X,1553571790,776768,4532
X,1553571790,776133,2360
X,1553571791,777027,978
X,1553571791,776891,2051
X,1553571792,776798,1298
X,1553571792,776730,2022
X,1553571793,776799,1004
X,1553571794,777258,7263
X,1553571794,776492,11981
X,1553571795,776956,1907
X,1553571795,776672,5088
X,1553571796,776725,3780
X,1553571796,776052,1674
X,1553571797,777771,4050
X,1553571798,778213,2489
X,1553571798,777050,4731
X,1553571799,776129,3890
X,1553571799,777992,3530
X,1553571800,778051,2314
X,1553571800,777317,1835
X,1553571801,777034,2482
X,1553571802,777824,1845
X,1553571802,777742,2111
X,1553571803,776914,4807
X,1553571803,776059,2377
X,1553571804,776465,3408
X,1553571804,776399,3171
X,1553571805,776691,2270
X,1553571805,775571,5035
X,1553571806,773905,6144
X,1553571807,770493,18516
X,1553571807,771827,8486
X,1553571808,774026,12092
X,1553571808,775564,9034
X,1553571809,776198,4945
X,1553571809,776681,4450
X,1553571810,776875,5625
X,1553571810,777285,8916
P,1553571810,5098
X,1553571810,776500,7856
X,1553571811,776787,11725
X,1553571811,777315,5437
X,1553571812,775378,5127
X,1553571812,775059,6198
X,1553571813,777255,12844
X,1553571814,777459,4737
X,1553571814,776272,7183
X,1553571815,778212,3636
X,1553571815,775948,8950
X,1553571816,774452,3709
X,1553571816,770872,16606
X,1553571817,770665,6270
X,1553571818,772175,7046
X,1553571818,773603,7369
X,1553571819,773710,3289
X,1553571819,775345,2457
X,1553571820,775774,6105
X,1553571820,776002,2179
X,1553571821,776286,2880
X,1553571821,776437,1587
X,1553571822,776229,741
X,1553571823,775988,939
X,1553571823,776613,1623
X,1553571824,776670,3111
X,1553571824,776136,3005
X,1553571825,775769,8382
X,1553571825,775692,24060
X,1553571826,777727,24671
X,1553571827,782747,15873
X,1553571827,778454,9412
X,1553571828,777651,3603
X,1553571828,778343,1177
X,1553571829,778403,1825
X,1553571829,778071,2350
