H,1552705029,337272
T,1552705029,2817
U,1552705030,36693
X,1552705031,758836,995
X,1552705032,758814,2010
X,1552705032,758848,1352
X,1552705033,759057,503
X,1552705033,758642,577
X,1552705034,758693,631
X,1552705035,759017,1079
X,1552705035,759349,1227
X,1552705036,759700,650
X,1552705036,760025,1014
X,1552705037,759696,761
X,1552705037,759611,542
X,1552705038,759695,567
X,1552705039,759497,730
X,1552705039,759680,851
X,1552705040,759528,1025
X,1552705040,759434,655
X,1552705041,759251,479
X,1552705041,759424,1000
X,1552705042,759125,853
X,1552705042,759401,1093
X,1552705042,759566,650
X,1552705043,759373,914
X,1552705043,759409,816
X,1552705044,758998,1135
X,1552705044,758315,1483
X,1552705045,759316,1339
X,1552705045,758703,1780
X,1552705046,758726,1400
X,1552705047,759110,820
X,1552705047,758640,2335
P,1552705048,5129
X,1552705048,759322,1958
X,1552705048,758847,2500
X,1552705049,758936,1760
X,1552705049,758720,2756
X,1552705050,758658,22020
X,1552705051,757391,19500
X,1552705051,760763,26317
X,1552705052,758626,32603
X,1552705052,759011,19936
X,1552705053,761247,18102
X,1552705053,760125,16138
X,1552705054,758898,11014
X,1552705055,759704,14628
X,1552705055,760087,10426
X,1552705056,759444,2484
X,1552705056,759870,18663
X,1552705057,759508,7327
X,1552705057,760187,11055
X,1552705058,758843,9272
X,1552705059,760548,28015
X,1552705059,758586,25258
X,1552705060,759026,12609
X,1552705060,758088,22087
X,1552705061,759809,19470
X,1552705061,759848,18987
X,1552705062,759399,16410
X,1552705062,758394,7909
X,1552705063,759322,5395
X,1552705064,760736,27801
X,1552705064,760040,12016
X,1552705065,760033,9023
X,1552705065,760202,2150
X,1552705066,759664,2354
X,1552705066,759489,1829
X,1552705067,759410,15756
X,1552705068,758972,9202
X,1552705068,759960,2184
X,1552705069,759074,7969
X,1552705069,758442,5167
X,1552705070,759485,9025
X,1552705070,759399,5013
X,1552705071,758843,6710
X,1552705072,759319,9659
X,1552705072,759129,19140
X,1552705073,758870,10717
X,1552705073,758966,10801
X,1552705074,759586,11278
X,1552705074,760105,2231
X,1552705075,759602,11485
X,1552705076,759565,13032
X,1552705076,759880,1046
X,1552705077,759329,1391
X,1552705077,759678,1142
X,1552705078,758869,2950
P,1552705078,5136
X,1552705078,759994,8996
X,1552705079,759631,10373
X,1552705080,760637,13021
X,1552705080,759909,17699
X,1552705081,760835,17125
X,1552705081,759177,16254
X,1552705082,759996,14295
X,1552705082,759378,2133
X,1552705083,758770,9677
X,1552705083,759306,3797
X,1552705083,759371,1027
X,1552705084,759283,6323
X,1552705084,760019,8851
X,1552705085,758870,26786
X,1552705085,760320,35752
X,1552705086,759382,14385
X,1552705086,758833,15056
X,1552705087,759159,13228
X,1552705088,760024,13606
X,1552705088,759794,7191
X,1552705089,759918,4250
X,1552705089,760317,8984
X,1552705090,758934,9462
X,1552705090,759182,6648
X,1552705091,758156,8849
X,1552705092,759581,15690
X,1552705092,756648,22266
X,1552705093,759351,13895
X,1552705093,759708,24443
X,1552705094,759438,14389
X,1552705094,758659,15875
X,1552705095,758774,5281
X,1552705096,757333,13240
X,1552705096,758701,17052
X,1552705097,761003,28802
X,1552705097,760258,5036
X,1552705098,759662,12352
X,1552705098,760432,32896
X,1552705099,759450,15998
X,1552705099,760378,2351
X,1552705100,759391,6453
X,1552705101,759359,3526
X,1552705101,759747,1753
X,1552705102,759718,857
X,1552705102,759441,4258
X,1552705103,759895,14447
X,1552705103,759576,31943
X,1552705104,760238,50486
X,1552705105,760945,37091
X,1552705105,759769,10805
X,1552705106,759869,1637
X,1552705106,759802,2319
X,1552705107,758875,9703
P,1552705107,5134
X,1552705107,760937,3485
X,1552705108,758732,13154
X,1552705109,760257,63389
X,1552705109,760976,30023
X,1552705110,759048,7433
X,1552705110,757805,6350
X,1552705111,757842,1727
X,1552705111,756489,15774
X,1552705112,757241,34974
X,1552705113,757471,46292
X,1552705113,759580,63307
X,1552705114,759983,20703
X,1552705114,759390,21933
X,1552705115,760182,22412
X,1552705115,760038,4352
X,1552705116,759958,1804
X,1552705117,760301,1071
X,1552705117,759119,4739
X,1552705118,760358,17014
X,1552705118,759697,36743
X,1552705119,758935,14450
X,1552705119,758741,13896
X,1552705120,759567,15330
X,1552705120,758799,12717
X,1552705121,760692,12952
X,1552705122,759855,5093
X,1552705122,759030,18496
X,1552705123,758328,10116
