H,1552000257,337272
X,1552000257,781180,1362
X,1552000257,781085,1383
X,1552000258,781165,1341
X,1552000258,780930,734
X,1552000259,780832,825
A,1552000259,781000,361
T,1552000259,2807
R,1552000260,700D98F55
X,1552000261,781205,1153
X,1552000262,781177,1363
X,1552000262,781341,835
X,1552000262,781143,760
X,1552000262,781192,859
X,1552000263,781173,887
X,1552000264,781156,1377
X,1552000264,781069,614
X,1552000265,781078,896
X,1552000265,781094,784
X,1552000266,781169,1921
X,1552000266,781142,1027
X,1552000267,781118,1500
P,1552000267,5189
X,1552000268,781125,887
X,1552000268,781097,793
X,1552000269,781156,3790
X,1552000269,781081,1280
X,1552000270,781070,833
X,1552000270,781096,1571
X,1552000271,781238,925
X,1552000272,781265,944
X,1552000272,781215,1132
X,1552000273,781135,1297
X,1552000273,781180,874
X,1552000274,781147,1709
X,1552000274,781177,854
X,1552000275,781168,895
X,1552000275,781249,1118
X,1552000276,781220,1624
X,1552000277,781250,754
X,1552000277,781277,786
X,1552000278,781241,1790
X,1552000278,781304,705
X,1552000279,781290,697
X,1552000279,781221,1299
X,1552000280,781114,1230
X,1552000281,781237,1577
X,1552000281,781121,1123
X,1552000282,781250,912
A,1552000282,781189,272
T,1552000282,2807
R,1552000282,700D98F55
X,1552000284,781306,906
X,1552000284,781344,1082
X,1552000285,781308,1046
X,1552000286,781344,2220
X,1552000286,780993,24669
X,1552000287,780599,1724
X,1552000287,780895,961
X,1552000288,780806,1486
X,1552000288,780869,916
X,1552000289,780882,1001
X,1552000290,780877,896
X,1552000290,780810,1292
X,1552000291,780855,1268
X,1552000291,781004,1763
X,1552000292,780829,1408
X,1552000292,780787,2547
X,1552000293,780852,1298
X,1552000294,780862,1021
X,1552000294,780917,1195
X,1552000295,780833,1536
X,1552000295,780802,1201
X,1552000296,780837,1811
X,1552000296,780801,985
X,1552000297,780701,2096
X,1552000297,780532,1544
P,1552000297,5187
X,1552000298,780771,2018
X,1552000299,780850,1306
X,1552000299,780970,1151
X,1552000300,781048,1458
X,1552000300,781008,1985
X,1552000301,781083,571
X,1552000301,781042,1828
X,1552000302,781163,1367
X,1552000303,781123,1885
X,1552000303,781015,1242
X,1552000303,781052,1153
X,1552000303,781171,1940
X,1552000304,781041,1694
X,1552000304,780979,1115
X,1552000305,780598,1858
X,1552000306,780768,1971
X,1552000306,780828,1478
X,1552000307,780661,1460
X,1552000307,780523,1251
X,1552000308,780580,1520
X,1552000308,780545,1379
X,1552000309,780507,929
X,1552000310,780420,944
X,1552000310,780398,1864
X,1552000311,780425,3457
X,1552000311,780514,3584
X,1552000312,780574,1716
X,1552000312,780621,1355
X,1552000313,780794,961
X,1552000314,780324,2383
X,1552000314,781069,1407
X,1552000315,780627,1981
X,1552000315,781118,1639
X,1552000316,781085,748
X,1552000316,780939,645
X,1552000317,780982,772
X,1552000317,781319,1599
X,1552000318,781216,831
X,1552000319,780951,9023
X,1552000319,781528,3043
X,1552000320,781541,840
X,1552000320,781509,1124
X,1552000321,781432,968
X,1552000321,781467,505
X,1552000322,781401,1322
X,1552000323,781167,1032
X,1552000323,781218,1469
X,1552000324,781298,987
X,1552000324,781192,790
X,1552000325,781321,891
X,1552000325,781096,1434
X,1552000326,781145,1238
X,1552000327,781122,834
A,1552000327,781057,1121
P,1552000327,5187
T,1552000327,2807
R,1552000327,700D98F55
X,1552000329,781212,1041
X,1552000329,781200,887
X,1552000330,781308,1223
X,1552000330,781198,1002
X,1552000331,781224,1971
X,1552000331,781170,1089
X,1552000332,781148,1178
X,1552000332,781330,1029
X,1552000333,781152,1051
X,1552000334,781277,915
X,1552000334,781237,1587
X,1552000335,781097,1114
X,1552000335,781131,930
X,1552000336,781164,702
X,1552000336,781332,1001
X,1552000337,781423,1152
X,1552000338,781441,1705
X,1552000338,781334,1453
X,1552000339,781410,982
X,1552000339,781347,944
X,1552000340,781541,1014
X,1552000340,781533,1481
X,1552000341,781490,1372
X,1552000342,781579,1112
X,1552000342,781526,978
X,1552000343,781675,1148
X,1552000343,781637,895
X,1552000344,781636,996
X,1552000344,781243,3745
X,1552000344,781304,2443
X,1552000345,781285,1216
X,1552000345,780906,1761
X,1552000346,780856,1743
X,1552000346,781006,1530
X,1552000347,780965,1843
X,1552000347,780960,1600
X,1552000348,780944,1443
X,1552000348,780912,3293
