H,1552704096,337272
U,1552704096,36693
X,1552704098,750999,686
X,1552704098,751160,658
X,1552704098,750866,870
X,1552704099,750940,638
X,1552704099,750894,596
X,1552704100,751199,681
X,1552704100,751046,661
X,1552704101,750781,768
X,1552704101,750951,556
X,1552704102,751183,802
X,1552704103,751569,782
X,1552704103,751106,1038
X,1552704104,751220,432
X,1552704104,751290,552
X,1552704105,751279,1206
X,1552704105,750896,721
X,1552704106,750598,769
X,1552704106,750788,734
P,1552704107,5108
X,1552704107,751056,805
X,1552704108,751033,961
X,1552704108,750643,715
X,1552704109,751164,877
A,1552704109,751013,971
T,1552704109,2819
U,1552704109,36693
X,1552704111,751312,673
X,1552704111,751429,706
X,1552704112,751408,975
X,1552704112,751411,1150
X,1552704113,751018,1136
X,1552704114,750971,704
X,1552704114,751432,1178
X,1552704115,751489,908
X,1552704115,750997,857
X,1552704116,750992,916
X,1552704116,751300,590
X,1552704117,751376,512
X,1552704118,751075,822
X,1552704118,750831,786
X,1552704119,750979,870
X,1552704119,751055,804
X,1552704120,751387,916
X,1552704120,750797,1520
X,1552704121,750435,1174
X,1552704122,750601,1620
X,1552704122,750820,874
X,1552704123,750895,589
X,1552704123,750909,793
X,1552704124,751271,1098
X,1552704124,751599,1170
X,1552704125,751182,1287
X,1552704125,751161,541
X,1552704126,751291,870
X,1552704127,751188,885
A,1552704127,751143,669
T,1552704127,2819
U,1552704127,36693
X,1552704129,751185,957
X,1552704129,751124,749
X,1552704130,751194,731
X,1552704130,751325,730
X,1552704131,751532,872
X,1552704131,751266,1031
X,1552704132,751257,945
X,1552704133,751418,760
X,1552704133,751641,631
X,1552704134,751659,1010
X,1552704134,751431,794
X,1552704135,751559,711
X,1552704135,751587,818
X,1552704136,751748,591
X,1552704137,751356,1123
P,1552704137,5136
X,1552704137,751385,694
X,1552704138,751668,573
X,1552704138,751940,726
X,1552704139,751633,824
X,1552704139,751515,803
X,1552704139,751519,474
X,1552704139,751800,1098
X,1552704140,751416,1182
X,1552704141,751548,637
X,1552704141,751723,597
A,1552704141,751496,816
T,1552704141,2819
U,1552704142,36693
X,1552704143,751612,963
X,1552704144,751776,1105
X,1552704144,752007,760
X,1552704145,751563,770
X,1552704145,751741,770
X,1552704146,751772,366
X,1552704147,752127,630
X,1552704147,751571,965
X,1552704148,751350,1165
X,1552704148,751728,575
X,1552704149,751785,558
X,1552704149,751647,760
X,1552704150,751425,822
X,1552704151,751544,687
X,1552704151,751895,572
X,1552704152,751940,733
X,1552704152,751600,830
X,1552704153,751363,479
X,1552704153,751880,878
X,1552704154,751638,581
X,1552704154,751275,646
X,1552704155,751399,593
A,1552704155,751675,852
T,1552704155,2819
U,1552704156,36693
X,1552704157,751590,753
X,1552704158,751454,738
X,1552704158,751422,580
X,1552704159,751679,801
X,1552704159,751505,856
X,1552704160,751341,531
X,1552704160,751744,485
X,1552704161,751974,867
X,1552704162,751656,1348
X,1552704162,751188,724
X,1552704163,751329,445
X,1552704163,751078,1009
X,1552704164,751156,791
X,1552704164,751395,917
X,1552704165,751333,539
X,1552704166,751556,906
P,1552704166,5137
X,1552704166,751362,640
X,1552704167,751233,980
X,1552704167,751586,726
X,1552704168,751993,820
X,1552704168,752522,522
X,1552704169,752285,1087
X,1552704170,751736,956
A,1552704170,751554,1366
T,1552704170,2819
U,1552704170,36693
X,1552704171,751934,740
X,1552704172,751928,563
X,1552704173,752055,633
X,1552704173,752472,1105
X,1552704174,752067,1192
X,1552704174,751957,749
X,1552704175,752048,595
X,1552704175,751962,571
X,1552704176,751349,5176
X,1552704177,751794,1477
X,1552704177,752200,480
X,1552704178,752247,722
X,1552704178,752233,824
X,1552704179,752000,1032
X,1552704179,751944,601
X,1552704180,752088,917
X,1552704180,752140,1072
X,1552704180,751611,682
X,1552704181,751329,804
X,1552704181,751834,1258
X,1552704182,752005,982
X,1552704182,751998,3039
X,1552704183,750896,3149
X,1552704184,750815,1754
X,1552704184,751540,1239
X,1552704185,751241,1029
X,1552704185,751467,1421
X,1552704186,750965,905
X,1552704186,751045,859
X,1552704187,751311,736
X,1552704187,751332,960
X,1552704188,750997,764
X,1552704189,751459,668
A,1552704189,751732,1282
