H,1548260432,328878
X,1548260432,956229,2613
X,1548260432,956313,3078
X,1548260433,956423,1841
X,1548260434,956324,770
X,1548260434,956243,3902
X,1548260435,956162,4001
X,1548260435,956292,3028
X,1548260436,956342,1349
X,1548260436,956375,1225
X,1548260437,956364,1416
X,1548260438,956237,1194
X,1548260438,956355,702
X,1548260438,956338,836
X,1548260438,956232,816
X,1548260439,956436,1295
X,1548260439,956441,1458
X,1548260440,956357,686
X,1548260441,956413,676
X,1548260441,956478,625
X,1548260442,956566,583
X,1548260442,956513,1555
X,1548260443,956292,7409
X,1548260443,956476,3146
X,1548260444,956659,1951
X,1548260445,956646,2091
X,1548260445,956656,2828
X,1548260446,956912,2123
X,1548260446,957160,2225
X,1548260447,957161,2756
X,1548260447,956971,1574
X,1548260448,956971,2165
X,1548260449,956707,1555
X,1548260449,956789,685
X,1548260450,956813,1224
X,1548260450,956809,657
X,1548260451,956754,725
A,1548260451,917560,57883
T,1548260451,2758
U,1548260451,46921
X,1548260453,956739,474
X,1548260453,956883,2292
X,1548260454,956979,4069
X,1548260454,956756,4860
X,1548260455,956537,4712
X,1548260456,956643,2784
X,1548260456,956846,2889
X,1548260457,956915,2685
X,1548260457,956842,2058
X,1548260458,956690,1763
X,1548260458,956672,1448
P,1548260459,5059
X,1548260459,956707,247
X,1548260460,956706,1665
X,1548260460,956593,2383
X,1548260461,956508,5260
X,1548260461,956605,2510
X,1548260462,956701,4489
X,1548260462,956962,9621
X,1548260463,955896,13085
X,1548260464,955874,9727
X,1548260464,956569,13876
X,1548260465,957147,17609
X,1548260465,957030,2516
X,1548260466,956900,6683
C,1548260466,0
X,1548260466,957185,4388
X,1548260467,957439,6001
X,1548260467,957319,6771
X,1548260468,957320,8308
X,1548260469,957683,8522
X,1548260469,958302,17019
X,1548260470,958294,16937
X,1548260470,957832,8365
X,1548260471,957285,7710
X,1548260471,957396,5512
X,1548260472,957686,8262
X,1548260473,957241,7831
X,1548260473,957250,7134
X,1548260474,957768,8121
X,1548260474,957685,7323
X,1548260475,958541,26147
X,1548260475,957479,22382
X,1548260476,956858,24708
X,1548260477,957693,6462
X,1548260477,957639,9752
X,1548260478,957552,25111
X,1548260478,957187,9992
X,1548260479,957112,7202
X,1548260479,957451,7109
X,1548260479,957389,10583
X,1548260480,956457,8670
X,1548260480,955925,5578
X,1548260481,956089,4408
X,1548260481,973036,37281
X,1548260482,1024841,14
X,1548260482,1088981,8741
X,1548260483,890765,40526
X,1548260484,719139,21996
X,1548260484,719500,13870
X,1548260485,718407,26166
X,1548260485,717332,11568
X,1548260486,716863,9048
X,1548260486,716685,1920
X,1548260487,717635,30366
X,1548260487,717234,30946
P,1548260488,5188
X,1548260488,742565,598
X,1548260489,447643,58499
X,1548260489,349958,23817
X,1548260490,349396,12461
X,1548260490,347408,6446
X,1548260491,346774,3208
X,1548260491,346325,1203
X,1548260492,346418,10268
X,1548260493,344927,12665
X,1548260493,348698,20288
X,1548260494,348870,8336
X,1548260494,347837,2996
X,1548260495,347200,1591
O,1548260495,346853,1472
O,1548260496,346496,1166
O,1548260497,346272,753
O,1548260497,346005,547
O,1548260498,345760,854
O,1548260498,345571,1596
O,1548260499,345374,2223
O,1548260499,344867,4862
O,1548260500,344523,2586
O,1548260501,344546,1554
O,1548260501,344258,1329
O,1548260502,344079,755
O,1548260502,343922,479
O,1548260503,344262,357
O,1548260503,344231,376
O,1548260504,343885,546
O,1548260505,343335,782
O,1548260505,343242,1073
O,1548260506,342902,894
O,1548260506,342619,1110
O,1548260507,342145,2130
O,1548260507,341946,1311
O,1548260508,342150,1877
O,1548260508,342385,478
O,1548260509,342327,2857
O,1548260510,342314,3790
O,1548260510,342241,5280
O,1548260511,342353,2166
O,1548260511,342242,2035
O,1548260512,342374,1446
O,1548260512,342083,1816
O,1548260513,342100,2082
O,1548260514,342277,1316
O,1548260514,341991,888
O,1548260515,341763,547
O,1548260515,341778,875
O,1548260516,341594,376
O,1548260516,341790,828
O,1548260517,341654,817
O,1548260518,341499,826
P,1548260518,5190
O,1548260518,341430,921
O,1548260519,341299,537
O,1548260519,341172,3642
O,1548260520,341300,985
O,1548260520,341419,1656
O,1548260520,341210,1537
O,1548260521,341057,3758
O,1548260521,341036,2524
O,1548260522,340516,1952
O,1548260522,340668,2878
O,1548260523,340645,3039
O,1548260523,340660,3323
