H,1549561138,328878
P,1549561138,5104
P,1549561168,5102
P,1549561197,5102
P,1549561227,5102
P,1549561256,5104
P,1549561286,5103
P,1549561315,5102
P,1549561344,5103
P,1549561374,5104
P,1549561403,5104
P,1549561432,5104
P,1549561461,5102
P,1549561491,5103
P,1549561521,5104
P,1549561550,5103
P,1549561580,5104
P,1549561609,5101
P,1549561638,5104
P,1549561667,5103
P,1549561697,5103
P,1549561726,5104
P,1549561755,5103
P,1549561785,5104
P,1549561815,5103
P,1549561844,5102
P,1549561873,5103
P,1549561903,5104
P,1549561932,5104
P,1549561961,5104
P,1549561991,5104
P,1549562020,5102
P,1549562049,5104
P,1549562078,5104
P,1549562109,5103
P,1549562138,5103
P,1549562167,5104
P,1549562197,5103
P,1549562226,5103
P,1549562255,5103
P,1549562284,5104
P,1549562314,5102
P,1549562343,5104
P,1549562372,5103
P,1549562403,5103
P,1549562432,5104
P,1549562461,5103
P,1549562490,5102
O,1549562493,320470,2765
O,1549562494,320711,956
O,1549562494,320782,916
O,1549562495,320301,1005
O,1549562495,320543,640
O,1549562496,321050,665
O,1549562496,320897,475
O,1549562497,321161,580
O,1549562497,321256,546
O,1549562498,321085,1791
O,1549562499,321663,472
O,1549562499,321926,317
O,1549562500,321845,254
O,1549562500,321612,992
O,1549562501,321570,741
O,1549562501,321393,372
O,1549562502,321258,684
O,1549562503,321072,862
O,1549562503,321862,752
O,1549562504,321745,963
O,1549562504,321610,940
O,1549562505,321478,1070
O,1549562505,321682,770
O,1549562506,321544,311
O,1549562507,321652,689
O,1549562507,321914,1053
O,1549562508,321467,583
O,1549562508,321231,623
O,1549562509,321339,387
O,1549562509,321522,322
O,1549562510,321653,553
O,1549562511,321592,337
O,1549562511,322049,943
O,1549562512,322992,1613
O,1549562512,322751,1015
O,1549562513,322563,602
O,1549562513,322192,584
O,1549562514,322408,825
O,1549562515,321964,901
O,1549562515,321480,455
O,1549562516,321287,748
O,1549562516,321708,1495
O,1549562517,321510,381
O,1549562517,321254,431
O,1549562518,321158,341
O,1549562518,321176,481
O,1549562519,320936,490
O,1549562520,320214,1114
P,1549562520,5096
O,1549562520,320361,1419
O,1549562521,320887,580
O,1549562521,320853,593
O,1549562522,320537,483
O,1549562522,320422,876
O,1549562523,319670,820
O,1549562524,319630,705
O,1549562524,319436,696
O,1549562525,319290,885
O,1549562525,319545,1076
O,1549562526,319215,1257
O,1549562526,319775,680
O,1549562527,320553,999
O,1549562527,320656,677
O,1549562527,320913,368
O,1549562528,320728,576
O,1549562528,320690,471
O,1549562529,320766,1015
O,1549562529,321292,539
O,1549562530,320998,261
O,1549562531,321345,386
O,1549562531,321509,457
O,1549562532,321529,235
O,1549562532,321525,409
O,1549562533,321639,828
O,1549562533,321767,526
O,1549562534,321545,413
O,1549562534,321399,622
O,1549562535,321304,529
O,1549562536,321090,269
O,1549562536,320918,317
O,1549562537,320788,429
O,1549562537,320689,533
O,1549562538,320596,656
O,1549562538,320815,444
O,1549562539,321229,938
O,1549562540,321764,417
O,1549562540,321730,666
O,1549562541,321368,226
O,1549562541,321179,472
O,1549562542,320930,304
O,1549562542,321134,414
O,1549562543,321383,434
O,1549562544,321442,510
O,1549562544,321430,373
O,1549562545,321424,657
O,1549562545,321291,1037
O,1549562546,321439,633
O,1549562546,321526,638
O,1549562547,321291,1086
O,1549562548,320934,394
O,1549562548,320729,614
O,1549562549,320477,743
T,1549562549,2755
P,1549562549,5095
P,1549562578,5103
P,1549562608,5103
P,1549562637,5103
P,1549562666,5103
P,1549562696,5102
P,1549562726,5103
P,1549562755,5103
P,1549562784,5103
P,1549562814,5103
P,1549562843,5104
P,1549562872,5104
P,1549562901,5104
P,1549562931,5103
P,1549562960,5104
P,1549562990,5105
P,1549563019,5104
P,1549563049,5104
P,1549563078,5103
P,1549563107,5104
P,1549563137,5103
P,1549563166,5103
P,1549563195,5104
P,1549563224,5104
P,1549563254,5102
P,1549563284,5103
P,1549563313,5103
P,1549563343,5104
P,1549563372,5103
P,1549563402,5103
P,1549563431,5104
P,1549563461,5103
P,1549563490,5104
P,1549563519,5104
P,1549563549,5103
P,1549563579,5104
P,1549563608,5105
P,1549563637,5105
P,1549563667,5102
P,1549563696,5104
P,1549563725,5104
P,1549563755,5104
P,1549563784,5105
P,1549563813,5104
P,1549563842,5104
P,1549563873,5103
P,1549563902,5104
P,1549563931,5103
P,1549563961,5105
P,1549563990,5102
P,1549564019,5103
P,1549564048,5104
P,1549564078,5103
P,1549564107,5104
P,1549564136,5104
