H,1548167944,236726
T,1548167944,2806
U,1548167944,0
X,1548167946,370088,124
X,1548167946,370143,184
X,1548167947,370229,227
X,1548167947,370277,488
X,1548167948,370376,790
X,1548167948,370388,444
X,1548167949,370453,829
X,1548167950,370552,282
X,1548167950,370563,1947
X,1548167951,370561,1880
X,1548167951,370657,933
X,1548167952,370622,281
X,1548167952,236729,42494
X,1548167953,302819,24852
X,1548167953,369760,4018
X,1548167954,370522,1698
X,1548167955,370711,933
X,1548167955,413086,32685
X,1548167956,454025,7192
X,1548167956,481756,4000
X,1548167957,482759,2688
X,1548167957,483152,921
X,1548167958,483483,3184
X,1548167959,483760,1260
X,1548167959,483956,428
X,1548167960,484088,275
X,1548167960,484306,651
X,1548167961,484444,207
X,1548167961,484579,220
X,1548167962,484681,237
X,1548167963,484802,152
X,1548167963,484844,178
A,1548167963,421667,49220
T,1548167963,2806
U,1548167964,0
X,1548167965,485074,151
X,1548167966,485224,212
X,1548167966,485280,110
X,1548167967,485434,278
X,1548167967,485560,124
X,1548167968,485535,224
X,1548167968,485764,115
X,1548167969,485704,108
P,1548167969,5010
X,1548167970,485724,239
X,1548167970,485799,117
X,1548167971,485901,215
X,1548167971,486046,257
X,1548167972,486150,128
X,1548167972,486252,162
X,1548167973,486307,92
X,1548167974,486202,224
X,1548167974,486247,198
X,1548167975,486371,193
X,1548167975,486425,171
X,1548167976,486436,276
A,1548167976,485871,1362
T,1548167976,2806
U,1548167976,0
X,1548167978,486674,173
X,1548167978,486807,191
X,1548167978,486778,158
X,1548167979,486792,212
X,1548167979,486897,171
X,1548167980,486916,203
X,1548167980,486986,147
X,1548167981,487007,106
X,1548167981,487022,157
X,1548167982,487152,232
X,1548167982,487246,254
X,1548167983,487196,75
X,1548167984,487311,255
X,1548167984,487312,136
X,1548167985,487326,186
X,1548167985,487356,233
X,1548167986,487263,189
X,1548167986,487425,159
X,1548167987,487389,378
X,1548167988,487499,189
A,1548167988,487117,825
T,1548167988,2807
U,1548167988,0
X,1548167990,487839,168
X,1548167990,487879,527
X,1548167991,487893,163
X,1548167991,487931,197
X,1548167992,487955,140
X,1548167993,487986,111
X,1548167993,488073,148
X,1548167994,488146,197
X,1548167994,488186,187
X,1548167995,488269,185
X,1548167995,488262,252
X,1548167996,488292,267
X,1548167997,488284,181
X,1548167997,488299,133
X,1548167998,488207,213
X,1548167998,488201,240
P,1548167999,5008
X,1548167999,488267,356
X,1548167999,488309,389
X,1548168000,488348,205
X,1548168000,488341,548
A,1548168001,488148,509
T,1548168001,2807
U,1548168001,0
X,1548168003,488503,686
X,1548168003,488541,493
X,1548168004,488584,653
X,1548168004,488547,445
X,1548168005,488562,261
X,1548168005,488509,797
X,1548168006,488524,808
X,1548168007,488614,483
X,1548168007,488645,347
X,1548168008,488698,946
X,1548168008,488813,495
X,1548168009,488861,363
X,1548168009,488890,595
X,1548168010,488876,1160
X,1548168011,489967,8283
X,1548168011,432497,15145
X,1548168012,382346,20988
X,1548168012,382373,3412
X,1548168013,381880,1532
X,1548168013,381618,376
X,1548168014,381423,822
X,1548168015,381313,814
X,1548168015,381176,561
X,1548168016,400565,56412
X,1548168016,562699,37050
X,1548168017,589731,6858
X,1548168017,591472,1878
X,1548168018,592131,1470
X,1548168019,592581,1211
X,1548168019,593005,478
X,1548168019,593348,668
X,1548168019,593627,521
A,1548168019,482890,15843
T,1548168019,2807
U,1548168020,0
X,1548168021,594468,357
X,1548168022,594665,436
X,1548168022,594804,577
X,1548168023,594978,476
X,1548168023,595165,805
X,1548168024,595296,456
X,1548168025,595471,427
X,1548168025,595578,335
X,1548168026,595708,781
X,1548168026,595826,257
X,1548168027,595941,500
X,1548168027,596099,486
P,1548168028,5006
X,1548168028,596135,543
X,1548168029,596299,437
X,1548168029,596413,603
X,1548168030,596516,460
X,1548168030,596592,491
X,1548168031,596696,412
X,1548168031,596797,369
X,1548168032,596865,223
A,1548168032,595815,2397
T,1548168032,2807
U,1548168032,0
X,1548168034,597179,227
X,1548168034,597271,333
X,1548168035,597366,285
X,1548168036,597421,441
X,1548168036,597474,407
X,1548168037,597518,431
X,1548168037,597757,801
X,1548168038,597740,436
X,1548168038,597751,315
