H,1548484441,145100
P,1548484441,5149
P,1548484470,5148
P,1548484499,5149
P,1548484528,5149
P,1548484558,5150
P,1548484587,5150
P,1548484616,5148
P,1548484647,5149
P,1548484676,5147
P,1548484705,5149
P,1548484734,5149
P,1548484764,5149
D,1548484772,152832
P,1548484793,5148
P,1548484822,5148
P,1548484852,5149
P,1548484881,5149
P,1548484910,5149
P,1548484940,5150
P,1548484970,5149
P,1548484999,5149
P,1548485028,5148
P,1548485058,5149
P,1548485087,5149
P,1548485116,5148
P,1548485145,5149
P,1548485175,5147
P,1548485204,5149
P,1548485234,5148
P,1548485264,5148
P,1548485293,5149
P,1548485322,5148
P,1548485351,5149
P,1548485381,5148
P,1548485410,5148
P,1548485439,5149
P,1548485469,5149
P,1548485498,5148
P,1548485528,5149
P,1548485557,5149
P,1548485587,5148
P,1548485616,5150
P,1548485645,5149
P,1548485674,5150
P,1548485704,5148
P,1548485733,5149
P,1548485762,5150
P,1548485792,5150
P,1548485822,5148
P,1548485851,5147
P,1548485880,5149
P,1548485910,5148
P,1548485939,5148
P,1548485968,5148
P,1548485998,5148
P,1548486027,5149
P,1548486056,5147
P,1548486085,5149
P,1548486116,5149
P,1548486145,5149
P,1548486174,5148
P,1548486204,5148
P,1548486233,5149
O,1548486244,168565,1046
O,1548486245,168566,124
O,1548486245,168566,125
O,1548486246,168546,132
O,1548486247,168401,135
O,1548486247,168431,109
O,1548486248,168438,320
O,1548486248,168430,108
O,1548486248,168440,160
O,1548486248,168392,177
O,1548486249,168362,163
O,1548486249,168298,213
O,1548486250,168266,133
O,1548486251,168245,194
O,1548486251,168289,150
O,1548486252,168257,127
O,1548486252,168230,115
O,1548486253,168335,96
O,1548486253,168377,201
O,1548486254,168338,150
O,1548486255,168394,221
O,1548486255,168434,119
O,1548486256,168484,123
O,1548486256,168501,142
O,1548486257,168469,87
O,1548486257,168495,73
O,1548486258,168519,116
O,1548486259,168503,165
O,1548486259,168503,148
O,1548486260,168549,182
O,1548486260,168588,180
O,1548486261,168639,112
O,1548486261,168599,106
O,1548486262,168442,267
P,1548486262,5141
O,1548486262,168332,232
O,1548486263,168384,132
O,1548486264,168312,111
O,1548486264,168241,164
O,1548486265,168292,142
O,1548486265,168334,103
O,1548486266,168269,195
O,1548486266,168079,188
O,1548486267,168086,193
O,1548486268,167940,345
O,1548486268,167164,768
O,1548486269,167544,821
O,1548486269,167835,264
O,1548486270,168101,201
O,1548486270,168244,130
O,1548486271,168167,132
O,1548486272,168046,650
O,1548486272,167694,454
O,1548486273,168053,430
O,1548486273,168354,256
O,1548486274,168389,137
O,1548486274,168407,208
O,1548486275,168560,115
O,1548486276,168511,59
O,1548486276,168417,169
O,1548486277,168336,107
O,1548486277,168290,93
O,1548486278,168072,157
O,1548486278,168126,140
O,1548486279,168245,165
O,1548486279,168232,177
O,1548486280,168175,106
O,1548486281,168249,150
O,1548486281,168245,235
O,1548486282,168146,136
O,1548486282,168277,139
O,1548486283,168070,391
O,1548486283,167688,335
O,1548486284,167901,417
O,1548486285,167839,423
O,1548486285,167805,122
O,1548486286,167851,184
O,1548486286,168019,300
O,1548486287,168204,261
O,1548486287,168019,141
O,1548486288,168028,268
O,1548486289,168283,298
O,1548486289,168286,232
O,1548486289,168131,347
O,1548486289,167912,294
O,1548486290,168046,267
O,1548486290,168027,76
O,1548486291,167995,188
P,1548486291,5140
O,1548486291,168018,370
O,1548486292,168218,243
O,1548486293,168280,142
O,1548486293,168426,112
O,1548486294,168430,144
O,1548486294,168121,338
O,1548486295,168243,289
O,1548486295,168273,347
O,1548486296,168195,393
O,1548486297,168215,242
O,1548486297,167820,345
O,1548486298,167848,282
O,1548486298,167974,161
O,1548486299,167936,78
T,1548486299,2746
P,1548486321,5149
P,1548486350,5148
P,1548486379,5149
P,1548486410,5148
P,1548486439,5149
P,1548486468,5148
P,1548486497,5149
P,1548486527,5148
P,1548486556,5149
P,1548486585,5148
P,1548486615,5149
P,1548486644,5148
P,1548486673,5149
P,1548486703,5150
P,1548486733,5148
P,1548486762,5149
P,1548486792,5149
P,1548486822,5149
P,1548486851,5148
P,1548486880,5149
P,1548486909,5149
P,1548486939,5149
P,1548486968,5148
P,1548486998,5149
P,1548487028,5148
P,1548487057,5148
P,1548487086,5149
P,1548487115,5148
P,1548487145,5147
P,1548487174,5149
P,1548487203,5150
P,1548487233,5149
P,1548487262,5150
P,1548487292,5149
P,1548487321,5148
P,1548487351,5148
P,1548487380,5149
P,1548487409,5149
