H,1548638720,145100
P,1548638720,5154
P,1548638750,5154
P,1548638779,5154
P,1548638809,5152
P,1548638839,5155
P,1548638869,5154
P,1548638898,5154
P,1548638927,5153
P,1548638957,5153
P,1548638986,5153
P,1548639015,5153
P,1548639045,5149
P,1548639074,5154
P,1548639104,5153
P,1548639133,5152
P,1548639163,5153
P,1548639192,5154
P,1548639221,5153
P,1548639251,5152
P,1548639280,5154
P,1548639309,5154
P,1548639338,5152
P,1548639368,5153
P,1548639398,5153
P,1548639427,5153
P,1548639457,5153
P,1548639486,5153
P,1548639515,5153
P,1548639544,5153
P,1548639574,5153
P,1548639603,5154
P,1548639632,5153
P,1548639662,5154
P,1548639692,5154
P,1548639721,5153
P,1548639750,5153
P,1548639780,5151
P,1548639809,5152
P,1548639838,5154
P,1548639867,5153
P,1548639897,5154
P,1548639926,5153
P,1548639955,5153
P,1548639986,5153
P,1548640015,5152
P,1548640044,5153
P,1548640073,5153
P,1548640103,5152
P,1548640132,5154
P,1548640161,5153
P,1548640191,5153
P,1548640220,5154
P,1548640249,5154
P,1548640279,5153
P,1548640309,5154
P,1548640338,5152
P,1548640367,5153
P,1548640397,5153
P,1548640426,5153
P,1548640455,5153
P,1548640484,5154
P,1548640514,5153
P,1548640543,5154
P,1548640573,5152
O,1548640588,183755,2008
O,1548640589,184003,1782
O,1548640589,185308,1574
O,1548640590,184650,1843
O,1548640590,183536,2225
O,1548640591,184752,1660
O,1548640591,184436,1540
O,1548640592,184697,2403
O,1548640593,184122,1576
O,1548640593,184232,959
O,1548640594,184882,1450
O,1548640594,185704,1055
O,1548640595,184781,897
O,1548640595,185310,1517
O,1548640596,184949,1472
O,1548640596,185024,1109
O,1548640597,185682,1540
O,1548640598,186236,897
O,1548640598,183342,2041
O,1548640599,184464,1197
O,1548640599,184827,787
O,1548640600,184863,373
O,1548640600,184550,674
O,1548640601,185345,611
O,1548640602,186137,588
O,1548640602,186281,269
P,1548640603,5144
O,1548640603,186356,215
O,1548640603,186252,284
O,1548640604,186142,401
O,1548640604,185753,187
O,1548640605,185956,453
O,1548640605,186145,148
O,1548640605,186121,124
O,1548640606,186057,148
O,1548640606,185998,225
O,1548640607,186107,213
O,1548640607,185851,596
O,1548640608,185402,694
O,1548640608,185903,224
O,1548640609,185901,169
O,1548640610,185802,531
O,1548640610,185473,409
O,1548640611,185812,201
O,1548640611,185436,599
O,1548640612,185035,499
O,1548640612,185130,223
O,1548640613,184703,818
O,1548640614,185051,460
O,1548640614,185270,488
O,1548640615,185641,495
O,1548640615,185717,347
O,1548640616,185455,209
O,1548640616,185430,227
O,1548640617,185713,339
O,1548640618,185833,401
O,1548640618,186072,329
O,1548640619,186068,368
O,1548640619,185761,323
O,1548640620,184976,784
O,1548640620,184460,876
O,1548640621,184295,688
O,1548640622,184526,575
O,1548640622,185081,696
O,1548640623,184613,728
O,1548640623,185002,893
O,1548640624,184736,956
O,1548640624,185557,825
O,1548640625,185253,615
O,1548640625,185943,612
O,1548640626,185526,359
O,1548640627,186041,965
O,1548640627,186807,380
O,1548640628,186596,146
O,1548640628,186600,463
O,1548640629,186084,298
O,1548640629,186054,342
O,1548640630,186534,78
O,1548640631,186328,509
O,1548640631,185399,347
O,1548640632,185466,586
P,1548640632,5144
O,1548640632,185541,511
O,1548640633,184461,1053
O,1548640633,184313,738
O,1548640634,184948,1424
O,1548640635,185481,280
O,1548640635,185597,301
O,1548640636,185202,572
O,1548640636,185426,569
O,1548640637,184159,2015
O,1548640637,183977,1819
O,1548640638,184207,604
O,1548640638,184222,972
O,1548640639,184438,1076
O,1548640640,184819,634
O,1548640640,185323,707
O,1548640641,185778,960
O,1548640641,185518,606
O,1548640642,186240,616
O,1548640642,185647,462
O,1548640643,185702,701
O,1548640644,185995,636
T,1548640644,2753
P,1548640661,5153
P,1548640690,5153
P,1548640720,5153
P,1548640749,5154
P,1548640778,5153
P,1548640808,5153
P,1548640837,5152
P,1548640867,5153
P,1548640896,5153
P,1548640926,5154
P,1548640955,5153
P,1548640984,5153
P,1548641014,5154
P,1548641043,5152
P,1548641072,5153
P,1548641101,5153
P,1548641131,5154
P,1548641161,5154
P,1548641190,5152
P,1548641220,5153
P,1548641249,5153
P,1548641278,5153
P,1548641307,5153
P,1548641337,5152
P,1548641366,5154
P,1548641395,5153
P,1548641425,5153
P,1548641455,5154
P,1548641485,5153
P,1548641514,5153
P,1548641544,5154
P,1548641573,5153
P,1548641602,5152
P,1548641631,5153
P,1548641661,5152
P,1548641690,5153
P,1548641719,5152
