H,1559003870,364729
P,1559003870,5365
P,1559003899,5366
P,1559003929,5365
P,1559003959,5365
P,1559003988,5365
P,1559004018,5365
P,1559004047,5365
P,1559004076,5363
P,1559004105,5365
P,1559004135,5365
P,1559004164,5366
P,1559004193,5366
P,1559004223,5365
D,1559004226,475392
R,1559004226,5C00DDFC36
R,1559004227,5C00DDFC36
R,1559004227,5C00DDFC36
X,1559004228,719757,5757
X,1559004229,720304,3388
X,1559004229,720227,3802
X,1559004230,719873,4064
X,1559004231,720253,2513
X,1559004231,720177,2348
X,1559004232,720408,3342
X,1559004232,720156,3159
X,1559004233,720442,1817
X,1559004233,720320,2855
X,1559004234,720265,4857
X,1559004234,721356,16693
X,1559004235,720086,2702
X,1559004236,720325,8795
X,1559004236,719305,12980
X,1559004237,720268,17270
X,1559004237,718103,28191
X,1559004238,720497,39306
X,1559004238,721522,40739
X,1559004239,718191,44156
X,1559004240,727083,25273
X,1559004240,429290,45436
X,1559004241,376725,6318
X,1559004241,377399,2101
X,1559004242,377249,1048
X,1559004242,377109,384
X,1559004243,377073,124
X,1559004244,377049,171
X,1559004244,377024,120
X,1559004245,377012,214
X,1559004245,376988,107
X,1559004246,376965,116
X,1559004246,376933,133
O,1559004247,376935,99
O,1559004248,376889,254
O,1559004248,376881,189
O,1559004249,376912,383
O,1559004249,376878,176
O,1559004250,376878,207
O,1559004250,376852,172
O,1559004251,376871,95
O,1559004251,376841,123
O,1559004252,376848,85
P,1559004253,5359
O,1559004253,376800,97
O,1559004253,376813,74
O,1559004254,376796,135
O,1559004254,376775,173
O,1559004255,376786,106
O,1559004255,376731,82
O,1559004256,376751,188
O,1559004257,376766,112
O,1559004257,376762,132
O,1559004258,376724,179
O,1559004258,376739,134
O,1559004259,376719,81
O,1559004259,376743,55
O,1559004260,376724,148
O,1559004261,376739,141
O,1559004261,376751,122
O,1559004262,376735,69
O,1559004262,376752,106
O,1559004263,376749,105
O,1559004263,376737,113
O,1559004264,376714,114
O,1559004265,376739,113
O,1559004265,376737,139
O,1559004265,376730,232
O,1559004265,376751,105
O,1559004266,376762,81
O,1559004266,376759,206
O,1559004267,376741,166
O,1559004267,376753,102
O,1559004268,376763,142
O,1559004269,376744,52
O,1559004269,376742,161
O,1559004270,376764,100
O,1559004270,376757,112
O,1559004271,376765,163
O,1559004271,376764,162
O,1559004272,376756,126
O,1559004273,376769,260
O,1559004273,376762,130
O,1559004274,376766,141
O,1559004274,376732,179
O,1559004275,376729,276
O,1559004275,376722,202
O,1559004276,626887,35816
T,1559004276,2876
D,1559004277,478208
R,1559004277,5C00DDFC36
R,1559004277,5C00DDFC36
R,1559004277,5C00DDFC36
X,1559004279,708221,6861
X,1559004280,709062,3702
X,1559004280,708997,1900
X,1559004281,710772,9665
X,1559004281,707637,21065
P,1559004282,5357
X,1559004282,708459,5105
X,1559004283,709065,2182
X,1559004283,708804,1719
X,1559004284,709045,2402
X,1559004284,708873,2292
X,1559004285,707970,9302
X,1559004285,709181,3536
X,1559004286,709050,1784
X,1559004287,708833,2044
X,1559004287,709050,1803
X,1559004288,709039,3249
X,1559004288,709219,2726
X,1559004289,708914,2289
X,1559004289,709135,1661
X,1559004290,709244,2920
X,1559004290,709161,2600
X,1559004291,709224,1896
X,1559004292,709216,2139
X,1559004292,709366,10139
X,1559004293,709173,1930
X,1559004293,709128,2588
X,1559004294,709811,4140
X,1559004294,708549,9031
X,1559004295,709781,5380
X,1559004296,710351,10180
X,1559004296,708971,38595
X,1559004297,706748,27251
X,1559004297,712933,49517
X,1559004298,709211,7754
X,1559004298,709156,3458
X,1559004299,708989,7213
X,1559004300,709403,11803
X,1559004300,708543,5309
X,1559004301,708888,4263
X,1559004301,708898,2582
X,1559004302,708921,3044
X,1559004302,709016,2691
X,1559004303,708761,1699
X,1559004304,708758,4645
X,1559004304,709294,5658
X,1559004305,708367,2733
X,1559004305,708924,2168
X,1559004306,708784,1571
X,1559004306,708798,1798
X,1559004306,708886,1767
X,1559004306,708770,2327
X,1559004307,708752,1951
X,1559004308,709120,2602
X,1559004308,708844,1567
X,1559004309,708667,1732
X,1559004309,708861,1824
X,1559004310,708789,1518
X,1559004310,708774,1905
P,1559004311,5358
X,1559004311,708961,1788
X,1559004312,708828,1990
X,1559004312,708774,2051
X,1559004313,709027,2052
X,1559004313,708797,1197
X,1559004314,708865,1312
X,1559004314,708952,1284
