H,1559425024,364729
P,1559425024,5325
P,1559425053,5324
P,1559425082,5324
P,1559425112,5325
P,1559425141,5324
P,1559425170,5324
P,1559425199,5323
P,1559425230,5325
P,1559425259,5325
P,1559425288,5324
P,1559425318,5324
P,1559425347,5324
P,1559425376,5324
P,1559425405,5325
P,1559425435,5324
P,1559425464,5325
P,1559425493,5323
P,1559425524,5324
P,1559425553,5323
P,1559425582,5324
P,1559425611,5325
P,1559425641,5325
P,1559425670,5324
P,1559425699,5325
P,1559425729,5324
P,1559425758,5323
P,1559425787,5323
P,1559425817,5323
P,1559425847,5324
P,1559425876,5324
P,1559425905,5323
P,1559425934,5321
P,1559425964,5324
P,1559425993,5324
P,1559426022,5324
P,1559426052,5324
P,1559426081,5325
P,1559426111,5325
P,1559426140,5325
P,1559426170,5324
P,1559426199,5323
P,1559426228,5323
P,1559426258,5324
D,1559426260,457984
D,1559426262,486912
D,1559426263,485888
D,1559426265,485888
D,1559426268,484096
D,1559426270,485120
D,1559426272,486656
D,1559426274,486656
D,1559426276,481024
D,1559426279,503808
R,1559426279,5C00DDFC36
R,1559426279,5C00DDFC36
R,1559426279,5C00DDFC36
X,1559426280,375352,25688
X,1559426281,375769,7203
X,1559426282,375414,5049
X,1559426282,375963,3330
X,1559426283,375639,2329
X,1559426283,375552,1773
X,1559426284,375766,1276
X,1559426284,375523,906
X,1559426285,375460,847
X,1559426286,375473,571
X,1559426286,375448,391
O,1559426287,375428,298
P,1559426287,5318
O,1559426287,375499,335
O,1559426288,375491,329
O,1559426288,375461,241
O,1559426289,375438,208
O,1559426289,375471,290
O,1559426290,375457,236
O,1559426291,375448,217
O,1559426291,375482,125
O,1559426292,375471,172
O,1559426292,375415,141
O,1559426293,375443,181
O,1559426293,375361,139
O,1559426294,375351,83
O,1559426295,375351,194
O,1559426295,375339,118
O,1559426296,375339,140
O,1559426296,375399,150
O,1559426297,375390,193
O,1559426297,375420,119
O,1559426298,375431,175
O,1559426299,375446,96
O,1559426299,375427,103
O,1559426300,375439,138
O,1559426300,375442,123
O,1559426301,375450,94
O,1559426301,375454,125
O,1559426302,375419,174
O,1559426303,375440,185
O,1559426303,375406,94
O,1559426303,375406,143
O,1559426303,375435,161
O,1559426304,375392,165
O,1559426304,375407,205
O,1559426305,375449,200
O,1559426306,375420,148
O,1559426306,375397,121
O,1559426307,375414,255
O,1559426307,375394,228
O,1559426308,375407,189
O,1559426308,375374,240
O,1559426309,375385,254
O,1559426309,375382,171
O,1559426310,375396,119
O,1559426311,375382,196
O,1559426311,375412,122
O,1559426312,375387,79
O,1559426312,375394,66
O,1559426313,375397,152
O,1559426313,375379,91
O,1559426314,375387,115
O,1559426315,375390,137
O,1559426315,375368,142
O,1559426316,375384,133
P,1559426316,5317
O,1559426316,375348,116
O,1559426317,375342,60
O,1559426317,375341,113
O,1559426318,375323,111
O,1559426319,375334,127
O,1559426319,375328,93
O,1559426320,375368,123
O,1559426320,375346,138
O,1559426321,375355,85
O,1559426321,375344,144
O,1559426322,375323,138
O,1559426323,375323,55
O,1559426323,375353,104
O,1559426324,375328,142
O,1559426324,375358,98
O,1559426325,375352,101
O,1559426325,375351,105
O,1559426326,375377,126
O,1559426326,375371,169
O,1559426327,375377,57
O,1559426328,375357,95
O,1559426328,375358,98
O,1559426329,375361,144
O,1559426329,375390,132
O,1559426330,375379,70
O,1559426330,375404,109
O,1559426331,375418,171
O,1559426332,375379,133
O,1559426332,375416,163
O,1559426333,375418,117
O,1559426333,375448,139
O,1559426334,375435,138
O,1559426334,375440,167
O,1559426335,375477,135
O,1559426336,375468,160
O,1559426336,375455,121
T,1559426336,2916
P,1559426345,5323
P,1559426375,5325
D,1559426377,480512
R,1559426377,5C00DDFC36
R,1559426377,5C00DDFC36
R,1559426377,5C00DDFC36
X,1559426378,724019,6452
X,1559426379,724615,6875
X,1559426379,724171,5433
X,1559426380,724658,2433
X,1559426381,724515,15890
X,1559426381,724432,4272
X,1559426382,724721,4077
X,1559426382,730202,10370
X,1559426383,722025,18542
X,1559426383,728954,23853
X,1559426384,724240,10575
X,1559426385,724224,13948
X,1559426385,724288,7114
X,1559426385,724318,3487
X,1559426385,724389,17554
X,1559426386,723706,4614
X,1559426386,724228,3544
X,1559426387,723715,1651
X,1559426388,722898,7742
X,1559426388,724561,29874
X,1559426389,724466,5713
X,1559426389,723600,4499
X,1559426390,724233,2213
X,1559426390,723967,2953
