P,1559071987,5357
P,1559072017,5355
P,1559072046,5354
P,1559072075,5356
P,1559072104,5356
P,1559072134,5356
P,1559072163,5356
P,1559072192,5356
P,1559072222,5356
P,1559072252,5355
P,1559072281,5356
P,1559072310,5355
P,1559072340,5355
P,1559072369,5355
P,1559072398,5355
P,1559072428,5356
P,1559072457,5355
P,1559072486,5357
P,1559072515,5356
P,1559072546,5356
P,1559072575,5356
P,1559072604,5356
P,1559072633,5354
P,1559072663,5355
P,1559072692,5356
P,1559072721,5356
P,1559072751,5354
P,1559072780,5355
D,1559072788,451584
R,1559072788,5C00DDFC36
R,1559072788,5C00DDFC36
R,1559072788,5C00DDFC36
X,1559072790,708568,6660
X,1559072790,708813,34149
X,1559072791,709947,7600
X,1559072791,708819,10887
X,1559072792,709155,4652
X,1559072792,709187,3789
X,1559072793,709455,1599
X,1559072794,709470,2640
X,1559072794,709628,1732
X,1559072795,709596,1347
X,1559072795,709757,1854
X,1559072796,709822,1869
X,1559072796,709640,1582
X,1559072797,709664,1207
X,1559072797,709743,1068
X,1559072797,709931,1891
X,1559072798,709628,1908
X,1559072798,709982,1903
X,1559072799,709358,7944
X,1559072799,709837,2030
X,1559072800,709649,2222
X,1559072801,710185,4888
X,1559072801,709899,1976
X,1559072802,710067,1660
X,1559072802,709776,1022
X,1559072803,709827,1136
X,1559072803,709888,1400
X,1559072804,709762,1731
X,1559072804,709972,1721
X,1559072805,710011,1161
X,1559072806,710134,854
X,1559072806,710155,1294
X,1559072807,710119,1392
X,1559072807,710284,1797
X,1559072808,710163,843
X,1559072808,710182,868
X,1559072809,710030,1063
P,1559072809,5347
X,1559072810,710071,1142
X,1559072810,710250,1086
X,1559072811,710085,1059
X,1559072811,710225,1462
X,1559072812,710211,1171
X,1559072812,710280,2104
X,1559072813,710302,1178
X,1559072814,710240,1068
X,1559072814,710320,914
X,1559072815,710350,1017
X,1559072815,710499,2362
X,1559072816,710348,1064
X,1559072816,710324,1070
X,1559072817,710384,993
X,1559072818,710368,1353
X,1559072818,710631,2110
X,1559072819,710488,816
X,1559072819,710543,1324
X,1559072820,710622,809
X,1559072820,710624,964
X,1559072821,710706,1612
X,1559072821,710693,746
X,1559072822,710638,942
X,1559072823,710687,932
X,1559072823,710627,948
X,1559072824,710772,1438
X,1559072824,710739,817
X,1559072825,710779,784
X,1559072825,710832,1353
X,1559072826,710855,1067
X,1559072827,711071,1516
X,1559072827,710919,1141
X,1559072828,710994,1326
X,1559072828,710801,850
X,1559072829,710914,1801
X,1559072829,710797,2697
X,1559072830,710873,4254
X,1559072831,711315,7477
X,1559072831,710966,7227
X,1559072832,710815,1731
X,1559072832,710687,1220
X,1559072833,710643,5448
X,1559072833,710448,3796
X,1559072834,710549,1157
X,1559072835,710545,1144
X,1559072835,710644,1289
X,1559072836,710836,1285
X,1559072836,710919,1242
X,1559072837,710728,1056
X,1559072837,710706,1211
X,1559072838,710755,653
X,1559072838,710777,1221
X,1559072838,710971,1923
P,1559072839,5346
X,1559072839,710976,987
X,1559072839,710998,911
X,1559072840,711051,916
X,1559072840,711127,1066
X,1559072841,711148,1778
X,1559072841,711205,2269
X,1559072842,711078,1303
X,1559072843,711206,1238
X,1559072843,711321,1772
X,1559072844,711147,1231
X,1559072844,711251,994
A,1559072844,710645,1117
T,1559072844,2831
U,1559072845,64566
X,1559072846,711366,1620
X,1559072847,711323,996
X,1559072847,711298,1461
X,1559072848,711138,1270
X,1559072849,711385,1780
X,1559072849,711225,853
X,1559072850,711189,2545
X,1559072850,711356,8216
X,1559072851,711400,951
X,1559072851,711541,1311
X,1559072852,711480,1004
X,1559072852,711353,1142
X,1559072853,711361,1097
X,1559072854,711451,922
X,1559072854,711462,1256
X,1559072855,711416,1153
X,1559072855,711394,638
X,1559072856,711343,838
X,1559072856,711508,2462
X,1559072857,711315,2694
X,1559072858,711250,2384
X,1559072858,711481,1633
X,1559072859,711412,1736
X,1559072859,711499,2220
