2,746728,1369
X,1558666262,746751,1553
X,1558666263,746803,1559
X,1558666263,746978,10991
X,1558666264,746827,1370
X,1558666265,746814,1638
X,1558666265,746964,2343
P,1558666266,5431
X,1558666266,746882,3079
X,1558666266,746711,2211
X,1558666266,746787,1394
X,1558666266,746692,1397
X,1558666267,746744,940
X,1558666268,746694,1477
X,1558666268,746727,1761
X,1558666269,746612,1313
X,1558666269,746627,1596
X,1558666270,746779,1510
X,1558666270,746849,2349
X,1558666271,746827,2184
X,1558666271,746889,1283
X,1558666272,746714,1328
X,1558666273,746693,1283
X,1558666273,746651,1448
X,1558666274,746703,1561
X,1558666274,746570,1213
X,1558666275,746789,7143
X,1558666275,746446,2260
X,1558666276,746517,1757
X,1558666277,746516,1610
X,1558666277,746642,1785
X,1558666278,746759,2938
X,1558666278,746661,1574
X,1558666279,746676,1678
X,1558666279,746742,1656
X,1558666280,746649,1589
X,1558666281,746711,2180
X,1558666281,746625,2600
X,1558666282,746902,5222
X,1558666282,746456,1538
X,1558666283,746700,1890
X,1558666283,746814,1580
X,1558666284,746710,1891
X,1558666285,746733,1872
X,1558666285,746752,1530
X,1558666286,746786,2428
X,1558666286,746730,1307
X,1558666287,746769,2250
X,1558666287,746854,2062
X,1558666288,746847,1237
X,1558666288,746807,2023
X,1558666289,746752,1757
X,1558666290,746791,2224
X,1558666290,746669,1888
X,1558666291,746737,1597
X,1558666291,746872,2515
X,1558666292,746855,1740
X,1558666292,746904,1668
X,1558666293,746887,2258
X,1558666294,746944,2842
X,1558666294,746722,1549
P,1558666295,5430
X,1558666295,746812,2059
X,1558666295,746894,764
X,1558666296,746775,1852
X,1558666296,746744,2075
X,1558666297,746787,1731
X,1558666298,746804,2017
X,1558666298,746710,1561
X,1558666299,746683,1985
X,1558666299,746783,2211
X,1558666300,746647,1164
X,1558666300,746652,2148
X,1558666301,746804,2484
X,1558666302,746664,1512
X,1558666302,746715,2182
X,1558666303,746783,1799
X,1558666303,746888,1859
X,1558666304,746790,1778
X,1558666304,746756,2075
X,1558666305,746874,2161
X,1558666305,746795,1485
X,1558666306,746780,2294
X,1558666307,746711,2187
X,1558666307,746790,2405
X,1558666307,746797,1992
X,1558666307,746852,2101
X,1558666308,746929,1948
X,1558666308,746792,1945
X,1558666309,746775,2062
X,1558666310,746830,2477
X,1558666310,746617,1916
X,1558666311,746633,1875
X,1558666311,746814,2094
X,1558666312,747003,1612
X,1558666312,746669,2281
X,1558666313,746686,4409
X,1558666314,746964,4310
X,1558666314,746782,2738
X,1558666315,747064,1897
X,1558666315,746963,1495
X,1558666316,746936,1429
X,1558666316,746858,2235
X,1558666317,746723,1262
X,1558666318,746751,1520
X,1558666318,746861,1764
X,1558666319,746729,3837
X,1558666319,746800,1237
X,1558666320,746977,1973
X,1558666320,746821,2175
X,1558666321,746720,2640
X,1558666321,746979,1789
X,1558666322,746940,2385
X,1558666323,746907,2595
X,1558666323,747490,3779
P,1558666324,5430
X,1558666324,747265,5411
X,1558666324,747004,2480
X,1558666325,746756,2660
X,1558666325,746883,5042
X,1558666326,746895,4164
X,1558666327,747005,2276
X,1558666327,747039,1782
X,1558666328,747062,1940
X,1558666328,746923,2059
X,1558666329,747112,2052
X,1558666329,747077,1851
X,1558666330,747080,1840
X,1558666331,747137,2425
X,1558666331,747172,1678
X,1558666332,747094,1663
X,1558666332,747162,2080
X,1558666333,747306,1962
X,1558666333,747317,2025
X,1558666334,747316,3316
X,1558666335,747130,1652
X,1558666335,747100,1431
X,1558666336,747255,1674
X,1558666336,747297,1476
X,1558666337,747049,2174
X,1558666337,747106,1941
X,1558666338,746934,1810
X,1558666339,746891,1782
X,1558666339,746973,3243
X,1558666340,746467,13352
X,1558666340,746582,5470
X,1558666341,746844,2490
X,1558666341,746962,1506
X,1558666342,747177,2898
X,1558666342,747325,2852
X,1558666343,747368,2268
X,1558666344,747164,1572
X,1558666344,747071,1794
X,1558666345,747253,2417
X,1558666345,747163,1406
X,1558666346,747064,1629
X,1558666346,747340,1820
X,1558666347,747316,1874
X,1558666348,747323,1077
X,1558666348,747362,5826
X,1558666348,747547,1165
X,1558666348,747272,2376
