H,1559243935,364729
P,1559243935,5338
P,1559243964,5337
P,1559243993,5337
P,1559244022,5338
P,1559244052,5338
P,1559244081,5336
P,1559244110,5338
P,1559244140,5336
P,1559244170,5337
P,1559244199,5338
P,1559244228,5336
P,1559244258,5337
P,1559244287,5337
P,1559244316,5337
P,1559244346,5338
P,1559244375,5338
P,1559244404,5338
P,1559244433,5338
P,1559244464,5337
P,1559244493,5337
P,1559244522,5338
P,1559244551,5338
P,1559244581,5336
P,1559244610,5336
P,1559244639,5338
P,1559244669,5338
P,1559244698,5337
P,1559244727,5337
P,1559244757,5338
P,1559244787,5335
P,1559244816,5338
P,1559244845,5338
P,1559244875,5337
P,1559244904,5336
P,1559244933,5338
P,1559244962,5337
P,1559244992,5337
P,1559245021,5337
P,1559245051,5338
P,1559245081,5336
P,1559245110,5338
P,1559245139,5336
P,1559245168,5337
P,1559245198,5338
P,1559245227,5337
D,1559245232,426240
R,1559245233,5C00DDFC36
R,1559245233,5C00DDFC36
R,1559245233,5C00DDFC36
X,1559245234,358097,2538
X,1559245235,357952,1642
X,1559245235,358136,1052
X,1559245236,358000,812
X,1559245237,358061,442
X,1559245237,358001,310
X,1559245238,357962,251
X,1559245238,357888,300
X,1559245239,357957,300
X,1559245239,358027,163
X,1559245240,357986,90
O,1559245240,357991,212
O,1559245241,358046,107
O,1559245242,358011,76
O,1559245242,358057,123
O,1559245243,358020,105
O,1559245243,357948,101
O,1559245244,357926,146
O,1559245244,357990,185
O,1559245245,358054,106
O,1559245246,358012,146
O,1559245246,357989,162
O,1559245247,357999,93
O,1559245247,358016,146
O,1559245248,358069,135
O,1559245248,358088,222
O,1559245248,358128,161
O,1559245249,358074,127
O,1559245249,358110,97
O,1559245250,358145,100
O,1559245250,358201,121
O,1559245251,358234,183
O,1559245251,358228,98
O,1559245252,358179,123
O,1559245253,358176,130
O,1559245253,358132,138
O,1559245254,358141,96
O,1559245254,358115,88
O,1559245255,358117,104
O,1559245255,358169,151
O,1559245256,358144,111
P,1559245256,5331
O,1559245256,358164,130
O,1559245257,358179,104
O,1559245258,358172,285
O,1559245258,358182,163
O,1559245259,358193,130
O,1559245259,358246,64
O,1559245260,358247,116
O,1559245260,358287,99
O,1559245261,358354,77
O,1559245262,358354,136
O,1559245262,358345,58
O,1559245263,358304,124
O,1559245263,358325,52
O,1559245264,358318,105
O,1559245264,358323,180
O,1559245265,358336,93
O,1559245266,358290,89
O,1559245266,358299,141
O,1559245267,358285,143
O,1559245267,358347,169
O,1559245268,358386,94
O,1559245268,358392,131
O,1559245269,358381,108
O,1559245270,358368,91
O,1559245270,358365,178
O,1559245271,358335,152
O,1559245271,358341,160
O,1559245272,358335,153
O,1559245272,358321,86
O,1559245273,358322,127
O,1559245274,358357,106
O,1559245274,358347,132
O,1559245275,358374,177
O,1559245275,358321,112
O,1559245276,358288,119
O,1559245276,358268,129
O,1559245277,358250,73
O,1559245277,358243,108
O,1559245278,358271,101
O,1559245279,358282,100
O,1559245279,358338,94
O,1559245280,358334,153
O,1559245280,358340,78
O,1559245281,358335,147
O,1559245281,358317,105
O,1559245282,358300,97
O,1559245283,358305,119
O,1559245283,358270,99
O,1559245284,358259,67
O,1559245284,358250,179
O,1559245285,358236,123
O,1559245285,358216,289
O,1559245286,358260,201
P,1559245286,5329
O,1559245287,358254,218
O,1559245287,358307,200
O,1559245288,358366,213
O,1559245288,358376,120
O,1559245289,358397,144
O,1559245289,358360,203
O,1559245289,358360,115
T,1559245289,2887
P,1559245315,5337
P,1559245345,5336
P,1559245374,5337
P,1559245404,5337
P,1559245433,5337
P,1559245462,5338
P,1559245492,5335
P,1559245521,5337
P,1559245550,5337
P,1559245579,5337
P,1559245609,5337
P,1559245639,5337
P,1559245668,5338
P,1559245698,5337
P,1559245727,5337
P,1559245756,5338
P,1559245785,5338
P,1559245815,5338
P,1559245844,5336
P,1559245873,5337
P,1559245903,5338
P,1559245933,5337
P,1559245962,5338
P,1559245991,5338
P,1559246021,5337
P,1559246050,5338
P,1559246080,5338
P,1559246110,5337
P,1559246139,5337
P,1559246168,5337
P,1559246197,5337
P,1559246228,5336
P,1559246257,5337
P,1559246286,5336
P,1559246315,5338
P,1559246345,5336
P,1559246374,5337
P,1559246403,5338
P,1559246433,5337
P,1559246462,5338
D,1559246485,429824
R,1559246485,5C00DDFC36
R,1559246485,5C00DDFC36
R,1559246485,5C00DDFC36
X,1559246487,360056,8046
X,1559246487,358584,5014
X,1559246488,359455,2503
