H,1558747306,364729
A,1558747306,727529,280
T,1558747306,2877
R,1558747307,5C00DDFC36
X,1558747308,727843,1629
X,1558747309,727509,3072
X,1558747309,727692,1511
X,1558747310,727559,904
X,1558747310,727628,979
X,1558747311,727572,1159
X,1558747312,727590,2195
X,1558747312,727919,3431
X,1558747313,727453,7758
X,1558747313,727480,734
X,1558747314,727465,1438
X,1558747314,727530,1074
X,1558747315,727506,1260
P,1558747315,5387
X,1558747315,727466,966
X,1558747316,727388,861
X,1558747317,727418,1367
X,1558747317,727460,1767
X,1558747318,727429,1038
X,1558747318,727353,1139
X,1558747319,727375,987
X,1558747319,727339,1005
X,1558747320,727369,1073
X,1558747321,727355,1495
X,1558747321,727441,1256
X,1558747322,727363,784
X,1558747322,727410,1355
X,1558747323,727409,1317
X,1558747323,727379,1455
X,1558747324,727303,1207
X,1558747325,727270,1130
X,1558747325,727346,951
X,1558747326,727328,1453
X,1558747326,727381,1124
X,1558747327,727390,1079
X,1558747327,727418,1267
X,1558747328,727396,960
X,1558747329,727399,708
X,1558747329,727379,1211
X,1558747330,727460,1225
X,1558747330,727362,1270
X,1558747331,727482,880
X,1558747331,727420,1268
X,1558747332,728063,4428
X,1558747333,726796,5534
X,1558747333,726984,6315
X,1558747334,727323,2302
X,1558747334,727449,23432
X,1558747335,727549,1125
X,1558747335,727468,1332
X,1558747336,727537,993
X,1558747336,727536,780
X,1558747337,727595,932
X,1558747338,727549,14987
X,1558747338,727138,15714
X,1558747339,727855,3262
X,1558747339,727647,1385
X,1558747340,727565,1035
X,1558747340,727629,1341
X,1558747341,727608,2022
X,1558747342,727533,22991
X,1558747342,727476,15297
X,1558747343,727588,983
X,1558747343,727720,1370
X,1558747343,727652,801
X,1558747343,727655,1851
X,1558747344,727593,1217
P,1558747344,5399
X,1558747345,727547,731
X,1558747345,727479,1224
X,1558747346,727312,1237
X,1558747346,727398,1212
X,1558747347,727388,1291
X,1558747347,727385,1070
X,1558747348,727322,759
X,1558747349,727356,1008
X,1558747349,727409,1068
X,1558747350,727406,1205
X,1558747350,727410,777
X,1558747351,727410,1158
X,1558747351,727384,1009
X,1558747352,727347,765
A,1558747352,727470,330
T,1558747352,2877
R,1558747352,5C00DDFC36
X,1558747354,727384,1098
X,1558747354,727245,1315
X,1558747355,727385,952
X,1558747356,727395,1295
X,1558747356,727371,891
X,1558747357,727355,935
X,1558747357,727592,2168
X,1558747358,727477,3253
X,1558747358,727426,1128
X,1558747359,727459,1002
X,1558747359,727356,716
X,1558747360,727439,1465
X,1558747361,727538,1065
X,1558747361,727483,1005
X,1558747362,727437,1065
X,1558747362,727403,936
X,1558747363,727458,826
X,1558747363,727420,1283
X,1558747364,727434,956
X,1558747365,727476,858
X,1558747365,727432,997
X,1558747366,727503,1392
X,1558747366,727426,1874
X,1558747367,727506,1211
X,1558747367,727439,924
X,1558747368,727460,1169
X,1558747369,727432,1384
X,1558747369,727488,1195
X,1558747370,727451,1301
X,1558747370,727432,1084
X,1558747371,727408,1041
X,1558747371,727462,987
X,1558747372,727440,1294
X,1558747373,727532,1342
X,1558747373,727447,935
X,1558747374,727484,1001
X,1558747374,727416,1003
P,1558747375,5401
X,1558747375,727491,769
X,1558747375,727472,866
X,1558747376,727497,760
X,1558747377,727410,1686
X,1558747377,727468,1366
X,1558747378,727325,1008
X,1558747378,727449,952
X,1558747379,727371,1008
X,1558747379,727367,1602
X,1558747380,727604,3883
X,1558747380,727350,2620
X,1558747381,727689,2719
X,1558747382,727460,899
X,1558747382,727617,1473
X,1558747383,727346,1196
X,1558747383,727458,934
X,1558747384,727521,1599
X,1558747384,727434,1241
X,1558747384,727499,1045
X,1558747385,727472,664
X,1558747385,727412,716
A,1558747385,727436,142
T,1558747385,2877
R,1558747386,5C00DDFC36
X,1558747387,727286,1034
X,1558747388,727333,1296
X,1558747388,727366,1409
X,1558747389,727392,845
X,1558747390,727255,1334
X,1558747390,727276,1113
X,1558747391,727261,1677
X,1558747391,727226,797
X,1558747392,727329,1031
X,1558747392,727373,1253
X,1558747393,727293,919
X,1558747393,727266,1221
X,1558747394,727429,1207
X,1558747395,727543,1420
X,1558747395,727568,783
X,1558747396,727144,3544
X,1558747396,728151,6671
X,1558747397,727368,792
X,1558747397,727329,1184
X,1558747398,727301,1130
X,1558747399,727350,1056
X,1558747399,727365,846
