1558418030,5501
P,1558418059,5500
P,1558418088,5501
P,1558418118,5502
P,1558418147,5502
P,1558418176,5500
P,1558418205,5501
P,1558418235,5501
P,1558418264,5501
P,1558418294,5499
P,1558418324,5502
P,1558418353,5501
P,1558418382,5501
P,1558418411,5502
P,1558418441,5502
P,1558418470,5501
P,1558418499,5501
P,1558418529,5502
P,1558418558,5503
P,1558418588,5502
P,1558418617,5502
P,1558418647,5501
P,1558418676,5501
P,1558418705,5501
P,1558418735,5501
P,1558418764,5501
P,1558418793,5501
P,1558418822,5501
P,1558418852,5500
P,1558418882,5501
P,1558418911,5502
P,1558418941,5502
P,1558418970,5501
P,1558418999,5502
P,1558419028,5502
P,1558419058,5502
P,1558419087,5502
P,1558419116,5502
P,1558419146,5501
O,1558419147,373900,2365
O,1558419147,374168,85
O,1558419148,374152,92
O,1558419148,374158,114
O,1558419149,374130,36
O,1558419149,374131,80
O,1558419150,374180,84
O,1558419151,374200,66
O,1558419151,374200,65
O,1558419152,374205,109
O,1558419152,374144,73
O,1558419153,374109,138
O,1558419153,374110,99
O,1558419154,374088,94
O,1558419155,374119,86
O,1558419155,374110,115
O,1558419156,374068,122
O,1558419156,374051,131
O,1558419157,374063,111
O,1558419157,374104,135
O,1558419158,374061,105
O,1558419159,374071,131
O,1558419159,374036,155
O,1558419160,374111,94
O,1558419160,374081,119
O,1558419161,374108,115
O,1558419161,374112,103
O,1558419162,374098,125
O,1558419163,373970,242
O,1558419163,373711,267
O,1558419164,373650,174
O,1558419164,373687,192
O,1558419165,373780,192
O,1558419165,373802,154
O,1558419166,373744,120
O,1558419166,373898,181
O,1558419167,373909,205
O,1558419168,373913,147
O,1558419168,374028,130
O,1558419169,374086,90
O,1558419169,374046,99
O,1558419170,373988,70
O,1558419170,373943,172
O,1558419171,373943,99
O,1558419172,373859,200
O,1558419172,373834,133
O,1558419173,373870,200
O,1558419173,374020,158
O,1558419174,373996,89
O,1558419174,374029,76
O,1558419175,373975,134
P,1558419176,5494
O,1558419176,373955,114
O,1558419176,373935,104
O,1558419177,373915,143
O,1558419177,373986,139
O,1558419178,373911,161
O,1558419178,373830,160
O,1558419179,373865,107
O,1558419180,373924,79
O,1558419180,373908,116
O,1558419181,373965,160
O,1558419181,373969,174
O,1558419182,374081,120
O,1558419182,373967,135
O,1558419183,373986,109
O,1558419183,373977,89
O,1558419184,373996,94
O,1558419185,373977,122
O,1558419185,374058,130
O,1558419186,374076,121
O,1558419186,374006,214
O,1558419187,374042,92
O,1558419187,374088,95
O,1558419188,374096,123
O,1558419188,374063,115
O,1558419188,374085,119
O,1558419189,374068,95
O,1558419189,374094,66
O,1558419190,374100,137
O,1558419190,374116,96
O,1558419191,374143,152
O,1558419192,374146,112
O,1558419192,374170,108
O,1558419193,374179,93
O,1558419193,374175,111
O,1558419194,374116,101
O,1558419194,374057,132
O,1558419195,374029,187
O,1558419196,374094,96
O,1558419196,374131,143
O,1558419197,374103,74
O,1558419197,374090,93
O,1558419198,374119,125
O,1558419198,374160,200
O,1558419199,374160,103
O,1558419199,374160,85
O,1558419200,374122,89
O,1558419201,374119,113
O,1558419201,374123,72
O,1558419202,374135,74
O,1558419202,374121,113
T,1558419202,2836
P,1558419205,5500
P,1558419234,5501
P,1558419264,5501
P,1558419293,5501
P,1558419322,5501
P,1558419352,5500
P,1558419381,5500
P,1558419410,5499
P,1558419439,5501
P,1558419470,5501
P,1558419499,5501
P,1558419528,5500
P,1558419557,5501
P,1558419587,5501
P,1558419616,5501
P,1558419645,5502
P,1558419675,5502
P,1558419704,5501
P,1558419733,5500
P,1558419763,5501
P,1558419793,5499
P,1558419822,5502
P,1558419851,5501
P,1558419881,5503
P,1558419910,5500
P,1558419939,5502
P,1558419968,5502
P,1558419998,5503
P,1558420027,5501
P,1558420057,5500
P,1558420087,5501
P,1558420116,5501
P,1558420145,5501
P,1558420174,5502
P,1558420204,5501
P,1558420234,5502
P,1558420263,5500
P,1558420293,5501
P,1558420322,5500
P,1558420352,5501
P,1558420381,5501
P,1558420411,5500
P,1558420440,5501
P,1558420469,5502
P,1558420499,5500
P,1558420528,5501
P,1558420557,5502
P,1558420586,5500
P,1558420616,5501
P,1558420646,5502
