,742987,1057
X,1558925777,742859,1764
X,1558925777,742926,2462
X,1558925778,743079,1394
X,1558925778,743005,2198
X,1558925779,742791,2059
X,1558925779,743014,2549
X,1558925780,742742,3913
X,1558925781,742936,2404
X,1558925781,743012,2550
X,1558925782,742947,1314
X,1558925782,743114,1839
X,1558925783,742875,2154
X,1558925783,742907,2361
X,1558925784,743032,8822
X,1558925785,742699,2819
X,1558925785,742983,2793
X,1558925786,742813,2495
X,1558925786,742980,3258
X,1558925787,742956,1947
X,1558925787,743007,1675
X,1558925788,742952,5318
X,1558925789,743122,14340
P,1558925789,5369
X,1558925789,743626,11838
X,1558925790,742992,3380
X,1558925790,742785,2494
X,1558925791,742745,2153
X,1558925791,742636,4112
X,1558925792,742897,2032
X,1558925793,742649,4262
X,1558925793,742699,5214
X,1558925794,741436,11747
X,1558925794,743077,38032
X,1558925795,734694,40387
X,1558925795,745678,24961
X,1558925796,741016,62953
X,1558925796,828107,44539
X,1558925797,371058,1531
X,1558925798,367902,23574
X,1558925798,368459,7022
X,1558925799,369637,4069
X,1558925799,370312,1752
X,1558925800,369872,1195
X,1558925800,369752,447
X,1558925801,369968,351
X,1558925802,369892,184
X,1558925802,369833,126
X,1558925803,369845,127
O,1558925803,369761,128
O,1558925804,369726,132
O,1558925804,369733,110
O,1558925805,369756,179
O,1558925806,369765,91
O,1558925806,369682,190
O,1558925807,369657,175
O,1558925807,369618,213
O,1558925808,369576,120
O,1558925808,369656,117
O,1558925809,369659,107
O,1558925810,369659,122
O,1558925810,369698,168
O,1558925811,369754,86
O,1558925811,369735,162
O,1558925812,369669,179
O,1558925812,369673,130
O,1558925813,369606,83
O,1558925813,369618,76
O,1558925814,369644,84
O,1558925815,369647,127
O,1558925815,369639,140
O,1558925815,369654,131
O,1558925815,369629,154
O,1558925816,369605,91
O,1558925816,369602,101
O,1558925817,369637,164
O,1558925818,369687,65
O,1558925818,369687,127
P,1558925818,5367
O,1558925819,369700,118
O,1558925819,369651,188
O,1558925820,369660,141
O,1558925820,369659,92
O,1558925821,369629,115
O,1558925822,369635,94
O,1558925822,369634,97
O,1558925823,369663,94
O,1558925823,369667,96
O,1558925824,369656,112
O,1558925824,369664,111
O,1558925825,369670,111
O,1558925826,369641,163
O,1558925826,369648,149
O,1558925827,369614,170
O,1558925827,369614,167
O,1558925828,369621,119
O,1558925828,369606,220
O,1558925829,369606,126
O,1558925829,369575,99
O,1558925830,369574,101
O,1558925831,369613,95
O,1558925831,369560,69
O,1558925832,369554,154
O,1558925832,369595,110
O,1558925833,369610,138
O,1558925833,369613,106
O,1558925834,369620,93
O,1558925835,369610,97
O,1558925835,369650,44
O,1558925836,369645,113
O,1558925836,369631,131
O,1558925837,369615,110
O,1558925837,369614,97
O,1558925838,369608,85
O,1558925839,369599,63
O,1558925839,369580,133
O,1558925840,369579,122
O,1558925840,369601,132
O,1558925841,369593,75
O,1558925841,369586,190
O,1558925842,369596,73
O,1558925843,369577,135
O,1558925843,369558,132
O,1558925844,369590,89
O,1558925844,369593,110
O,1558925845,369609,90
O,1558925845,369612,117
O,1558925846,369594,69
O,1558925846,369595,94
O,1558925847,369605,140
O,1558925848,369577,149
O,1558925848,369593,98
P,1558925848,5367
O,1558925849,369588,92
O,1558925849,369586,145
O,1558925850,369550,109
O,1558925850,369567,116
O,1558925851,369582,87
O,1558925852,369571,59
O,1558925852,369542,86
O,1558925853,369543,94
T,1558925853,2853
P,1558925877,5374
P,1558925906,5375
P,1558925937,5375
P,1558925966,5374
P,1558925995,5375
P,1558926024,5375
P,1558926054,5375
P,1558926083,5375
P,1558926112,5375
P,1558926142,5372
P,1558926171,5375
P,1558926200,5376
P,1558926230,5374
P,1558926260,5375
P,1558926290,5374
P,1558926319,5375
P,1558926349,5374
P,1558926378,5375
P,1558926407,5376
P,1558926436,5376
P,1558926466,5375
P,1558926495,5370
P,1558926525,5375
P,1558926554,5376
P,1558926584,5376
P,1558926613,5376
P,1558926642,5376
P,1558926672,5376
P,1558926701,5376
