1558389194,5516
P,1558389223,5518
P,1558389252,5517
P,1558389282,5516
P,1558389311,5516
P,1558389340,5516
P,1558389370,5517
P,1558389399,5515
P,1558389428,5516
P,1558389457,5518
P,1558389488,5516
P,1558389517,5517
P,1558389546,5516
P,1558389575,5517
P,1558389605,5517
P,1558389634,5516
P,1558389663,5517
P,1558389693,5516
P,1558389722,5517
P,1558389751,5515
P,1558389781,5515
P,1558389811,5515
P,1558389840,5516
P,1558389869,5515
P,1558389899,5516
P,1558389928,5516
P,1558389957,5514
P,1558389986,5517
P,1558390016,5517
P,1558390045,5516
D,1558390054,476928
R,1558390054,5C00DDFC36
R,1558390054,5C00DDFC36
R,1558390054,5C00DDFC36
X,1558390056,715282,20658
X,1558390056,716968,12364
X,1558390057,715026,14291
X,1558390057,716361,21637
X,1558390058,716241,18760
X,1558390059,716529,8204
X,1558390059,716456,2804
X,1558390060,716513,5009
X,1558390060,716620,2854
X,1558390061,714806,20618
X,1558390061,716090,5693
X,1558390062,716434,2275
X,1558390063,716397,2248
X,1558390063,716366,11302
X,1558390064,716550,3527
X,1558390064,716603,1794
X,1558390065,716430,1742
X,1558390065,716476,1099
X,1558390066,716400,27783
X,1558390066,716550,2818
X,1558390067,716595,9992
X,1558390067,715985,6031
X,1558390067,716729,2523
X,1558390068,716677,2678
X,1558390068,716673,2420
X,1558390069,716501,2789
X,1558390069,716706,1064
X,1558390070,716792,1912
X,1558390071,716845,1719
X,1558390071,716640,1255
X,1558390072,716599,15668
X,1558390072,717085,5896
X,1558390073,716013,7609
X,1558390073,716763,3663
X,1558390074,716860,1294
P,1558390075,5510
X,1558390075,716847,6500
X,1558390075,716733,6910
X,1558390076,716791,1957
X,1558390076,716842,1915
X,1558390077,716702,12770
X,1558390077,716560,2784
X,1558390078,716713,1498
X,1558390079,716708,1573
X,1558390079,716686,2169
X,1558390080,716936,7071
X,1558390080,717772,4764
X,1558390081,717007,2253
X,1558390081,716582,3231
X,1558390082,715680,13609
X,1558390082,717585,8843
X,1558390083,716526,7330
X,1558390084,716249,2180
X,1558390084,716750,14649
X,1558390085,716347,8657
X,1558390085,716496,2030
X,1558390086,716347,7947
X,1558390086,716599,1296
X,1558390087,716728,1613
X,1558390088,716781,1046
X,1558390088,716591,857
X,1558390089,716739,16767
X,1558390089,716538,7713
X,1558390090,717207,6819
X,1558390090,716463,10618
X,1558390091,716099,2503
X,1558390092,716706,47361
X,1558390092,714561,60066
X,1558390093,722775,47021
X,1558390093,377938,6819
X,1558390094,378040,1464
X,1558390094,377804,485
X,1558390095,377726,256
X,1558390096,377831,141
X,1558390096,377756,95
X,1558390097,377626,235
X,1558390097,377649,188
X,1558390098,377463,353
X,1558390098,377524,148
X,1558390099,377526,142
O,1558390099,377587,246
O,1558390100,377552,189
O,1558390101,377593,206
O,1558390101,377690,113
O,1558390102,377655,141
O,1558390102,377622,158
O,1558390103,377605,136
O,1558390103,377524,158
O,1558390104,377526,150
O,1558390105,377407,191
P,1558390105,5509
O,1558390105,377354,178
O,1558390106,377302,131
O,1558390106,377311,220
O,1558390107,377277,83
O,1558390107,377216,156
O,1558390108,377210,82
O,1558390108,377167,147
O,1558390108,377197,81
O,1558390109,377162,129
O,1558390109,377125,160
O,1558390110,377126,199
O,1558390110,377155,114
O,1558390111,377095,115
O,1558390112,377064,179
O,1558390112,377017,125
O,1558390113,377091,192
O,1558390113,377139,164
O,1558390114,377136,179
O,1558390114,377102,148
O,1558390115,377008,59
O,1558390115,377084,197
O,1558390116,377064,115
O,1558390117,376999,99
O,1558390117,376931,177
O,1558390118,377019,130
O,1558390118,376920,345
O,1558390119,376560,646
O,1558390119,376064,302
O,1558390120,376498,193
O,1558390121,376448,267
O,1558390121,376758,309
O,1558390122,376976,162
O,1558390122,376845,144
O,1558390123,376875,178
O,1558390123,376860,112
O,1558390124,376846,196
O,1558390125,376849,205
O,1558390125,376898,258
O,1558390126,376864,148
O,1558390126,376858,164
O,1558390127,377007,172
O,1558390127,377037,143
O,1558390128,376864,119
O,1558390129,376833,251
O,1558390129,376836,148
O,1558390130,376921,129
O,1558390130,376821,174
O,1558390131,376776,226
