H,1558579394,364729
P,1558579394,5457
P,1558579423,5458
P,1558579452,5458
P,1558579482,5459
P,1558579512,5458
P,1558579541,5458
P,1558579571,5458
P,1558579600,5456
P,1558579629,5458
P,1558579658,5458
P,1558579688,5458
P,1558579717,5456
P,1558579746,5457
P,1558579776,5457
P,1558579806,5458
P,1558579835,5457
P,1558579864,5458
P,1558579894,5459
P,1558579923,5457
P,1558579952,5459
P,1558579982,5458
P,1558580011,5456
P,1558580040,5458
P,1558580069,5457
P,1558580100,5458
P,1558580129,5459
P,1558580159,5458
P,1558580189,5457
P,1558580218,5457
P,1558580247,5458
P,1558580276,5457
D,1558580299,499200
R,1558580299,5C00DDFC36
R,1558580299,5C00DDFC36
R,1558580299,5C00DDFC36
X,1558580301,752362,8182
X,1558580301,752611,2901
X,1558580302,751593,9294
X,1558580302,753411,9986
X,1558580303,750390,29590
X,1558580303,726487,42243
X,1558580304,377558,22281
X,1558580304,377010,5773
X,1558580305,376189,2750
X,1558580306,375374,1970
X,1558580306,375357,722
P,1558580306,5450
X,1558580307,375456,740
X,1558580307,375433,508
X,1558580308,375312,379
X,1558580308,375220,285
X,1558580309,375326,320
X,1558580310,375262,188
O,1558580310,375104,144
O,1558580311,375092,49
O,1558580311,374913,274
O,1558580312,374900,111
O,1558580312,374809,248
O,1558580312,374594,546
O,1558580313,374485,605
O,1558580313,374344,959
O,1558580314,374391,840
O,1558580314,374428,495
O,1558580315,374997,595
O,1558580315,375337,270
O,1558580316,375332,180
O,1558580317,375799,758
O,1558580317,376486,299
O,1558580318,376942,276
O,1558580318,376855,663
O,1558580319,376110,138
O,1558580319,376109,147
O,1558580320,375928,516
O,1558580320,375196,649
O,1558580321,375156,205
O,1558580322,375141,102
O,1558580322,375107,306
O,1558580323,374998,255
O,1558580323,374889,534
O,1558580324,375440,447
O,1558580324,376285,1094
O,1558580325,375502,1362
O,1558580326,375089,68
O,1558580326,374917,122
O,1558580327,374743,200
O,1558580327,374643,96
O,1558580328,374258,576
O,1558580328,374154,251
O,1558580329,374144,435
O,1558580330,374339,337
O,1558580330,374583,785
O,1558580331,374518,1364
O,1558580331,374703,209
O,1558580332,374773,320
O,1558580332,374969,367
O,1558580333,374835,165
O,1558580334,374990,197
O,1558580334,375118,289
O,1558580335,375203,326
O,1558580335,375273,202
P,1558580335,5451
O,1558580336,375241,184
O,1558580336,375303,271
O,1558580337,375339,484
O,1558580338,375252,89
O,1558580338,375154,159
O,1558580339,374634,894
O,1558580339,374622,180
O,1558580340,374503,433
O,1558580340,374893,333
O,1558580341,374763,252
O,1558580341,374432,460
O,1558580342,374345,373
O,1558580343,374013,972
O,1558580343,373479,1109
O,1558580344,373825,622
O,1558580344,374323,463
O,1558580345,374431,336
O,1558580345,374251,288
O,1558580346,374010,586
O,1558580347,374119,252
O,1558580347,374008,174
O,1558580348,373797,238
O,1558580348,374008,269
O,1558580349,374202,117
O,1558580349,374348,206
O,1558580350,374424,106
O,1558580351,374431,67
O,1558580351,374382,139
O,1558580352,374393,187
O,1558580352,374178,176
O,1558580353,373998,603
O,1558580353,374187,648
O,1558580353,373887,1280
O,1558580354,374030,1085
O,1558580354,373656,629
O,1558580355,373673,734
O,1558580355,373800,677
O,1558580356,374040,528
O,1558580356,373947,614
O,1558580357,374126,397
O,1558580357,373709,1397
O,1558580358,373581,1609
O,1558580359,372469,1873
T,1558580359,2826
P,1558580364,5457
P,1558580394,5458
P,1558580424,5457
D,1558580429,503552
R,1558580429,5C00DDFC36
R,1558580429,5C00DDFC36
R,1558580429,5C00DDFC36
X,1558580431,744151,3457
X,1558580431,750154,12895
X,1558580432,746438,31150
X,1558580433,799633,11444
X,1558580433,380465,41919
X,1558580434,375063,9632
X,1558580434,374677,3729
X,1558580435,374109,2140
X,1558580435,373796,1085
X,1558580435,373640,588
X,1558580436,373717,489
X,1558580436,373724,182
X,1558580437,373706,208
X,1558580437,373672,112
X,1558580438,373684,147
O,1558580438,373507,184
O,1558580439,373544,220
O,1558580440,373637,233
O,1558580440,373452,239
O,1558580441,373465,139
O,1558580441,373390,406
O,1558580442,373826,261
O,1558580442,373374,358
O,1558580443,373564,139
O,1558580444,373590,125
O,1558580444,373451,801
O,1558580445,373833,210
O,1558580445,373522,272
O,1558580446,373633,214
O,1558580446,373474,174
O,1558580447,373300,275
