H,1560039640,364729
P,1560039640,5250
D,1560039665,447232
R,1560039665,5C00DDFC36
X,1560039667,679310,11468
X,1560039668,680432,18011
X,1560039668,678900,7293
X,1560039669,683663,17152
X,1560039669,680542,34579
X,1560039670,680209,44133
P,1560039670,5244
X,1560039670,703259,56238
X,1560039671,358541,16340
X,1560039672,357351,5613
X,1560039672,356760,3863
X,1560039673,356884,2775
X,1560039673,356984,2151
X,1560039674,356809,1273
X,1560039674,356821,954
X,1560039675,356947,833
X,1560039675,356855,463
X,1560039676,356862,419
X,1560039677,356992,414
O,1560039677,357037,300
O,1560039678,357018,243
O,1560039678,357037,231
O,1560039678,357057,203
O,1560039678,357077,198
O,1560039679,357145,176
O,1560039680,357202,338
O,1560039680,357156,440
O,1560039681,357211,442
O,1560039681,357231,515
O,1560039682,357140,458
O,1560039682,357203,368
O,1560039683,357218,324
O,1560039684,357218,260
O,1560039684,357260,238
O,1560039685,357272,395
O,1560039685,357268,280
O,1560039686,357325,404
O,1560039686,357319,415
O,1560039687,357443,326
O,1560039688,357482,358
O,1560039688,357492,147
O,1560039689,357587,233
O,1560039689,357570,259
O,1560039690,357620,354
O,1560039690,357609,317
O,1560039691,357582,333
O,1560039691,357686,169
O,1560039692,357702,142
O,1560039693,357691,132
O,1560039693,357705,96
O,1560039694,357671,164
O,1560039694,357683,203
O,1560039695,357749,124
O,1560039695,357815,77
O,1560039696,357840,80
O,1560039697,357863,156
O,1560039697,357929,151
O,1560039698,357959,160
O,1560039698,358009,161
O,1560039699,358089,201
O,1560039699,358123,129
P,1560039699,5244
O,1560039700,358130,566
O,1560039701,358064,415
O,1560039701,358091,327
O,1560039702,358122,261
O,1560039702,358059,427
O,1560039703,358104,479
O,1560039703,357997,346
O,1560039704,588438,4163
T,1560039704,2863
D,1560039705,484096
R,1560039705,5C00DDFC36
R,1560039705,5C00DDFC36
R,1560039705,5C00DDFC36
X,1560039707,672576,6309
X,1560039708,673199,11822
X,1560039708,672662,3425
X,1560039709,673446,6593
X,1560039709,673208,8136
X,1560039710,673108,3485
X,1560039711,673667,7689
X,1560039711,673289,3490
X,1560039712,673458,3149
X,1560039712,662899,64837
X,1560039713,359347,9573
X,1560039713,358777,5833
X,1560039714,358797,3525
X,1560039714,359005,2537
X,1560039715,358717,1755
X,1560039716,358799,1325
X,1560039716,358838,935
X,1560039717,358678,630
X,1560039717,358796,560
X,1560039718,358838,324
X,1560039718,358862,305
O,1560039719,358797,290
O,1560039719,358823,205
O,1560039719,358802,135
O,1560039720,358780,164
O,1560039720,358737,173
O,1560039721,358787,152
O,1560039721,358765,207
O,1560039722,358798,144
O,1560039723,358808,119
O,1560039723,358855,146
O,1560039724,358886,182
O,1560039724,358936,260
O,1560039725,359006,272
O,1560039725,359023,338
O,1560039726,359056,218
O,1560039727,359138,205
O,1560039727,359098,136
O,1560039728,359074,104
O,1560039728,359092,169
P,1560039729,5240
O,1560039729,359130,145
O,1560039729,359054,163
O,1560039730,359093,129
O,1560039730,359153,135
O,1560039731,359208,176
O,1560039732,359250,132
O,1560039732,359279,249
O,1560039733,359370,154
O,1560039733,359391,184
O,1560039734,359349,318
O,1560039734,359368,196
O,1560039735,359355,195
O,1560039736,359340,315
O,1560039736,359362,308
O,1560039737,359448,266
O,1560039737,359384,297
O,1560039738,359373,186
O,1560039738,359404,210
O,1560039739,359369,240
O,1560039740,359384,202
O,1560039740,359456,143
O,1560039741,359458,93
O,1560039741,359506,133
O,1560039742,359533,102
O,1560039742,359552,101
O,1560039743,359537,193
O,1560039744,359621,222
O,1560039744,359598,248
O,1560039745,359621,258
O,1560039745,359606,160
O,1560039746,359545,355
O,1560039746,359524,274
O,1560039747,359610,308
O,1560039747,359548,351
O,1560039748,359561,181
O,1560039749,359598,243
O,1560039749,359633,155
O,1560039750,359617,157
O,1560039750,359638,231
O,1560039751,359652,150
O,1560039751,359655,93
O,1560039752,359627,121
O,1560039753,359631,117
O,1560039753,359582,120
O,1560039754,359591,95
O,1560039754,359648,280
O,1560039755,359633,245
O,1560039755,359638,164
O,1560039756,359698,119
O,1560039757,359742,92
O,1560039757,359716,138
O,1560039758,359713,86
O,1560039758,359742,130
P,1560039759,5243
