1558317549,5533
P,1558317578,5534
P,1558317607,5530
P,1558317637,5533
P,1558317667,5533
P,1558317696,5533
P,1558317725,5533
P,1558317755,5534
P,1558317784,5532
P,1558317813,5533
P,1558317843,5534
D,1558317865,518144
R,1558317866,5C00DDFC36
R,1558317866,5C00DDFC36
R,1558317866,5C00DDFC36
X,1558317867,377494,13651
X,1558317868,382690,3742
X,1558317868,380130,796
X,1558317869,381143,802
X,1558317870,381224,437
X,1558317870,380881,132
X,1558317871,380918,112
X,1558317871,380882,121
X,1558317872,380802,135
P,1558317872,5526
X,1558317872,380794,117
X,1558317873,380762,94
O,1558317874,380753,74
O,1558317874,380755,69
O,1558317875,380752,121
O,1558317875,380696,130
O,1558317876,380709,101
O,1558317876,380701,66
O,1558317877,380710,87
O,1558317877,380711,91
O,1558317878,380706,101
O,1558317879,380698,131
O,1558317879,380696,98
O,1558317880,380699,107
O,1558317880,380703,75
O,1558317881,380705,117
O,1558317881,380722,124
O,1558317882,380685,100
O,1558317883,380695,118
O,1558317883,380697,121
O,1558317884,380685,125
O,1558317884,380683,102
O,1558317885,380703,125
O,1558317885,380690,61
O,1558317885,380688,85
O,1558317886,380708,75
O,1558317886,380702,110
O,1558317887,380687,124
O,1558317887,380681,81
O,1558317888,380694,66
O,1558317888,380680,79
O,1558317889,380677,100
O,1558317890,380679,112
O,1558317890,380682,119
O,1558317891,380667,61
O,1558317891,380673,96
O,1558317892,380679,112
O,1558317892,380685,142
O,1558317893,380680,102
O,1558317893,380680,113
O,1558317894,380668,174
O,1558317895,380674,157
O,1558317895,380664,104
O,1558317896,380691,137
O,1558317896,380669,232
O,1558317897,380692,136
O,1558317897,380704,56
O,1558317898,380672,222
O,1558317899,380665,128
O,1558317899,380666,121
O,1558317900,380699,128
O,1558317900,380671,92
O,1558317901,380679,145
P,1558317901,5525
O,1558317901,380661,56
O,1558317902,380678,139
O,1558317903,380683,130
O,1558317903,380683,64
O,1558317904,380664,90
O,1558317904,380673,185
O,1558317905,380672,123
O,1558317905,380669,88
O,1558317906,380680,145
O,1558317907,380683,170
O,1558317907,380675,67
O,1558317908,380686,68
O,1558317908,380678,158
O,1558317909,380683,90
O,1558317909,380675,152
O,1558317910,380684,103
O,1558317910,380679,83
O,1558317911,380706,73
O,1558317912,380718,78
O,1558317912,380686,99
O,1558317913,380681,78
O,1558317913,380686,118
O,1558317914,380695,83
O,1558317914,380699,102
O,1558317915,380692,113
O,1558317916,380709,60
O,1558317916,380682,82
O,1558317917,380686,124
O,1558317917,380693,53
O,1558317918,380705,114
O,1558317918,380683,138
O,1558317919,380670,104
O,1558317920,380687,139
O,1558317920,380669,128
O,1558317921,380674,51
O,1558317921,380643,181
O,1558317922,380642,81
O,1558317922,380673,105
O,1558317923,380666,78
T,1558317923,2842
D,1558317929,466176
R,1558317929,5C00DDFC36
R,1558317929,5C00DDFC36
R,1558317929,5C00DDFC36
P,1558317930,5532
X,1558317931,739990,6971
X,1558317932,740648,19404
X,1558317932,740580,3018
X,1558317933,740487,20262
X,1558317933,740524,3149
X,1558317934,740648,3878
X,1558317935,739647,55415
X,1558317935,739350,15621
X,1558317936,743369,49809
X,1558317936,742195,13040
X,1558317937,738116,770
X,1558317937,740689,22931
X,1558317938,740953,30143
X,1558317939,739996,4644
X,1558317939,740689,8027
X,1558317940,739969,14294
X,1558317940,739417,9194
X,1558317941,726953,50570
X,1558317941,557813,14623
X,1558317942,379496,6930
X,1558317942,383542,1836
X,1558317943,381026,730
X,1558317944,381357,721
X,1558317944,381659,305
X,1558317945,381351,184
X,1558317945,381327,120
X,1558317946,381361,120
X,1558317946,381268,136
X,1558317947,381218,78
X,1558317948,381186,87
O,1558317948,381165,59
O,1558317949,381153,82
O,1558317949,381155,61
O,1558317950,381128,100
O,1558317950,381135,114
O,1558317951,381115,91
O,1558317952,381104,90
O,1558317952,381060,121
O,1558317953,381082,82
O,1558317953,381079,77
O,1558317954,381047,99
O,1558317954,381048,129
O,1558317955,381023,108
