H,1559338505,364729
P,1559338505,5327
P,1559338535,5326
P,1559338564,5327
P,1559338593,5327
D,1559338622,375552
P,1559338623,5326
D,1559338625,430080
D,1559338627,435200
D,1559338628,435200
D,1559338630,433408
D,1559338632,435968
D,1559338635,435712
D,1559338637,437504
R,1559338637,5C00DDFC36
R,1559338637,5C00DDFC36
R,1559338637,5C00DDFC36
X,1559338639,663413,16361
X,1559338639,664623,3440
X,1559338640,664944,9264
X,1559338640,663915,7693
X,1559338641,663814,14065
X,1559338641,665280,17246
X,1559338642,662944,16049
X,1559338643,661854,22513
X,1559338643,662826,40010
X,1559338644,665697,23341
X,1559338644,663730,9641
X,1559338645,663877,5738
X,1559338645,664625,16125
X,1559338646,663503,6374
X,1559338647,663967,3377
X,1559338647,663601,10554
X,1559338648,663517,5202
X,1559338648,663772,2677
X,1559338649,663657,3078
X,1559338649,663536,2600
X,1559338650,663532,1950
X,1559338650,663269,10290
X,1559338651,663507,2572
X,1559338652,663519,3707
X,1559338652,664147,8213
P,1559338653,5322
X,1559338653,662890,5535
X,1559338653,663600,8587
X,1559338654,663533,12421
X,1559338654,663676,1561
X,1559338655,663699,2021
X,1559338656,663704,2036
X,1559338656,663665,2066
X,1559338657,663691,2282
X,1559338657,663963,10758
X,1559338658,663864,2626
X,1559338658,663326,5051
X,1559338659,665762,18362
X,1559338660,660138,35277
X,1559338660,602060,37514
X,1559338661,358584,28189
X,1559338661,354690,9299
X,1559338662,356343,5019
X,1559338662,355619,2382
X,1559338663,355750,1308
X,1559338664,355822,894
X,1559338664,355722,671
X,1559338665,355734,397
X,1559338665,355653,191
X,1559338666,355620,252
X,1559338666,355655,226
O,1559338667,355607,223
O,1559338667,355582,170
O,1559338668,355515,215
O,1559338668,355620,124
O,1559338668,355460,93
O,1559338669,355435,183
O,1559338669,355448,118
O,1559338670,355445,127
O,1559338670,355423,159
O,1559338671,355550,101
O,1559338672,355527,93
O,1559338672,355510,178
O,1559338673,355571,163
O,1559338673,355535,130
O,1559338674,355590,126
O,1559338674,355621,178
O,1559338675,355573,196
O,1559338676,355614,92
O,1559338676,355585,88
O,1559338677,355571,136
O,1559338677,355485,120
O,1559338678,355500,209
O,1559338678,355510,228
O,1559338679,355507,152
O,1559338680,355566,82
O,1559338680,355548,80
O,1559338681,355580,145
O,1559338681,355629,79
P,1559338682,5320
O,1559338682,355650,85
O,1559338682,355611,112
O,1559338683,355554,263
O,1559338683,355605,304
O,1559338684,355533,344
O,1559338685,355668,275
O,1559338685,355659,154
O,1559338686,355675,163
O,1559338686,355635,138
O,1559338687,355664,150
O,1559338687,355662,104
O,1559338688,355650,139
O,1559338689,355640,177
O,1559338689,355612,170
O,1559338690,355613,118
O,1559338690,355599,133
O,1559338691,355576,123
O,1559338691,355583,101
O,1559338692,355592,105
O,1559338693,355677,104
O,1559338693,355726,76
O,1559338694,355702,90
O,1559338694,355701,161
O,1559338695,355679,103
O,1559338695,355728,128
O,1559338696,355724,142
O,1559338697,355666,101
O,1559338697,355680,178
O,1559338698,355743,90
O,1559338698,355751,111
O,1559338699,355746,256
O,1559338699,355758,130
O,1559338700,355764,101
O,1559338700,355787,109
O,1559338701,355788,158
O,1559338702,355806,105
O,1559338702,355836,88
O,1559338703,355832,130
O,1559338703,355824,99
O,1559338704,355870,122
O,1559338704,355821,85
O,1559338705,355829,91
O,1559338706,355805,111
O,1559338706,355764,153
O,1559338707,355773,172
O,1559338707,355775,126
O,1559338708,355750,69
O,1559338708,355738,129
O,1559338709,355740,104
O,1559338709,355766,99
O,1559338709,355755,118
O,1559338710,355768,112
O,1559338710,355758,135
P,1559338711,5321
O,1559338711,355813,100
O,1559338711,355792,141
O,1559338712,355814,136
O,1559338713,355872,221
O,1559338713,355885,87
O,1559338714,355905,152
O,1559338714,355920,106
O,1559338715,355916,107
O,1559338715,355919,148
T,1559338716,2899
P,1559338741,5328
P,1559338770,5323
P,1559338799,5327
P,1559338829,5328
P,1559338858,5328
P,1559338887,5326
D,1559338892,473856
R,1559338892,5C00DDFC36
R,1559338892,5C00DDFC36
R,1559338892,5C00DDFC36
X,1559338894,664848,12091
X,1559338894,663225,25168
X,1559338895,666195,36340
X,1559338896,664248,4945
X,1559338896,664490,9335
X,1559338897,665542,41604
X,1559338897,662777,10497
X,1559338898,665613,3349
