H,1559428337,364729
D,1559428337,500992
R,1559428337,5C00DDFC36
R,1559428337,5C00DDFC36
R,1559428337,5C00DDFC36
X,1559428339,377803,9909
X,1559428339,375357,5442
X,1559428340,375898,4006
X,1559428341,375890,2568
X,1559428341,375533,1932
X,1559428342,375790,1409
X,1559428342,375761,1089
X,1559428343,375670,926
X,1559428343,375801,693
X,1559428344,375808,612
X,1559428345,375767,427
O,1559428345,375744,336
P,1559428345,5316
O,1559428346,379744,17607
O,1559428346,378193,9634
O,1559428347,375684,4162
O,1559428347,375363,3201
O,1559428348,375793,2389
O,1559428349,375496,1774
O,1559428349,375501,1230
O,1559428350,375638,932
O,1559428350,375500,661
O,1559428351,375502,481
O,1559428351,375567,444
O,1559428352,375461,328
O,1559428353,378851,38360
O,1559428353,853430,58774
T,1559428353,2910
P,1559428374,5322
O,1559428382,375451,2428
O,1559428383,375771,431
O,1559428383,375748,399
O,1559428384,375741,259
O,1559428384,375712,159
O,1559428385,375752,151
O,1559428386,375727,192
O,1559428386,375726,275
O,1559428387,375749,89
O,1559428387,375709,161
O,1559428388,375733,172
O,1559428388,375721,164
O,1559428389,375690,172
O,1559428389,375739,110
O,1559428390,375759,120
O,1559428391,375700,122
O,1559428391,375723,241
O,1559428392,375681,100
O,1559428392,375683,94
O,1559428393,375673,112
O,1559428393,375661,95
O,1559428394,375649,275
O,1559428395,375626,207
O,1559428395,375611,129
O,1559428395,375605,282
O,1559428395,375477,668
O,1559428396,375480,385
O,1559428396,765478,19871
T,1559428397,2911
D,1559428398,484096
R,1559428398,5C00DDFC36
R,1559428398,5C00DDFC36
R,1559428398,5C00DDFC36
X,1559428400,729334,7133
X,1559428400,729997,4683
X,1559428401,729593,3755
X,1559428401,729699,4082
X,1559428402,729335,7731
X,1559428402,729771,2887
X,1559428403,729828,3474
P,1559428403,5317
X,1559428403,730144,5775
X,1559428404,729618,3763
X,1559428405,729593,2742
X,1559428405,729667,1993
X,1559428406,730048,5936
X,1559428406,729409,6318
X,1559428407,729805,3360
X,1559428407,729410,5198
X,1559428408,730275,5870
X,1559428409,729983,3759
X,1559428409,733986,44298
X,1559428410,726714,21954
X,1559428410,727238,54572
X,1559428411,730785,61627
X,1559428411,729766,13872
X,1559428412,729600,12512
X,1559428413,729440,8800
X,1559428413,730061,4104
X,1559428414,729557,3204
X,1559428414,729887,2649
X,1559428415,729722,2252
X,1559428415,729643,4176
X,1559428416,729897,2214
X,1559428417,730166,19987
X,1559428417,729073,7770
X,1559428418,729945,3859
X,1559428418,800130,19906
X,1559428419,376723,31260
X,1559428419,375473,22585
X,1559428420,376494,8063
X,1559428421,375480,4683
X,1559428421,376147,2945
X,1559428422,375734,1769
X,1559428422,375948,1130
X,1559428423,375811,701
X,1559428423,375807,431
X,1559428424,375789,333
X,1559428424,375751,305
O,1559428425,375666,2407
O,1559428426,375829,1053
O,1559428426,375666,727
O,1559428427,375777,551
O,1559428427,375697,418
O,1559428428,375724,292
O,1559428428,375741,180
O,1559428429,375726,124
O,1559428430,375682,106
O,1559428430,375679,112
O,1559428431,375687,136
O,1559428431,375702,139
O,1559428432,375680,106
O,1559428432,375684,108
O,1559428433,375668,194
P,1559428433,5316
O,1559428434,375646,421
O,1559428434,375666,258
O,1559428435,375646,185
O,1559428435,375647,112
O,1559428436,375629,299
O,1559428436,375620,305
O,1559428436,375636,214
O,1559428437,375637,225
O,1559428437,375673,152
O,1559428438,375677,79
O,1559428438,375683,76
O,1559428439,375690,219
O,1559428439,375671,844
O,1559428440,375826,2252
O,1559428440,375572,1372
O,1559428441,375792,884
O,1559428442,375691,639
O,1559428442,375717,535
O,1559428443,375720,393
O,1559428443,375680,239
O,1559428444,375699,148
O,1559428444,375672,166
O,1559428445,375682,130
O,1559428446,375691,116
O,1559428446,375688,130
O,1559428447,375700,106
O,1559428447,375719,68
O,1559428448,375721,160
O,1559428448,375714,119
O,1559428449,375726,195
O,1559428450,375715,153
O,1559428450,375695,159
O,1559428451,375710,221
O,1559428451,375716,195
O,1559428452,375714,100
O,1559428452,375685,425
O,1559428453,375732,737
O,1559428454,375664,507
O,1559428454,375742,363
O,1559428455,375717,254
O,1559428455,375715,197
O,1559428456,375702,166
O,1559428456,375688,145
O,1559428457,375703,131
O,1559428457,375705,73
