0,735244,1891
X,1558402331,735326,1689
X,1558402331,735299,2093
X,1558402331,734926,1963
X,1558402331,735404,2337
X,1558402332,735049,9298
P,1558402332,5496
X,1558402332,735131,1658
X,1558402333,735279,2225
X,1558402334,735325,1997
X,1558402334,735238,1682
X,1558402335,735402,2115
X,1558402335,735246,4433
X,1558402336,735295,1584
X,1558402336,734812,8060
X,1558402337,736114,6308
X,1558402338,735325,7473
X,1558402338,735226,2178
X,1558402339,735101,1432
X,1558402339,735148,1829
X,1558402340,735218,2523
X,1558402340,735198,1956
X,1558402341,734976,1149
X,1558402341,735138,2229
X,1558402342,735022,1533
X,1558402343,734988,1736
X,1558402343,735064,10014
X,1558402344,734975,1839
X,1558402344,734965,2140
X,1558402345,734969,1015
X,1558402345,734912,1958
X,1558402346,735005,2365
X,1558402347,734966,2160
X,1558402347,734977,1433
X,1558402348,734994,1007
X,1558402348,735111,1642
X,1558402349,735133,1538
X,1558402349,735206,1443
X,1558402350,735187,1416
X,1558402351,735267,1512
X,1558402351,735287,1105
X,1558402352,735297,1508
X,1558402352,735252,954
X,1558402353,735365,2618
X,1558402353,735373,1561
X,1558402354,735337,1424
X,1558402355,735318,1721
X,1558402355,735371,1207
X,1558402356,735397,1743
X,1558402356,735321,1699
X,1558402357,735336,1718
X,1558402357,735255,1504
X,1558402358,735202,1848
X,1558402358,735325,1335
X,1558402359,735861,4341
X,1558402360,734938,4892
X,1558402360,735489,2840
X,1558402361,735055,3474
X,1558402361,735249,7314
X,1558402362,735562,10291
P,1558402362,5475
X,1558402362,735452,2403
X,1558402363,735420,2046
X,1558402364,735369,2327
X,1558402364,735278,1590
X,1558402365,735314,2141
X,1558402365,735265,1868
X,1558402366,735274,1513
X,1558402366,735402,2931
X,1558402367,735422,1393
X,1558402368,735400,1496
X,1558402368,735388,1411
X,1558402369,735469,1552
X,1558402369,735382,1685
X,1558402370,735403,874
X,1558402370,735369,1830
X,1558402371,735521,1695
X,1558402372,735497,1074
X,1558402372,735374,780
A,1558402372,735424,442
T,1558402372,2835
R,1558402372,5C00DDFC36
X,1558402373,734711,42996
X,1558402374,739470,5193
X,1558402374,636598,5780
X,1558402375,373616,4045
X,1558402375,377702,2247
X,1558402376,377119,1648
X,1558402376,375957,195
X,1558402377,376273,370
X,1558402378,376380,129
X,1558402378,376284,166
X,1558402379,376212,64
X,1558402379,376220,100
X,1558402380,376234,74
X,1558402380,376223,101
O,1558402381,376083,189
O,1558402382,375977,84
O,1558402382,376009,91
O,1558402383,376078,122
O,1558402383,376048,125
O,1558402384,375960,164
O,1558402384,375931,103
O,1558402385,375963,104
O,1558402385,376040,65
O,1558402386,375997,93
O,1558402387,375953,158
O,1558402387,376010,91
O,1558402388,376019,118
O,1558402388,375999,168
O,1558402389,375933,115
O,1558402389,376016,82
O,1558402390,376015,77
O,1558402391,375979,112
O,1558402391,375859,269
P,1558402391,5501
O,1558402392,375641,164
O,1558402392,375415,171
O,1558402393,375599,145
O,1558402393,375572,139
O,1558402394,375598,256
O,1558402395,375817,283
O,1558402395,375940,288
O,1558402396,375809,228
O,1558402396,375564,483
O,1558402397,375521,157
O,1558402397,375749,252
O,1558402398,375918,130
O,1558402399,375887,137
O,1558402399,375850,229
O,1558402400,375800,143
O,1558402400,375961,136
O,1558402401,375891,97
O,1558402401,375635,604
O,1558402402,375744,308
O,1558402402,375744,334
O,1558402403,375834,233
O,1558402404,375906,117
O,1558402404,375885,114
O,1558402405,375946,161
O,1558402405,375876,112
O,1558402406,375856,66
O,1558402406,375937,137
O,1558402407,375909,97
O,1558402408,375862,100
O,1558402408,375861,138
O,1558402409,375871,125
O,1558402409,375942,127
O,1558402410,376023,106
O,1558402410,375969,93
O,1558402411,375988,178
O,1558402412,376066,155
O,1558402412,376006,176
O,1558402413,375931,79
O,1558402413,375810,107
O,1558402413,375849,207
O,1558402413,375968,134
O,1558402414,375805,150
O,1558402415,375705,253
O,1558402415,375387,350
O,1558402416,375598,232
O,1558402416,375845,238
O,1558402417,375744,201
