H,1559333185,364729
P,1559333185,5331
P,1559333214,5331
P,1559333244,5330
P,1559333273,5332
P,1559333302,5332
P,1559333332,5332
D,1559333356,415488
R,1559333356,5C00DDFC36
R,1559333356,5C00DDFC36
R,1559333356,5C00DDFC36
X,1559333358,358094,16249
X,1559333358,357369,6870
X,1559333359,358715,3186
X,1559333359,358627,1900
X,1559333360,359046,1110
X,1559333360,359245,628
X,1559333361,359388,461
P,1559333362,5327
X,1559333362,359602,285
X,1559333362,359738,213
X,1559333363,359879,276
X,1559333363,359952,278
O,1559333364,359882,251
O,1559333364,359900,175
O,1559333365,360053,234
O,1559333366,360090,153
O,1559333366,360087,150
O,1559333367,360120,153
O,1559333367,360207,285
O,1559333368,360349,295
O,1559333368,360561,282
O,1559333369,360717,73
O,1559333370,360783,130
O,1559333370,360881,210
O,1559333371,360876,101
O,1559333371,360853,144
O,1559333372,360904,232
O,1559333372,361051,270
O,1559333373,361365,286
O,1559333374,361451,337
O,1559333374,361429,494
O,1559333375,361527,248
O,1559333375,361683,388
O,1559333376,361905,149
O,1559333376,362024,219
O,1559333377,362071,162
O,1559333377,362143,261
O,1559333377,362130,188
O,1559333378,362114,279
O,1559333378,362213,250
O,1559333379,362293,286
O,1559333379,362117,180
O,1559333380,362195,160
O,1559333380,362134,161
O,1559333381,362146,131
O,1559333382,362149,112
O,1559333382,362094,129
O,1559333383,362064,154
O,1559333383,362047,133
O,1559333384,362054,142
O,1559333384,361980,74
O,1559333385,361996,106
O,1559333386,361958,121
O,1559333386,361966,118
O,1559333387,362039,123
O,1559333387,362028,130
O,1559333388,361994,80
O,1559333388,362008,129
O,1559333389,362022,148
O,1559333390,362112,143
O,1559333390,362072,173
P,1559333391,5324
O,1559333391,362040,217
O,1559333391,362070,164
O,1559333392,362112,185
O,1559333392,362180,276
O,1559333393,362200,189
O,1559333393,362254,155
O,1559333394,362253,108
O,1559333395,362255,143
O,1559333395,362314,106
O,1559333396,362312,102
O,1559333396,362389,167
O,1559333397,362383,377
O,1559333397,362437,418
O,1559333398,362445,287
O,1559333399,362534,231
O,1559333399,362611,249
O,1559333400,362585,156
O,1559333400,362691,88
O,1559333401,362684,124
O,1559333401,362691,103
O,1559333402,362725,128
O,1559333403,362755,145
O,1559333403,362763,115
O,1559333404,362786,131
O,1559333404,362784,116
O,1559333405,362779,177
O,1559333405,362750,106
O,1559333406,362711,92
O,1559333407,362694,112
O,1559333407,362640,133
O,1559333408,362697,83
O,1559333408,362743,104
O,1559333409,362728,138
O,1559333409,362747,113
O,1559333410,362757,158
O,1559333410,362780,161
O,1559333411,362786,139
O,1559333412,362782,110
O,1559333412,362732,158
O,1559333413,362802,143
O,1559333413,362833,103
T,1559333413,2914
P,1559333420,5331
D,1559333429,440064
R,1559333429,5C00DDFC36
R,1559333429,5C00DDFC36
R,1559333429,5C00DDFC36
X,1559333431,670785,5644
X,1559333431,671733,3517
X,1559333432,671784,2288
X,1559333432,671832,1958
X,1559333433,672267,2261
X,1559333433,672661,1677
X,1559333434,672838,1208
X,1559333434,673019,1525
X,1559333435,675355,12668
X,1559333436,672933,13631
X,1559333436,673226,8649
X,1559333437,674182,2732
X,1559333437,674804,21206
X,1559333438,674612,2354
X,1559333438,674951,1859
X,1559333439,674736,1504
X,1559333440,674638,1806
X,1559333440,674789,1969
X,1559333441,674951,980
X,1559333441,674830,4427
X,1559333442,675182,15368
X,1559333442,674599,3425
X,1559333443,674885,10412
X,1559333444,675124,3648
X,1559333444,675004,888
X,1559333445,675278,1352
X,1559333445,675301,1649
X,1559333446,675223,1386
X,1559333446,675571,5558
X,1559333447,675015,2937
X,1559333448,675166,9255
X,1559333448,675691,3304
X,1559333449,675591,1557
X,1559333449,675640,1102
X,1559333450,675716,944
P,1559333450,5327
X,1559333450,675737,653
X,1559333451,675695,1151
X,1559333451,675747,1259
X,1559333452,675532,976
X,1559333453,675459,7015
X,1559333453,675236,4183
X,1559333454,675552,1526
X,1559333454,675702,681
X,1559333455,675628,1031
X,1559333455,675629,941
X,1559333456,675684,1054
X,1559333457,675647,8864
X,1559333457,675721,1481
X,1559333458,675686,987
X,1559333458,675793,1132
X,1559333459,675825,1127
X,1559333459,675857,1562
X,1559333459,675907,1179
X,1559333460,675905,1281
